Cycle,Phase,Time,Ratio_type,Ratio
1,growth,0,Ancestor:Mutant,1000
1,growth,0,Mutant:Ancestor,0.001
1,growth,24,Ancestor:Mutant,204.59712931151319
1,growth,24,Mutant:Ancestor,0.0048876541101289415
1,growth,24,Ancestor:Mutant,204.59712931151313
1,growth,24,Mutant:Ancestor,0.004887654110128942
1,growth,48,Ancestor:Mutant,19.43185797668017
1,growth,48,Mutant:Ancestor,0.05146188291413422
1,growth,48,Ancestor:Mutant,19.43185797668015
1,growth,48,Mutant:Ancestor,0.051461882914134276
1,growth,72,Ancestor:Mutant,2.025290620632963
1,growth,72,Mutant:Ancestor,0.49375629838618945
1,growth,72,Ancestor:Mutant,2.025290620632963
1,growth,72,Mutant:Ancestor,0.49375629838618945
1,growth,96,Ancestor:Mutant,0.2769740500015588
1,growth,96,Mutant:Ancestor,3.6104465382023045
1,growth,96,Ancestor:Mutant,0.2769740500015588
1,growth,96,Mutant:Ancestor,3.610446538202305
1,growth,120,Ancestor:Mutant,0.04487418716827222
1,growth,120,Mutant:Ancestor,22.28452620768669
1,growth,120,Ancestor:Mutant,0.04487418716827223
1,growth,120,Mutant:Ancestor,22.284526207686685
1,growth,144,Ancestor:Mutant,0.0075826140277563125
1,growth,144,Mutant:Ancestor,131.8806412062489
1,growth,144,Ancestor:Mutant,0.007582614027756312
1,growth,144,Mutant:Ancestor,131.8806412062489
1,growth,168,Ancestor:Mutant,0.0012911777216270824
1,growth,168,Mutant:Ancestor,774.4867211152359
1,conj,168,Ancestor:Mutant,0.0012911777216270824
1,conj,168,Mutant:Ancestor,774.486721115236
1,conj,175,Ancestor:Mutant,0.4398199515654885
1,conj,175,Mutant:Ancestor,2.2736576556852754
1,tselect,175,Ancestor:Mutant,0.4398199515654885
1,tselect,175,Mutant:Ancestor,2.273657655685276
1,tselect,206.129999999972,Ancestor:Mutant,0.020379986143733753
1,tselect,206.129999999972,Mutant:Ancestor,49.067746805484
