"","Time","Cycle","Phase","Cell_types","Density","Host","Genotype"
"393",0.56,1,"conj","A1",130768.369056907,"1","A"
"394",0.56,1,"conj","M1",14560864.2630413,"1","M"
"395",0.56,1,"conj","F1",0,"1","F"
"396",0.56,1,"conj","A2",1.9261032308452,"2","A"
"397",0.56,1,"conj","M2",1.51700497979375,"2","M"
"398",0.56,1,"conj","F2",13442545.4479464,"2","F"
"399",0.56,1,"conj","C",991965818.476847,"C","C"
"400",0.57,1,"conj","A1",131396.265824216,"1","A"
"401",0.57,1,"conj","M1",14658889.9438743,"1","M"
"402",0.57,1,"conj","F1",0,"1","F"
"403",0.57,1,"conj","A2",1.97537944796484,"2","A"
"404",0.57,1,"conj","M2",1.55880405875541,"2","M"
"405",0.57,1,"conj","F2",13513745.2292933,"2","F"
"406",0.57,1,"conj","C",991795965.026824,"C","C"
"407",0.58,1,"conj","A1",132027.176419233,"1","A"
"408",0.58,1,"conj","M1",14757575.3779931,"1","M"
"409",0.58,1,"conj","F1",0,"1","F"
"410",0.58,1,"conj","A2",2.02529742353744,"2","A"
"411",0.58,1,"conj","M2",1.60126553283744,"2","M"
"412",0.58,1,"conj","F2",13585322.0046284,"2","F"
"413",0.58,1,"conj","C",991625071.814396,"C","C"
"414",0.59,1,"conj","A1",132661.115295779,"1","A"
"415",0.59,1,"conj","M1",14856925.0035761,"1","M"
"416",0.59,1,"conj","F1",0,"1","F"
"417",0.59,1,"conj","A2",2.0758643382297,"2","A"
"418",0.59,1,"conj","M2",1.64439845532511,"2","M"
"419",0.59,1,"conj","F2",13657277.7686405,"2","F"
"420",0.59,1,"conj","C",991453132.392225,"C","C"
"421",0.6,1,"conj","A1",133298.096976852,"1","A"
"422",0.6,1,"conj","M1",14956943.2886273,"1","M"
"423",0.6,1,"conj","F1",0,"1","F"
"424",0.6,1,"conj","A2",2.12708744863512,"2","A"
"425",0.6,1,"conj","M2",1.6882119958151,"2","M"
"426",0.6,1,"conj","F2",13729614.5265545,"2","F"
"427",0.6,1,"conj","C",991280140.272542,"C","C"
"428",0.61,1,"conj","A1",133938.136054958,"1","A"
"429",0.61,1,"conj","M1",15057634.7311768,"1","M"
"430",0.61,1,"conj","F1",0,"1","F"
"431",0.61,1,"conj","A2",2.1789740880573,"2","A"
"432",0.61,1,"conj","M2",1.73271544166519,"2","M"
"433",0.61,1,"conj","F2",13802334.2941877,"2","F"
"434",0.61,1,"conj","C",991106088.926891,"C","C"
"435",0.62,1,"conj","A1",134581.247192441,"1","A"
"436",0.62,1,"conj","M1",15159003.8594814,"1","M"
"437",0.62,1,"conj","F1",0,"1","F"
"438",0.62,1,"conj","A2",2.23153166730109,"2","A"
"439",0.62,1,"conj","M2",1.77791819946174,"2","M"
"440",0.62,1,"conj","F2",13875439.0980049,"2","F"
"441",0.62,1,"conj","C",990930971.785871,"C","C"
"442",0.63,1,"conj","A1",135227.445121814,"1","A"
"443",0.63,1,"conj","M1",15261055.232228,"1","M"
"444",0.63,1,"conj","F1",0,"1","F"
"445",0.63,1,"conj","A2",2.28476767547189,"2","A"
"446",0.63,1,"conj","M2",1.82382979650514,"2","M"
"447",0.63,1,"conj","F2",13948930.9751748,"2","F"
"448",0.63,1,"conj","C",990754782.238878,"C","C"
"449",0.64,1,"conj","A1",135876.744646095,"1","A"
"450",0.64,1,"conj","M1",15363793.4387372,"1","M"
"451",0.64,1,"conj","F1",0,"1","F"
"452",0.64,1,"conj","A2",2.33868968078306,"2","A"
"453",0.64,1,"conj","M2",1.87045988231352,"2","M"
"454",0.64,1,"conj","F2",14022811.9736261,"2","F"
"455",0.64,1,"conj","C",990577513.633841,"C","C"
"456",0.65,1,"conj","A1",136529.160639145,"1","A"
"457",0.65,1,"conj","M1",15467223.0991689,"1","M"
"458",0.65,1,"conj","F1",0,"1","F"
"459",0.65,1,"conj","A2",2.39330533137157,"2","A"
"460",0.65,1,"conj","M2",1.91781823014486,"2","M"
"461",0.65,1,"conj","F2",14097084.1521042,"2","F"
"462",0.65,1,"conj","C",990399159.276964,"C","C"
"463",0.66,1,"conj","A1",137184.708045998,"1","A"
"464",0.66,1,"conj","M1",15571348.8647292,"1","M"
"465",0.66,1,"conj","F1",0,"1","F"
"466",0.66,1,"conj","A2",2.44862235612198,"2","A"
"467",0.66,1,"conj","M2",1.96591473853771,"2","M"
"468",0.66,1,"conj","F2",14171749.580228,"2","F"
"469",0.66,1,"conj","C",990219712.43246,"C","C"
"470",0.67,1,"conj","A1",137843.401883207,"1","A"
"471",0.67,1,"conj","M1",15676175.4178784,"1","M"
"472",0.67,1,"conj","F1",0,"1","F"
"473",0.67,1,"conj","A2",2.5046485654987,"2","A"
"474",0.67,1,"conj","M2",2.01475943287092,"2","M"
"475",0.67,1,"conj","F2",14246810.3385473,"2","F"
"476",0.67,1,"conj","C",990039166.322283,"C","C"
"477",0.68,1,"conj","A1",138505.257239181,"1","A"
"478",0.68,1,"conj","M1",15781707.4725404,"1","M"
"479",0.68,1,"conj","F1",0,"1","F"
"480",0.68,1,"conj","A2",2.56139185238693,"2","A"
"481",0.68,1,"conj","M2",2.06436246694235,"2","M"
"482",0.68,1,"conj","F2",14322268.5186001,"2","F"
"483",0.68,1,"conj","C",989857514.125866,"C","C"
"484",0.69,1,"conj","A1",139170.289274529,"1","A"
"485",0.69,1,"conj","M1",15887949.7743142,"1","M"
"486",0.69,1,"conj","F1",0,"1","F"
"487",0.69,1,"conj","A2",2.61886019294195,"2","A"
"488",0.69,1,"conj","M2",2.114734124567,"2","M"
"489",0.69,1,"conj","F2",14398126.2229705,"2","F"
"490",0.69,1,"conj","C",989674748.979846,"C","C"
"491",0.7,1,"conj","A1",139838.513222401,"1","A"
"492",0.7,1,"conj","M1",15994907.1006857,"1","M"
"493",0.7,1,"conj","F1",0,"1","F"
"494",0.7,1,"conj","A2",2.67706164744725,"2","A"
"495",0.7,1,"conj","M2",2.16588482119469,"2","M"
"496",0.7,1,"conj","F2",14474385.5653468,"2","F"
"497",0.7,1,"conj","C",989490863.977798,"C","C"
"498",0.71,1,"conj","A1",140509.944388833,"1","A"
"499",0.71,1,"conj","M1",16102584.2612417,"1","M"
