"","Time","A1","M1","F1","A2","M2","F2","C","Phase","Type","Cycle"
"1",0,1e+05,1e+07,0,0,0,1e+07,1e+09,"conj","start",1
"501",5,1046037.50596131,215497603.272583,0,791.846202478409,1108.22331176775,199202379.662784,604352079.489158,"conj","end",1
"11",5,0,0,0,395.923101239204,554.111655883873,0,1e+09,"tselect","start",1
"2",77,0,0,0,822468.282757351,9177531.71724265,0,1e+09,"tselect","end",1
