"","Time","Cycle","Phase","Cell_types","Density","Host","Genotype"
"3474",4.96,1,"conj","M1",210293926.79945,"1","M"
"3475",4.96,1,"conj","F1",0,"1","F"
"3476",4.96,1,"conj","A2",757.925418007606,"2","A"
"3477",4.96,1,"conj","M2",1054.66338209397,"2","M"
"3478",4.96,1,"conj","F2",194513942.216569,"2","F"
"3479",4.96,1,"conj","C",614263649.196384,"C","C"
"3480",4.97,1,"conj","A1",1031477.860826,"1","A"
"3481",4.97,1,"conj","M1",211583071.138923,"1","M"
"3482",4.97,1,"conj","F1",0,"1","F"
"3483",4.97,1,"conj","A2",766.270011838874,"2","A"
"3484",4.97,1,"conj","M2",1067.81015673556,"2","M"
"3485",4.97,1,"conj","F2",195675716.892494,"2","F"
"3486",4.97,1,"conj","C",611807900.027588,"C","C"
"3487",4.98,1,"conj","A1",1036308.73480927,"1","A"
"3488",4.98,1,"conj","M1",212880034.801324,"1","M"
"3489",4.98,1,"conj","F1",0,"1","F"
"3490",4.98,1,"conj","A2",774.704375566802,"2","A"
"3491",4.98,1,"conj","M2",1081.11777802002,"2","M"
"3492",4.98,1,"conj","F2",196844355.302013,"2","F"
"3493",4.98,1,"conj","C",609337445.3397,"C","C"
"3494",4.99,1,"conj","A1",1041161.91750601,"1","A"
"3495",4.99,1,"conj","M1",214184863.524518,"1","M"
"3496",4.99,1,"conj","F1",0,"1","F"
"3497",4.99,1,"conj","A2",783.229454250211,"2","A"
"3498",4.99,1,"conj","M2",1094.58817814555,"2","M"
"3499",4.99,1,"conj","F2",198019896.484045,"2","F"
"3500",4.99,1,"conj","C",606852200.256299,"C","C"
"3501",5,1,"conj","A1",1046037.50596131,"1","A"
"3502",5,1,"conj","M1",215497603.272583,"1","M"
"3503",5,1,"conj","F1",0,"1","F"
"3504",5,1,"conj","A2",791.846202478409,"2","A"
"3505",5,1,"conj","M2",1108.22331176775,"2","M"
"3506",5,1,"conj","F2",199202379.662784,"2","F"
"3507",5,1,"conj","C",604352079.489158,"C","C"
"3508",5,1,"tselect","A1",0,"1","A"
"3509",5,1,"tselect","M1",0,"1","M"
"3510",5,1,"tselect","F1",0,"1","F"
"3511",5,1,"tselect","A2",395.923101239204,"2","A"
"3512",5,1,"tselect","M2",554.111655883873,"2","M"
"3513",5,1,"tselect","F2",0,"2","F"
"3514",5,1,"tselect","C",1e+09,"C","C"
"3515",77,1,"tselect","A1",0,"1","A"
"3516",77,1,"tselect","M1",0,"1","M"
"3517",77,1,"tselect","F1",0,"1","F"
"3518",77,1,"tselect","A2",822468.282757351,"2","A"
"3519",77,1,"tselect","M2",9177531.71724265,"2","M"
"3520",77,1,"tselect","F2",0,"2","F"
"3521",77,1,"tselect","C",1e+09,"C","C"
"3522",77,2,"tselect","A1",0,"1","A"
"3523",77,2,"tselect","M1",0,"1","M"
"3524",77,2,"tselect","F1",0,"1","F"
"3525",77,2,"tselect","A2",822468.282757351,"2","A"
"3526",77,2,"tselect","M2",9177531.71724265,"2","M"
"3527",77,2,"tselect","F2",0,"2","F"
"3528",77,2,"tselect","C",1e+09,"C","C"
"3529",77,2,"conj","A1",0,"1","A"
"3530",77,2,"conj","M1",0,"1","M"
"3531",77,2,"conj","F1",1e+07,"1","F"
"3532",77,2,"conj","A2",822468.282757351,"2","A"
"3533",77,2,"conj","M2",9177531.71724265,"2","M"
"3534",77,2,"conj","F2",0,"2","F"
"3535",77,2,"conj","C",1e+09,"C","C"
"3536",77.01,2,"conj","A1",0,"1","A"
"3537",77.01,2,"conj","M1",0,"1","M"
"3538",77.01,2,"conj","F1",10060098.7961218,"1","F"
"3539",77.01,2,"conj","A2",826344.469911732,"2","A"
"3540",77.01,2,"conj","M2",9234141.64060742,"2","M"
"3541",77.01,2,"conj","F2",0,"2","F"
"3542",77.01,2,"conj","C",999879414.87958,"C","C"
"3543",77.02,2,"conj","A1",0,"1","A"
"3544",77.02,2,"conj","M1",0,"1","M"
"3545",77.02,2,"conj","F1",10120558.7055449,"1","F"
"3546",77.02,2,"conj","A2",830238.920387061,"2","A"
"3547",77.02,2,"conj","M2",9291100.68390298,"2","M"
"3548",77.02,2,"conj","F2",0,"2","F"
"3549",77.02,2,"conj","C",999758101.259257,"C","C"
"3550",77.03,2,"conj","A1",0,"1","A"
"3551",77.03,2,"conj","M1",0,"1","M"
"3552",77.03,2,"conj","F1",10181381.8971754,"1","F"
"3553",77.03,2,"conj","A2",834151.720182842,"2","A"
"3554",77.03,2,"conj","M2",9348410.99934283,"2","M"
"3555",77.03,2,"conj","F2",0,"2","F"
"3556",77.03,2,"conj","C",999636054.731871,"C","C"
"3557",77.04,2,"conj","A1",0,"1","A"
"3558",77.04,2,"conj","M1",0,"1","M"
"3559",77.04,2,"conj","F1",10242570.5529348,"1","F"
"3560",77.04,2,"conj","A2",838082.955702956,"2","A"
"3561",77.04,2,"conj","M2",9406074.75239728,"2","M"
"3562",77.04,2,"conj","F2",0,"2","F"
"3563",77.04,2,"conj","C",999513270.863584,"C","C"
"3564",77.05,2,"conj","A1",1.02457672960225,"1","A"
"3565",77.05,2,"conj","M1",0,"1","M"
"3566",77.05,2,"conj","F1",10304126.8678382,"1","F"
"3567",77.05,2,"conj","A2",842032.713757567,"2","A"
"3568",77.05,2,"conj","M2",9464094.12187519,"2","M"
"3569",77.05,2,"conj","F2",0,"2","F"
"3570",77.05,2,"conj","C",999389745.19372,"C","C"
"3571",77.06,2,"conj","A1",1.23901249833423,"1","A"
"3572",77.06,2,"conj","M1",0,"1","M"
"3573",77.06,2,"conj","F1",10366053.0500727,"1","F"
"3574",77.06,2,"conj","A2",846001.081565036,"2","A"
"3575",77.06,2,"conj","M2",9522471.30000609,"2","M"
"3576",77.06,2,"conj","F2",0,"2","F"
"3577",77.06,2,"conj","C",999265473.234601,"C","C"
"3578",77.07,2,"conj","A1",1.45671208872788,"1","A"
"3579",77.07,2,"conj","M1",0,"1","M"
"3580",77.07,2,"conj","F1",10428351.3210763,"1","F"
"3581",77.07,2,"conj","A2",849988.146753806,"2","A"
"3582",77.07,2,"conj","M2",9581208.49252238,"2","M"
"3583",77.07,2,"conj","F2",0,"2","F"
"3584",77.07,2,"conj","C",999140450.471385,"C","C"
"3585",77.08,2,"conj","A1",1.67771509724018,"1","A"
"3586",77.08,2,"conj","M1",0,"1","M"
"3587",77.08,2,"conj","F1",10491023.9156173,"1","F"
"3588",77.08,2,"conj","A2",853993.997364357,"2","A"
"3589",77.08,2,"conj","M2",9640307.91874273,"2","M"
"3590",77.08,2,"conj","F2",0,"2","F"
"3591",77.08,2,"conj","C",999014672.3619,"C","C"
"3592",77.09,2,"conj","A1",1.9020615670603,"1","A"
"3593",77.09,2,"conj","M1",0,"1","M"
"3594",77.09,2,"conj","F1",10554073.081874,"1","F"
"3595",77.09,2,"conj","A2",858018.721851107,"2","A"
"3596",77.09,2,"conj","M2",9699771.81165531,"2","M"
"3597",77.09,2,"conj","F2",0,"2","F"
"3598",77.09,2,"conj","C",998888134.336482,"C","C"
"3599",77.1,2,"conj","A1",2.12979199300816,"1","A"
"3600",77.1,2,"conj","M1",0,"1","M"
"3601",77.1,2,"conj","F1",10617501.0815152,"1","F"
"3602",77.1,2,"conj","A2",862062.409084367,"2","A"
"3603",77.1,2,"conj","M2",9759602.41800196,"2","M"
"3604",77.1,2,"conj","F2",0,"2","F"
"3605",77.1,2,"conj","C",998760831.797804,"C","C"
"3606",77.11,2,"conj","A1",2.36094732648603,"1","A"
"3607",77.11,2,"conj","M1",0,"1","M"
"3608",77.11,2,"conj","F1",10681310.1897808,"1","F"
"3609",77.11,2,"conj","A2",866125.148352294,"2","A"
"3610",77.11,2,"conj","M2",9819801.99836291,"2","M"
"3611",77.11,2,"conj","F2",0,"2","F"
"3612",77.11,2,"conj","C",998632760.120713,"C","C"
"3613",77.12,2,"conj","A1",2.59556898048182,"1","A"
"3614",77.12,2,"conj","M1",0,"1","M"
"3615",77.12,2,"conj","F1",10745502.6955633,"1","F"
"3616",77.12,2,"conj","A2",870207.029362831,"2","A"
"3617",77.12,2,"conj","M2",9880372.82724157,"2","M"
"3618",77.12,2,"conj","F2",0,"2","F"
"3619",77.12,2,"conj","C",998503914.652059,"C","C"
"3620",77.13,2,"conj","A1",2.83369883462847,"1","A"
"3621",77.13,2,"conj","M1",0,"1","M"
"3622",77.13,2,"conj","F1",10810080.9014894,"1","F"
"3623",77.13,2,"conj","A2",874308.142245686,"2","A"
"3624",77.13,2,"conj","M2",9941317.19315027,"2","M"
"3625",77.13,2,"conj","F2",0,"2","F"
"3626",77.13,2,"conj","C",998374290.710528,"C","C"
"3627",77.14,2,"conj","A1",3.07537924031812,"1","A"
"3628",77.14,2,"conj","M1",0,"1","M"
"3629",77.14,2,"conj","F1",10875047.1240025,"1","F"
"3630",77.14,2,"conj","A2",878428.577554312,"2","A"
"3631",77.14,2,"conj","M2",10002637.3986966,"2","M"
"3632",77.14,2,"conj","F2",0,"2","F"
"3633",77.14,2,"conj","C",998243883.586467,"C","C"
"3634",77.15,2,"conj","A1",3.32065302586966,"1","A"
"3635",77.15,2,"conj","M1",0,"1","M"
"3636",77.15,2,"conj","F1",10940403.6934448,"1","F"
"3637",77.15,2,"conj","A2",882568.426267877,"2","A"
"3638",77.15,2,"conj","M2",10064335.7606696,"2","M"
"3639",77.15,2,"conj","F2",0,"2","F"
"3640",77.15,2,"conj","C",998112688.541718,"C","C"
"3641",77.16,2,"conj","A1",3.56956350175417,"1","A"
"3642",77.16,2,"conj","M1",0,"1","M"
"3643",77.16,2,"conj","F1",11006152.9541414,"1","F"
"3644",77.16,2,"conj","A2",886727.779793264,"2","A"
"3645",77.16,2,"conj","M2",10126414.6101273,"2","M"
"3646",77.16,2,"conj","F2",0,"2","F"
"3647",77.16,2,"conj","C",997980700.809445,"C","C"
"3648",77.17,2,"conj","A1",3.822154465877,"1","A"
"3649",77.17,2,"conj","M1",0,"1","M"
"3650",77.17,2,"conj","F1",11072297.2644835,"1","F"
"3651",77.17,2,"conj","A2",890906.729967091,"2","A"
"3652",77.17,2,"conj","M2",10188876.2924845,"2","M"
"3653",77.17,2,"conj","F2",0,"2","F"
"3654",77.17,2,"conj","C",997847915.593955,"C","C"
"3655",77.18,2,"conj","A1",4.07847020891492,"1","A"
"3656",77.18,2,"conj","M1",0,"1","M"
"3657",77.18,2,"conj","F1",11138838.9970127,"1","F"
"3658",77.18,2,"conj","A2",895105.369057693,"2","A"
"3659",77.18,2,"conj","M2",10251723.1676007,"2","M"
"3660",77.18,2,"conj","F2",0,"2","F"
"3661",77.18,2,"conj","C",997714328.07053,"C","C"
"3662",77.19,2,"conj","A1",4.33855551971304,"1","A"
"3663",77.19,2,"conj","M1",0,"1","M"
"3664",77.19,2,"conj","F1",11205780.5385058,"1","F"
"3665",77.19,2,"conj","A2",899323.789767163,"2","A"
"3666",77.19,2,"conj","M2",10314957.6098691,"2","M"
"3667",77.19,2,"conj","F2",0,"2","F"
"3668",77.19,2,"conj","C",997579933.385249,"C","C"
"3669",77.2,2,"conj","A1",4.60245569074026,"1","A"
"3670",77.2,2,"conj","M1",0,"1","M"
"3671",77.2,2,"conj","F1",11273124.2900601,"1","F"
"3672",77.2,2,"conj","A2",903562.085233392,"2","A"
"3673",77.2,2,"conj","M2",10378582.008306,"2","M"
"3674",77.2,2,"conj","F2",0,"2","F"
"3675",77.2,2,"conj","C",997444726.654809,"C","C"
"3676",77.21,2,"conj","A1",4.87021652360129,"1","A"
"3677",77.21,2,"conj","M1",0,"1","M"
"3678",77.21,2,"conj","F1",11340872.667179,"1","F"
"3679",77.21,2,"conj","A2",907820.34903208,"2","A"
"3680",77.21,2,"conj","M2",10442598.7666406,"2","M"
"3681",77.21,2,"conj","F2",0,"2","F"
"3682",77.21,2,"conj","C",997308702.966352,"C","C"
"3683",77.22,2,"conj","A1",5.14188433461192,"1","A"
"3684",77.22,2,"conj","M1",0,"1","M"
"3685",77.22,2,"conj","F1",11409028.0998583,"1","F"
"3686",77.22,2,"conj","A2",912098.675178821,"2","A"
"3687",77.22,2,"conj","M2",10507010.3034053,"2","M"
"3688",77.22,2,"conj","F2",0,"2","F"
"3689",77.22,2,"conj","C",997171857.377282,"C","C"
"3690",77.23,2,"conj","A1",5.41750596043097,"1","A"
"3691",77.23,2,"conj","M1",0,"1","M"
"3692",77.23,2,"conj","F1",11477593.032673,"1","F"
"3693",77.23,2,"conj","A2",916397.158131136,"2","A"
"3694",77.23,2,"conj","M2",10571819.0520271,"2","M"
"3695",77.23,2,"conj","F2",0,"2","F"
"3696",77.23,2,"conj","C",997034184.915087,"C","C"
"3697",77.24,2,"conj","A1",5.69712876375567,"1","A"
"3698",77.24,2,"conj","M1",0,"1","M"
"3699",77.24,2,"conj","F1",11546569.9248647,"1","F"
"3700",77.24,2,"conj","A2",920715.89279055,"2","A"
"3701",77.24,2,"conj","M2",10637027.4609186,"2","M"
"3702",77.24,2,"conj","F2",0,"2","F"
"3703",77.24,2,"conj","C",996895680.577161,"C","C"
"3704",77.25,2,"conj","A1",5.98080063907857,"1","A"
"3705",77.25,2,"conj","M1",0,"1","M"
"3706",77.25,2,"conj","F1",11615961.2504293,"1","F"
"3707",77.25,2,"conj","A2",925054.974504685,"2","A"
"3708",77.25,2,"conj","M2",10702637.9935707,"2","M"
"3709",77.25,2,"conj","F2",0,"2","F"
"3710",77.25,2,"conj","C",996756339.330615,"C","C"
"3711",77.26,2,"conj","A1",6.2685700185045,"1","A"
"3712",77.26,2,"conj","M1",0,"1","M"
"3713",77.26,2,"conj","F1",11685769.4982051,"1","F"
"3714",77.26,2,"conj","A2",929414.499069324,"2","A"
"3715",77.26,2,"conj","M2",10768653.1286446,"2","M"
"3716",77.26,2,"conj","F2",0,"2","F"
"3717",77.26,2,"conj","C",996616156.112099,"C","C"
"3718",77.27,2,"conj","A1",6.56048587763275,"1","A"
"3719",77.27,2,"conj","M1",0,"1","M"
"3720",77.27,2,"conj","F1",11755997.1719621,"1","F"
"3721",77.27,2,"conj","A2",933794.562730524,"2","A"
"3722",77.27,2,"conj","M2",10835075.3600658,"2","M"
"3723",77.27,2,"conj","F2",0,"2","F"
"3724",77.27,2,"conj","C",996475125.827618,"C","C"
"3725",77.28,2,"conj","A1",6.85659774150285,"1","A"
"3726",77.28,2,"conj","M1",0,"1","M"
"3727",77.28,2,"conj","F1",11826646.7904912,"1","F"
"3728",77.28,2,"conj","A2",938195.262186731,"2","A"
"3729",77.28,2,"conj","M2",10901907.1971172,"2","M"
"3730",77.28,2,"conj","F2",0,"2","F"
"3731",77.28,2,"conj","C",996333243.352345,"C","C"
"3732",77.29,2,"conj","A1",7.15695569060232,"1","A"
"3733",77.29,2,"conj","M1",0,"1","M"
"3734",77.29,2,"conj","F1",11897720.8876941,"1","F"
"3735",77.29,2,"conj","A2",942616.694590878,"2","A"
"3736",77.29,2,"conj","M2",10969151.1645342,"2","M"
"3737",77.29,2,"conj","F2",0,"2","F"
"3738",77.29,2,"conj","C",996190503.530435,"C","C"
"3739",77.3,2,"conj","A1",7.46161036694169,"1","A"
"3740",77.3,2,"conj","M1",0,"1","M"
"3741",77.3,2,"conj","F1",11969222.0126735,"1","F"
"3742",77.3,2,"conj","A2",947058.957552521,"2","A"
"3743",77.3,2,"conj","M2",11036809.8025987,"2","M"
"3744",77.3,2,"conj","F2",0,"2","F"
"3745",77.3,2,"conj","C",996046901.174836,"C","C"
"3746",77.31,2,"conj","A1",7.77061298019538,"1","A"
"3747",77.31,2,"conj","M1",0,"1","M"
"3748",77.31,2,"conj","F1",12041152.7298248,"1","F"
"3749",77.31,2,"conj","A2",951522.149139991,"2","A"
"3750",77.31,2,"conj","M2",11104885.6672359,"2","M"
"3751",77.31,2,"conj","F2",0,"2","F"
"3752",77.31,2,"conj","C",995902431.067102,"C","C"
"3753",77.32,2,"conj","A1",8.08401531390606,"1","A"
"3754",77.32,2,"conj","M1",0,"1","M"
"3755",77.32,2,"conj","F1",12113515.6189268,"1","F"
"3756",77.32,2,"conj","A2",956006.367882513,"2","A"
"3757",77.32,2,"conj","M2",11173381.3301092,"2","M"
"3758",77.32,2,"conj","F2",0,"2","F"
"3759",77.32,2,"conj","C",995757087.957206,"C","C"
"3760",77.33,2,"conj","A1",8.40186973176037,"1","A"
"3761",77.33,2,"conj","M1",0,"1","M"
"3762",77.33,2,"conj","F1",12186313.2752344,"1","F"
"3763",77.33,2,"conj","A2",960511.712772393,"2","A"
"3764",77.33,2,"conj","M2",11242299.3787178,"2","M"
"3765",77.33,2,"conj","F2",0,"2","F"
"3766",77.33,2,"conj","C",995610866.563342,"C","C"
"3767",77.34,2,"conj","A1",8.72422918392827,"1","A"
"3768",77.34,2,"conj","M1",0,"1","M"
"3769",77.34,2,"conj","F1",12259548.3095711,"1","F"
"3770",77.34,2,"conj","A2",965038.283267157,"2","A"
"3771",77.34,2,"conj","M2",11311642.4164935,"2","M"
"3772",77.34,2,"conj","F2",0,"2","F"
"3773",77.34,2,"conj","C",995463761.571738,"C","C"
"3774",77.35,2,"conj","A1",9.05114721347366,"1","A"
"3775",77.35,2,"conj","M1",0,"1","M"
"3776",77.35,2,"conj","F1",12333223.3484217,"1","F"
"3777",77.35,2,"conj","A2",969586.179291746,"2","A"
"3778",77.35,2,"conj","M2",11381413.0628989,"2","M"
"3779",77.35,2,"conj","F2",0,"2","F"
"3780",77.35,2,"conj","C",995315767.636464,"C","C"
"3781",77.36,2,"conj","A1",9.38267796283444,"1","A"
"3782",77.36,2,"conj","M1",0,"1","M"
"3783",77.36,2,"conj","F1",12407341.034027,"1","F"
"3784",77.36,2,"conj","A2",974155.501240707,"2","A"
"3785",77.36,2,"conj","M2",11451613.9535256,"2","M"
"3786",77.36,2,"conj","F2",0,"2","F"
"3787",77.36,2,"conj","C",995166879.37923,"C","C"
"3788",77.37,2,"conj","A1",9.71887618036991,"1","A"
"3789",77.37,2,"conj","M1",0,"1","M"
"3790",77.37,2,"conj","F1",12481904.024477,"1","F"
"3791",77.37,2,"conj","A2",978746.349980372,"2","A"
"3792",77.37,2,"conj","M2",11522247.7401938,"2","M"
"3793",77.37,2,"conj","F2",0,"2","F"
"3794",77.37,2,"conj","C",995017091.389201,"C","C"
"3795",77.38,2,"conj","A1",10.0597972269816,"1","A"
"3796",77.38,2,"conj","M1",0,"1","M"
"3797",77.38,2,"conj","F1",12556914.9938066,"1","F"
"3798",77.38,2,"conj","A2",983358.826851075,"2","A"
"3799",77.38,2,"conj","M2",11593317.0910513,"2","M"
"3800",77.38,2,"conj","F2",0,"2","F"
"3801",77.38,2,"conj","C",994866398.222792,"C","C"
"3802",77.39,2,"conj","A1",10.4054970828056,"1","A"
"3803",77.39,2,"conj","M1",0,"1","M"
"3804",77.39,2,"conj","F1",12632376.6320908,"1","F"
"3805",77.39,2,"conj","A2",987993.033669385,"2","A"
"3806",77.39,2,"conj","M2",11664824.6906746,"2","M"
"3807",77.39,2,"conj","F2",0,"2","F"
"3808",77.39,2,"conj","C",994714794.403471,"C","C"
"3809",77.4,2,"conj","A1",10.7560323539747,"1","A"
"3810",77.4,2,"conj","M1",0,"1","M"
"3811",77.4,2,"conj","F1",12708291.6455403,"1","F"
"3812",77.4,2,"conj","A2",992649.072730305,"2","A"
"3813",77.4,2,"conj","M2",11736773.2401694,"2","M"
"3814",77.4,2,"conj","F2",0,"2","F"
"3815",77.4,2,"conj","C",994562274.421566,"C","C"
"3816",77.41,2,"conj","A1",11.1114602794562,"1","A"
"3817",77.41,2,"conj","M1",0,"1","M"
"3818",77.41,2,"conj","F1",12784662.7565986,"1","F"
"3819",77.41,2,"conj","A2",997327.046809525,"2","A"
"3820",77.41,2,"conj","M2",11809165.4572718,"2","M"
"3821",77.41,2,"conj","F2",0,"2","F"
"3822",77.41,2,"conj","C",994408832.734056,"C","C"
"3823",77.42,2,"conj","A1",11.4718387379635,"1","A"
"3824",77.42,2,"conj","M1",0,"1","M"
"3825",77.42,2,"conj","F1",12861492.7040389,"1","F"
"3826",77.42,2,"conj","A2",1002027.05916569,"2","A"
"3827",77.42,2,"conj","M2",11882004.0764516,"2","M"
"3828",77.42,2,"conj","F2",0,"2","F"
"3829",77.42,2,"conj","C",994254463.764376,"C","C"
"3830",77.43,2,"conj","A1",11.8372262549398,"1","A"
"3831",77.43,2,"conj","M1",0,"1","M"
"3832",77.43,2,"conj","F1",12938784.2430617,"1","F"
"3833",77.43,2,"conj","A2",1006749.21354261,"2","A"
"3834",77.43,2,"conj","M2",11955291.8490138,"2","M"
"3835",77.43,2,"conj","F2",0,"2","F"
"3836",77.43,2,"conj","C",994099161.902211,"C","C"
"3837",77.44,2,"conj","A1",12.2076820096199,"1","A"
"3838",77.44,2,"conj","M1",0,"1","M"
"3839",77.44,2,"conj","F1",13016540.1453935,"1","F"
"3840",77.44,2,"conj","A2",1011493.61417157,"2","A"
"3841",77.44,2,"conj","M2",12029031.5432027,"2","M"
"3842",77.44,2,"conj","F2",0,"2","F"
"3843",77.44,2,"conj","C",993942921.503293,"C","C"
"3844",77.45,2,"conj","A1",12.5832658421684,"1","A"
"3845",77.45,2,"conj","M1",1.01807350013381,"1","M"
"3846",77.45,2,"conj","F1",13094763.1993851,"1","F"
"3847",77.45,2,"conj","A2",1016260.36577363,"2","A"
"3848",77.45,2,"conj","M2",12103225.9443062,"2","M"
"3849",77.45,2,"conj","F2",0,"2","F"
"3850",77.45,2,"conj","C",993785736.889196,"C","C"
"3851",77.46,2,"conj","A1",12.9640382608919,"1","A"
"3852",77.46,2,"conj","M1",1.05039996566749,"1","M"
"3853",77.46,2,"conj","F1",13173456.2101116,"1","F"
"3854",77.46,2,"conj","A2",1021049.57356184,"2","A"
"3855",77.46,2,"conj","M2",12177877.8547599,"2","M"
"3856",77.46,2,"conj","F2",0,"2","F"
"3857",77.46,2,"conj","C",993627602.347129,"C","C"
"3858",77.47,2,"conj","A1",13.3500604495337,"1","A"
"3859",77.47,2,"conj","M1",1.08324391850352,"1","M"
"3860",77.47,2,"conj","F1",13252621.9994722,"1","F"
"3861",77.47,2,"conj","A2",1025861.34324361,"2","A"
"3862",77.47,2,"conj","M2",12252990.0942527,"2","M"
"3863",77.47,2,"conj","F2",0,"2","F"
"3864",77.47,2,"conj","C",993468512.129727,"C","C"
"3865",77.48,2,"conj","A1",13.7413942746426,"1","A"
"3866",77.48,2,"conj","M1",1.11661243402106,"1","M"
"3867",77.48,2,"conj","F1",13332263.406291,"1","F"
"3868",77.48,2,"conj","A2",1030695.78102299,"2","A"
"3869",77.48,2,"conj","M2",12328565.499833,"2","M"
"3870",77.48,2,"conj","F2",0,"2","F"
"3871",77.48,2,"conj","C",993308460.454847,"C","C"
"3872",77.49,2,"conj","A1",14.1381022930245,"1","A"
"3873",77.49,2,"conj","M1",1.1505126786314,"1","M"
"3874",77.49,2,"conj","F1",13412383.2864178,"1","F"
"3875",77.49,2,"conj","A2",1035552.993603,"2","A"
"3876",77.49,2,"conj","M2",12404606.9260148,"2","M"
"3877",77.49,2,"conj","F2",0,"2","F"
"3878",77.49,2,"conj","C",993147441.50535,"C","C"
"3879",77.5,2,"conj","A1",14.5402477592747,"1","A"
"3880",77.5,2,"conj","M1",1.18495191091757,"1","M"
"3881",77.5,2,"conj","F1",13492984.5128309,"1","F"
"3882",77.5,2,"conj","A2",1040433.08818798,"2","A"
"3883",77.5,2,"conj","M2",12481117.2448855,"2","M"
"3884",77.5,2,"conj","F2",0,"2","F"
"3885",77.5,2,"conj","C",992985449.428896,"C","C"
"3886",77.51,2,"conj","A1",14.9478946333881,"1","A"
"3887",77.51,2,"conj","M1",1.2199374827876,"1","M"
"3888",77.51,2,"conj","F1",13574069.9757387,"1","F"
"3889",77.51,2,"conj","A2",1045336.1724859,"2","A"
"3890",77.51,2,"conj","M2",12558099.3462136,"2","M"
"3891",77.51,2,"conj","F2",0,"2","F"
"3892",77.51,2,"conj","C",992822478.33773,"C","C"
"3893",77.52,2,"conj","A1",15.3611075884547,"1","A"
"3894",77.52,2,"conj","M1",1.25547684064234,"1","M"
"3895",77.52,2,"conj","F1",13655642.5826828,"1","F"
"3896",77.52,2,"conj","A2",1050262.35471072,"2","A"
"3897",77.52,2,"conj","M2",12635556.1375573,"2","M"
"3898",77.52,2,"conj","F2",0,"2","F"
"3899",77.52,2,"conj","C",992658522.308465,"C","C"
"3900",77.53,2,"conj","A1",15.7799520184392,"1","A"
"3901",77.53,2,"conj","M1",1.29157752655774,"1","M"
"3902",77.53,2,"conj","F1",13737705.2586427,"1","F"
"3903",77.53,2,"conj","A2",1055211.74358481,"2","A"
"3904",77.53,2,"conj","M2",12713490.5443738,"2","M"
"3905",77.53,2,"conj","F2",0,"2","F"
"3906",77.53,2,"conj","C",992493575.381869,"C","C"
"3907",77.54,2,"conj","A1",16.2044940460396,"1","A"
"3908",77.54,2,"conj","M1",1.32824717948139,"1","M"
"3909",77.54,2,"conj","F1",13820260.9461387,"1","F"
"3910",77.54,2,"conj","A2",1060184.44834124,"2","A"
"3911",77.54,2,"conj","M2",12791905.5101293,"2","M"
"3912",77.54,2,"conj","F2",0,"2","F"
"3913",77.54,2,"conj","C",992327631.56265,"C","C"
"3914",77.55,2,"conj","A1",16.6348005306357,"1","A"
"3915",77.55,2,"conj","M1",1.36549353644411,"1","M"
"3916",77.55,2,"conj","F1",13903312.6053377,"1","F"
"3917",77.55,2,"conj","A2",1065180.57872624,"2","A"
"3918",77.55,2,"conj","M2",12870803.9964091,"2","M"
"3919",77.55,2,"conj","F2",0,"2","F"
"3920",77.55,2,"conj","C",992160684.819233,"C","C"
"3921",77.56,2,"conj","A1",17.0709390763222,"1","A"
"3922",77.56,2,"conj","M1",1.40332443378656,"1","M"
"3923",77.56,2,"conj","F1",13986863.2141588,"1","F"
"3924",77.56,2,"conj","A2",1070200.24500156,"2","A"
"3925",77.56,2,"conj","M2",12950188.9830298,"2","M"
"3926",77.56,2,"conj","F2",0,"2","F"
"3927",77.56,2,"conj","C",991992729.083547,"C","C"
"3928",77.57,2,"conj","A1",17.5129780400253,"1","A"
"3929",77.57,2,"conj","M1",1.44174780840055,"1","M"
"3930",77.57,2,"conj","F1",14070915.7683789,"1","F"
"3931",77.57,2,"conj","A2",1075243.55794689,"2","A"
"3932",77.57,2,"conj","M2",13030063.4681503,"2","M"
"3933",77.57,2,"conj","F2",0,"2","F"
"3934",77.57,2,"conj","C",991823758.250798,"C","C"
"3935",77.58,2,"conj","A1",17.9609865397126,"1","A"
"3936",77.58,2,"conj","M1",1.48077169898632,"1","M"
"3937",77.58,2,"conj","F1",14155473.2817401,"1","F"
"3938",77.58,2,"conj","A2",1080310.62886229,"2","A"
"3939",77.58,2,"conj","M2",13110430.4683853,"2","M"
"3940",77.58,2,"conj","F2",0,"2","F"
"3941",77.58,2,"conj","C",991653766.179254,"C","C"
"3942",77.59,2,"conj","A1",18.4150344626858,"1","A"
"3943",77.59,2,"conj","M1",1.52040424732465,"1","M"
"3944",77.59,2,"conj","F1",14240538.7860569,"1","F"
"3945",77.59,2,"conj","A2",1085401.56957059,"2","A"
"3946",77.59,2,"conj","M2",13191293.0189179,"2","M"
"3947",77.59,2,"conj","F2",0,"2","F"
"3948",77.59,2,"conj","C",991482746.690016,"C","C"
"3949",77.6,2,"conj","A1",18.8751924739666,"1","A"
"3950",77.6,2,"conj","M1",1.56065369956511,"1","M"
"3951",77.6,2,"conj","F1",14326115.3313239,"1","F"
"3952",77.6,2,"conj","A2",1090516.49241989,"2","A"
"3953",77.6,2,"conj","M2",13272654.1736137,"2","M"
"3954",77.6,2,"conj","F2",0,"2","F"
"3955",77.6,2,"conj","C",991310693.566797,"C","C"
"3956",77.61,2,"conj","A1",19.3415320247737,"1","A"
"3957",77.61,2,"conj","M1",1.60152840753024,"1","M"
