"","Time","Cycle","Phase","Cell_types","Density","Host","Genotype"
"17326",312.59,5,"conj","A1",85084405.4275998,"1","A"
"17327",312.59,5,"conj","M1",2563348.16096577,"1","M"
"17328",312.59,5,"conj","F1",0,"1","F"
"17329",312.59,5,"conj","A2",49737.5386691868,"2","A"
"17330",312.59,5,"conj","M2",10.1796382534333,"2","M"
"17331",312.59,5,"conj","F2",156077843.505328,"2","F"
"17332",312.59,5,"conj","C",776224655.1878,"C","C"
"17333",312.6,5,"conj","A1",85484255.9754914,"1","A"
"17334",312.6,5,"conj","M1",2579114.70174041,"1","M"
"17335",312.6,5,"conj","F1",0,"1","F"
"17336",312.6,5,"conj","A2",50291.1837057351,"2","A"
"17337",312.6,5,"conj","M2",10.3078196434055,"2","M"
"17338",312.6,5,"conj","F2",157012866.148543,"2","F"
"17339",312.6,5,"conj","C",774873461.682701,"C","C"
"17340",312.61,5,"conj","A1",85885976.6943139,"1","A"
"17341",312.61,5,"conj","M1",2594977.86690451,"1","M"
"17342",312.61,5,"conj","F1",0,"1","F"
"17343",312.61,5,"conj","A2",50850.8470229452,"2","A"
"17344",312.61,5,"conj","M2",10.4375850892823,"2","M"
"17345",312.61,5,"conj","F2",157953467.90016,"2","F"
"17346",312.61,5,"conj","C",773514716.254014,"C","C"
"17347",312.62,5,"conj","A1",86289576.207954,"1","A"
"17348",312.62,5,"conj","M1",2610938.24323405,"1","M"
"17349",312.62,5,"conj","F1",0,"1","F"
"17350",312.62,5,"conj","A2",51416.5931908898,"2","A"
"17351",312.62,5,"conj","M2",10.5689539425874,"2","M"
"17352",312.62,5,"conj","F2",158899681.717795,"2","F"
"17353",312.62,5,"conj","C",772148376.668873,"C","C"
"17354",312.63,5,"conj","A1",86695063.1781198,"1","A"
"17355",312.63,5,"conj","M1",2626996.42097656,"1","M"
"17356",312.63,5,"conj","F1",0,"1","F"
"17357",312.63,5,"conj","A2",51988.4874642464,"2","A"
"17358",312.63,5,"conj","M2",10.7019457888432,"2","M"
"17359",312.63,5,"conj","F2",159851540.748242,"2","F"
"17360",312.63,5,"conj","C",770774400.463252,"C","C"
"17361",312.64,5,"conj","A1",87102446.3044744,"1","A"
"17362",312.64,5,"conj","M1",2643152.99386997,"1","M"
"17363",312.64,5,"conj","F1",0,"1","F"
"17364",312.64,5,"conj","A2",52566.5957894222,"2","A"
"17365",312.64,5,"conj","M2",10.8365804503596,"2","M"
"17366",312.64,5,"conj","F2",160809078.328459,"2","F"
"17367",312.64,5,"conj","C",769392744.940828,"C","C"
"17368",312.65,5,"conj","A1",87511734.3247644,"1","A"
"17369",312.65,5,"conj","M1",2659408.55916142,"1","M"
"17370",312.65,5,"conj","F1",0,"1","F"
"17371",312.65,5,"conj","A2",53150.9848117459,"2","A"
"17372",312.65,5,"conj","M2",10.9728779890561,"2","M"
"17373",312.65,5,"conj","F2",161772327.986549,"2","F"
"17374",312.65,5,"conj","C",768003367.171836,"C","C"
"17375",312.66,5,"conj","A1",87922936.0149528,"1","A"
"17376",312.66,5,"conj","M1",2675763.71762626,"1","M"
"17377",312.66,5,"conj","F1",0,"1","F"
"17378",312.66,5,"conj","A2",53741.7218827355,"2","A"
"17379",312.66,5,"conj","M2",11.1108587093154,"2","M"
"17380",312.66,5,"conj","F2",162741323.44276,"2","F"
"17381",312.66,5,"conj","C",766606223.991921,"C","C"
"17382",312.67,5,"conj","A1",88336060.1893364,"1","A"
"17383",312.67,5,"conj","M1",2692219.07358652,"1","M"
"17384",312.67,5,"conj","F1",0,"1","F"
"17385",312.67,5,"conj","A2",54338.8750674181,"2","A"
"17386",312.67,5,"conj","M2",11.2505431608667,"2","M"
"17387",312.67,5,"conj","F2",163716098.610439,"2","F"
"17388",312.67,5,"conj","C",765201272.001028,"C","C"
"17389",312.68,5,"conj","A1",88751115.7006909,"1","A"
"17390",312.68,5,"conj","M1",2708775.23493059,"1","M"
"17391",312.68,5,"conj","F1",0,"1","F"
"17392",312.68,5,"conj","A2",54942.5131517621,"2","A"
"17393",312.68,5,"conj","M2",11.3919521417115,"2","M"
"17394",312.68,5,"conj","F2",164696687.597071,"2","F"
"17395",312.68,5,"conj","C",763788467.562205,"C","C"
"17396",312.69,5,"conj","A1",89168111.4403874,"1","A"
"17397",312.69,5,"conj","M1",2725432.81313184,"1","M"
"17398",312.69,5,"conj","F1",0,"1","F"
"17399",312.69,5,"conj","A2",55552.7056501426,"2","A"
"17400",312.69,5,"conj","M2",11.5351067010729,"2","M"
"17401",312.69,5,"conj","F2",165683124.705238,"2","F"
"17402",312.69,5,"conj","C",762367766.800487,"C","C"
"17403",312.7,5,"conj","A1",89587056.3385231,"1","A"
"17404",312.7,5,"conj","M1",2742192.42326778,"1","M"
"17405",312.7,5,"conj","F1",0,"1","F"
"17406",312.7,5,"conj","A2",56169.5228129019,"2","A"
"17407",312.7,5,"conj","M2",11.6800281423847,"2","M"
"17408",312.7,5,"conj","F2",166675444.43363,"2","F"
"17409",312.7,5,"conj","C",760939125.601739,"C","C"
"17410",312.71,5,"conj","A1",90007959.3640481,"1","A"
"17411",312.71,5,"conj","M1",2759054.68403928,"1","M"
"17412",312.71,5,"conj","F1",0,"1","F"
"17413",312.71,5,"conj","A2",56793.0356339791,"2","A"
"17414",312.71,5,"conj","M2",11.8267380263132,"2","M"
"17415",312.71,5,"conj","F2",167673681.478038,"2","F"
"17416",312.71,5,"conj","C",759502499.611503,"C","C"
"17417",312.72,5,"conj","A1",90430829.5248942,"1","A"
"17418",312.72,5,"conj","M1",2776020.21778987,"1","M"
"17419",312.72,5,"conj","F1",0,"1","F"
"17420",312.72,5,"conj","A2",57423.31585862,"2","A"
"17421",312.72,5,"conj","M2",11.9752581738153,"2","M"
"17422",312.72,5,"conj","F2",168677870.732366,"2","F"
"17423",312.72,5,"conj","C",758057844.233834,"C","C"
"17424",312.73,5,"conj","A1",90855675.8680901,"1","A"
"17425",312.73,5,"conj","M1",2793089.65052455,"1","M"
"17426",312.73,5,"conj","F1",0,"1","F"
"17427",312.73,5,"conj","A2",58060.4359911419,"2","A"
"17428",312.73,5,"conj","M2",12.1256106692263,"2","M"
"17429",312.73,5,"conj","F2",169688047.289602,"2","F"
"17430",312.73,5,"conj","C",756605114.630183,"C","C"
"17431",312.74,5,"conj","A1",91282507.4799027,"1","A"
"17432",312.74,5,"conj","M1",2810263.61192981,"1","M"
"17433",312.74,5,"conj","F1",0,"1","F"
"17434",312.74,5,"conj","A2",58704.4693028162,"2","A"
"17435",312.74,5,"conj","M2",12.277817863393,"2","M"
"17436",312.74,5,"conj","F2",170704246.442868,"2","F"
"17437",312.74,5,"conj","C",755144265.71818,"C","C"
"17438",312.75,5,"conj","A1",91711333.485951,"1","A"
"17439",312.75,5,"conj","M1",2827542.7353925,"1","M"
"17440",312.75,5,"conj","F1",0,"1","F"
"17441",312.75,5,"conj","A2",59355.4898397868,"2","A"
"17442",312.75,5,"conj","M2",12.4319023768339,"2","M"
"17443",312.75,5,"conj","F2",171726503.686399,"2","F"
"17444",312.75,5,"conj","C",753675252.170516,"C","C"
"17445",312.76,5,"conj","A1",92142163.0513325,"1","A"
"17446",312.76,5,"conj","M1",2844927.65801939,"1","M"
"17447",312.76,5,"conj","F1",0,"1","F"
"17448",312.76,5,"conj","A2",60013.572431087,"2","A"
"17449",312.76,5,"conj","M2",12.587887102939,"2","M"
"17450",312.76,5,"conj","F2",172754854.716558,"2","F"
"17451",312.76,5,"conj","C",752198028.413773,"C","C"
"17452",312.77,5,"conj","A1",92575005.3807463,"1","A"
"17453",312.77,5,"conj","M1",2862419.02065662,"1","M"
"17454",312.77,5,"conj","F1",0,"1","F"
"17455",312.77,5,"conj","A2",60678.7926967306,"2","A"
"17456",312.77,5,"conj","M2",12.7457952112065,"2","M"
"17457",312.77,5,"conj","F2",173789335.432846,"2","F"
"17458",312.77,5,"conj","C",750712548.62726,"C","C"
"17459",312.78,5,"conj","A1",93009869.7186156,"1","A"
"17460",312.78,5,"conj","M1",2880017.46790921,"1","M"
"17461",312.78,5,"conj","F1",0,"1","F"
"17462",312.78,5,"conj","A2",61351.2270558818,"2","A"
"17463",312.78,5,"conj","M2",12.9056501505156,"2","M"
"17464",312.78,5,"conj","F2",174829981.93892,"2","F"
"17465",312.78,5,"conj","C",749218766.741851,"C","C"
"17466",312.79,5,"conj","A1",93446765.3492122,"1","A"
"17467",312.79,5,"conj","M1",2897723.64816071,"1","M"
"17468",312.79,5,"conj","F1",0,"1","F"
"17469",312.79,5,"conj","A2",62030.9527351098,"2","A"
"17470",312.79,5,"conj","M2",13.0674756524386,"2","M"
"17471",312.79,5,"conj","F2",175876830.543605,"2","F"
"17472",312.79,5,"conj","C",747716636.438812,"C","C"
"17473",312.8,5,"conj","A1",93885701.5967655,"1","A"
"17474",312.8,5,"conj","M1",2915538.21359234,"1","M"
"17475",312.8,5,"conj","F1",0,"1","F"
"17476",312.8,5,"conj","A2",62718.0477767004,"2","A"
"17477",312.8,5,"conj","M2",13.2312957345847,"2","M"
"17478",312.8,5,"conj","F2",176929917.761893,"2","F"
"17479",312.8,5,"conj","C",746206111.148678,"C","C"
"17480",312.81,5,"conj","A1",94326687.8256002,"1","A"
"17481",312.81,5,"conj","M1",2933461.82020329,"1","M"
"17482",312.81,5,"conj","F1",0,"1","F"
"17483",312.81,5,"conj","A2",63412.5910470946,"2","A"
"17484",312.81,5,"conj","M2",13.397134703993,"2","M"
"17485",312.81,5,"conj","F2",177989280.315992,"2","F"
"17486",312.81,5,"conj","C",744687144.050024,"C","C"
"17487",312.82,5,"conj","A1",94769733.4402433,"1","A"
"17488",312.82,5,"conj","M1",2951495.12782997,"1","M"
"17489",312.82,5,"conj","F1",0,"1","F"
"17490",312.82,5,"conj","A2",64114.6622453624,"2","A"
"17491",312.82,5,"conj","M2",13.5650171605535,"2","M"
"17492",312.82,5,"conj","F2",179054955.136324,"2","F"
"17493",312.82,5,"conj","C",743159688.068341,"C","C"
"17494",312.83,5,"conj","A1",95214847.8855455,"1","A"
"17495",312.83,5,"conj","M1",2969638.80016578,"1","M"
"17496",312.83,5,"conj","F1",0,"1","F"
"17497",312.83,5,"conj","A2",64824.3419117828,"2","A"
"17498",312.83,5,"conj","M2",13.7349680004718,"2","M"
"17499",312.83,5,"conj","F2",180126979.362549,"2","F"
"17500",312.83,5,"conj","C",741623695.87486,"C","C"
"17501",312.84,5,"conj","A1",95662040.646798,"1","A"
"17502",312.84,5,"conj","M1",2987893.50478086,"1","M"
"17503",312.84,5,"conj","F1",0,"1","F"
"17504",312.84,5,"conj","A2",65541.711436501,"2","A"
"17505",312.84,5,"conj","M2",13.9070124197728,"2","M"
"17506",312.84,5,"conj","F2",181205390.344585,"2","F"
"17507",312.84,5,"conj","C",740079119.885388,"C","C"
"17508",312.85,5,"conj","A1",96111321.2498515,"1","A"
"17509",312.85,5,"conj","M1",3006259.913142,"1","M"
"17510",312.85,5,"conj","F1",0,"1","F"
"17511",312.85,5,"conj","A2",66266.8530682744,"2","A"
"17512",312.85,5,"conj","M2",14.0811759178449,"2","M"
"17513",312.85,5,"conj","F2",182290225.643639,"2","F"
"17514",312.85,5,"conj","C",738525912.259124,"C","C"
"17515",312.86,5,"conj","A1",96562699.2612195,"1","A"
"17516",312.86,5,"conj","M1",3024738.70063194,"1","M"
"17517",312.86,5,"conj","F1",0,"1","F"
"17518",312.86,5,"conj","A2",66999.8499232789,"2","A"
"17519",312.86,5,"conj","M2",14.2574843010184,"2","M"
"17520",312.86,5,"conj","F2",183381523.0332,"2","F"
"17521",312.86,5,"conj","C",736964024.897542,"C","C"
"17522",312.87,5,"conj","A1",97016184.2882102,"1","A"
"17523",312.87,5,"conj","M1",3043330.54656991,"1","M"
"17524",312.87,5,"conj","F1",0,"1","F"
"17525",312.87,5,"conj","A2",67740.7859940469,"2","A"
"17526",312.87,5,"conj","M2",14.4359636861962,"2","M"
"17527",312.87,5,"conj","F2",184479320.500106,"2","F"
"17528",312.87,5,"conj","C",735393409.443157,"C","C"
"17529",312.88,5,"conj","A1",97471785.9790265,"1","A"
"17530",312.88,5,"conj","M1",3062036.13423103,"1","M"
"17531",312.88,5,"conj","F1",0,"1","F"
"17532",312.88,5,"conj","A2",68489.7461584446,"2","A"
"17533",312.88,5,"conj","M2",14.6166405045142,"2","M"
"17534",312.88,5,"conj","F2",185583656.245539,"2","F"
"17535",312.88,5,"conj","C",733814017.278405,"C","C"
"17536",312.89,5,"conj","A1",97929514.0228816,"1","A"
"17537",312.89,5,"conj","M1",3080856.15086627,"1","M"
"17538",312.89,5,"conj","F1",0,"1","F"
"17539",312.89,5,"conj","A2",69246.8161887571,"2","A"
"17540",312.89,5,"conj","M2",14.799541505048,"2","M"
"17541",312.89,5,"conj","F2",186694568.686057,"2","F"
"17542",312.89,5,"conj","C",732225799.524465,"C","C"
"17543",312.9,5,"conj","A1",98389378.1501081,"1","A"
"17544",312.9,5,"conj","M1",3099791.28772236,"1","M"
"17545",312.9,5,"conj","F1",0,"1","F"
"17546",312.9,5,"conj","A2",70012.0827608574,"2","A"
"17547",312.9,5,"conj","M2",14.984693758561,"2","M"
"17548",312.9,5,"conj","F2",187812096.45462,"2","F"
"17549",312.9,5,"conj","C",730628707.040096,"C","C"
"17550",312.91,5,"conj","A1",98851388.1322708,"1","A"
"17551",312.91,5,"conj","M1",3118842.24006186,"1","M"
"17552",312.91,5,"conj","F1",0,"1","F"
"17553",312.91,5,"conj","A2",70785.6334634662,"2","A"
"17554",312.91,5,"conj","M2",15.1721246612956,"2","M"
"17555",312.91,5,"conj","F2",188936278.40162,"2","F"
"17556",312.91,5,"conj","C",729022690.42046,"C","C"
"17557",312.92,5,"conj","A1",99315553.7822615,"1","A"
"17558",312.92,5,"conj","M1",3138009.70718253,"1","M"
"17559",312.92,5,"conj","F1",0,"1","F"
"17560",312.92,5,"conj","A2",71567.5568074748,"2","A"
"17561",312.92,5,"conj","M2",15.3618619388004,"2","M"
"17562",312.92,5,"conj","F2",190067153.595877,"2","F"
"17563",312.92,5,"conj","C",727407699.996011,"C","C"
"17564",312.93,5,"conj","A1",99781884.9544236,"1","A"
"17565",312.93,5,"conj","M1",3157294.39243807,"1","M"
"17566",312.93,5,"conj","F1",0,"1","F"
"17567",312.93,5,"conj","A2",72357.9422354077,"2","A"
"17568",312.93,5,"conj","M2",15.5539336498137,"2","M"
"17569",312.93,5,"conj","F2",191204761.32571,"2","F"
"17570",312.93,5,"conj","C",725783685.83126,"C","C"
"17571",312.94,5,"conj","A1",100250391.544644,"1","A"
"17572",312.94,5,"conj","M1",3176697.00325753,"1","M"
"17573",312.94,5,"conj","F1",0,"1","F"
"17574",312.94,5,"conj","A2",73156.880130923,"2","A"
"17575",312.94,5,"conj","M2",15.7483681901766,"2","M"
"17576",312.94,5,"conj","F2",192349141.09993,"2","F"
"17577",312.94,5,"conj","C",724150597.72367,"C","C"
"17578",312.95,5,"conj","A1",100721083.490461,"1","A"
"17579",312.95,5,"conj","M1",3196218.25116545,"1","M"
"17580",312.95,5,"conj","F1",0,"1","F"
"17581",312.95,5,"conj","A2",73964.4618284281,"2","A"
"17582",312.95,5,"conj","M2",15.945194296798,"2","M"
"17583",312.95,5,"conj","F2",193500332.648871,"2","F"
"17584",312.95,5,"conj","C",722508385.20248,"C","C"
"17585",312.96,5,"conj","A1",101193970.771162,"1","A"
"17586",312.96,5,"conj","M1",3215858.85180177,"1","M"
"17587",312.96,5,"conj","F1",0,"1","F"
"17588",312.96,5,"conj","A2",74780.7796227808,"2","A"
"17589",312.96,5,"conj","M2",16.1444410516605,"2","M"
"17590",312.96,5,"conj","F2",194658375.925417,"2","F"
"17591",312.96,5,"conj","C",720856997.527557,"C","C"
"17592",312.97,5,"conj","A1",101669063.40789,"1","A"
"17593",312.97,5,"conj","M1",3235619.52494194,"1","M"
"17594",312.97,5,"conj","F1",0,"1","F"
"17595",312.97,5,"conj","A2",75605.9267790865,"2","A"
"17596",312.97,5,"conj","M2",16.3461378858741,"2","M"
"17597",312.97,5,"conj","F2",195823311.106025,"2","F"
"17598",312.97,5,"conj","C",719196383.688226,"C","C"
"17599",312.98,5,"conj","A1",102146371.463729,"1","A"
"17600",312.98,5,"conj","M1",3255500.99451635,"1","M"
"17601",312.98,5,"conj","F1",0,"1","F"
"17602",312.98,5,"conj","A2",76439.9975425604,"2","A"
"17603",312.98,5,"conj","M2",16.5503145837671,"2","M"
"17604",312.98,5,"conj","F2",196995178.591723,"2","F"
"17605",312.98,5,"conj","C",717526492.402175,"C","C"
"17606",312.99,5,"conj","A1",102625905.043815,"1","A"
"17607",312.99,5,"conj","M1",3275503.98863109,"1","M"
"17608",312.99,5,"conj","F1",0,"1","F"
"17609",312.99,5,"conj","A2",77283.0871485357,"2","A"
"17610",312.99,5,"conj","M2",16.7570012870362,"2","M"
"17611",312.99,5,"conj","F2",198174019.009171,"2","F"
"17612",312.99,5,"conj","C",715847272.114234,"C","C"
"17613",313,5,"conj","A1",103107674.295421,"1","A"
"17614",313,5,"conj","M1",3295629.23958735,"1","M"
"17615",313,5,"conj","F1",0,"1","F"
"17616",313,5,"conj","A2",78135.2918325101,"2","A"
"17617",313,5,"conj","M2",16.9662284989297,"2","M"
"17618",313,5,"conj","F2",199359873.211651,"2","F"
"17619",313,5,"conj","C",714158670.99528,"C","C"
"17620",313,5,"tselect","A1",0,"1","A"
"17621",313,5,"tselect","M1",0,"1","M"
"17622",313,5,"tselect","F1",0,"1","F"
"17623",313,5,"tselect","A2",39067.645916255,"2","A"
"17624",313,5,"tselect","M2",8.48311424946487,"2","M"
"17625",313,5,"tselect","F2",0,"2","F"
"17626",313,5,"tselect","C",1e+09,"C","C"
"17627",385,5,"tselect","A1",0,"1","A"
"17628",385,5,"tselect","M1",0,"1","M"
"17629",385,5,"tselect","F1",0,"1","F"
"17630",385,5,"tselect","A2",9982717.47692953,"2","A"
"17631",385,5,"tselect","M2",17282.5230704679,"2","M"
"17632",385,5,"tselect","F2",0,"2","F"
"17633",385,5,"tselect","C",1e+09,"C","C"
"17634",385,6,"tselect","A1",0,"1","A"
"17635",385,6,"tselect","M1",0,"1","M"
"17636",385,6,"tselect","F1",0,"1","F"
"17637",385,6,"tselect","A2",9982717.47692953,"2","A"
"17638",385,6,"tselect","M2",17282.5230704679,"2","M"
"17639",385,6,"tselect","F2",0,"2","F"
"17640",385,6,"tselect","C",1e+09,"C","C"
"17641",385,6,"conj","A1",0,"1","A"
"17642",385,6,"conj","M1",0,"1","M"
"17643",385,6,"conj","F1",1e+07,"1","F"
"17644",385,6,"conj","A2",9982717.47692953,"2","A"
"17645",385,6,"conj","M2",17282.5230704679,"2","M"
"17646",385,6,"conj","F2",0,"2","F"
"17647",385,6,"conj","C",1e+09,"C","C"
"17648",385.01,6,"conj","A1",2.41166640036494,"1","A"
"17649",385.01,6,"conj","M1",0,"1","M"
"17650",385.01,6,"conj","F1",10060096.5982061,"1","F"
"17651",385.01,6,"conj","A2",10029764.739494,"2","A"
"17652",385.01,6,"conj","M2",17389.1271484173,"2","M"
"17653",385.01,6,"conj","F2",0,"2","F"
"17654",385.01,6,"conj","C",999892747.123457,"C","C"
"17655",385.02,6,"conj","A1",4.86062354624376,"1","A"
"17656",385.02,6,"conj","M1",0,"1","M"
"17657",385.02,6,"conj","F1",10120554.280882,"1","F"
"17658",385.02,6,"conj","A2",10077033.6795507,"2","A"
"17659",385.02,6,"conj","M2",17496.3886801808,"2","M"
"17660",385.02,6,"conj","F2",0,"2","F"
"17661",385.02,6,"conj","C",999784910.790206,"C","C"
"17662",385.03,6,"conj","A1",7.34732580079489,"1","A"
"17663",385.03,6,"conj","M1",0,"1","M"
"17664",385.03,6,"conj","F1",10181375.2166939,"1","F"
"17665",385.03,6,"conj","A2",10124525.3410786,"2","A"
"17666",385.03,6,"conj","M2",17604.3117190884,"2","M"
"17667",385.03,6,"conj","F2",0,"2","F"
"17668",385.03,6,"conj","C",999676487.783096,"C","C"
"17669",385.04,6,"conj","A1",9.87223266186324,"1","A"
"17670",385.04,6,"conj","M1",0,"1","M"
"17671",385.04,6,"conj","F1",10242561.5873233,"1","F"
"17672",385.04,6,"conj","A2",10172240.7729683,"2","A"
"17673",385.04,6,"conj","M2",17712.9003434442,"2","M"
"17674",385.04,6,"conj","F2",0,"2","F"
"17675",385.04,6,"conj","C",999567474.867015,"C","C"
"17676",385.05,6,"conj","A1",12.4358088182546,"1","A"
"17677",385.05,6,"conj","M1",0,"1","M"
"17678",385.05,6,"conj","F1",10304115.5875431,"1","F"
"17679",385.05,6,"conj","A2",10220181.0290435,"2","A"
"17680",385.05,6,"conj","M2",17822.1586566773,"2","M"
"17681",385.05,6,"conj","F2",0,"2","F"
"17682",385.05,6,"conj","C",999457868.788801,"C","C"
"17683",385.06,6,"conj","A1",15.0385242067882,"1","A"
"17684",385.06,6,"conj","M1",0,"1","M"
"17685",385.06,6,"conj","F1",10366039.4252986,"1","F"
"17686",385.06,6,"conj","A2",10268347.1680859,"2","A"
"17687",385.06,6,"conj","M2",17932.0907875004,"2","M"
"17688",385.06,6,"conj","F2",0,"2","F"
"17689",385.06,6,"conj","C",999347666.277125,"C","C"
"17690",385.07,6,"conj","A1",17.6808540697993,"1","A"
"17691",385.07,6,"conj","M1",0,"1","M"
"17692",385.07,6,"conj","F1",10428335.3217849,"1","F"
"17693",385.07,6,"conj","A2",10316740.2538578,"2","A"
"17694",385.07,6,"conj","M2",18042.7008900628,"2","M"
"17695",385.07,6,"conj","F2",0,"2","F"
"17696",385.07,6,"conj","C",999236864.042403,"C","C"
"17697",385.08,6,"conj","A1",20.3632790133483,"1","A"
"17698",385.08,6,"conj","M1",0,"1","M"
"17699",385.08,6,"conj","F1",10491005.5115266,"1","F"
"17700",385.08,6,"conj","A2",10365361.3551249,"2","A"
"17701",385.08,6,"conj","M2",18153.9931441075,"2","M"
"17702",385.08,6,"conj","F2",0,"2","F"
"17703",385.08,6,"conj","C",999125458.776683,"C","C"
"17704",385.09,6,"conj","A1",23.0862850660437,"1","A"
"17705",385.09,6,"conj","M1",0,"1","M"
"17706",385.09,6,"conj","F1",10554052.2424576,"1","F"
"17707",385.09,6,"conj","A2",10414211.5456807,"2","A"
"17708",385.09,6,"conj","M2",18265.9717551287,"2","M"
"17709",385.09,6,"conj","F2",0,"2","F"
"17710",385.09,6,"conj","C",999013447.153546,"C","C"
"17711",385.1,6,"conj","A1",25.8503637385213,"1","A"
"17712",385.1,6,"conj","M1",0,"1","M"
"17713",385.1,6,"conj","F1",10617477.7760019,"1","F"
"17714",385.1,6,"conj","A2",10463291.9043697,"2","A"
"17715",385.1,6,"conj","M2",18378.6409545309,"2","M"
"17716",385.1,6,"conj","F2",0,"2","F"
"17717",385.1,6,"conj","C",998900825.828001,"C","C"
"17718",385.11,6,"conj","A1",28.6560120834745,"1","A"
"17719",385.11,6,"conj","M1",0,"1","M"
"17720",385.11,6,"conj","F1",10681284.3871528,"1","F"
"17721",385.11,6,"conj","A2",10512603.5151101,"2","A"
"17722",385.11,6,"conj","M2",18492.0049997855,"2","M"
"17723",385.11,6,"conj","F2",0,"2","F"
"17724",385.11,6,"conj","C",998787591.436383,"C","C"
"17725",385.12,6,"conj","A1",31.5037327565193,"1","A"
"17726",385.12,6,"conj","M1",0,"1","M"
"17727",385.12,6,"conj","F1",10745474.3645566,"1","F"
"17728",385.12,6,"conj","A2",10562147.4669197,"2","A"
"17729",385.12,6,"conj","M2",18606.0681745956,"2","M"
"17730",385.12,6,"conj","F2",0,"2","F"
"17731",385.12,6,"conj","C",998673740.596239,"C","C"
"17732",385.13,6,"conj","A1",34.3940340775346,"1","A"
"17733",385.13,6,"conj","M1",0,"1","M"
"17734",385.13,6,"conj","F1",10810050.0105929,"1","F"
"17735",385.13,6,"conj","A2",10611924.853938,"2","A"
"17736",385.13,6,"conj","M2",18720.8347890542,"2","M"
"17737",385.13,6,"conj","F2",0,"2","F"
"17738",385.13,6,"conj","C",998559269.906234,"C","C"
"17739",385.14,6,"conj","A1",37.3274300927583,"1","A"
"17740",385.14,6,"conj","M1",0,"1","M"
"17741",385.14,6,"conj","F1",10875013.6414573,"1","F"
"17742",385.14,6,"conj","A2",10661936.7754511,"2","A"
"17743",385.14,6,"conj","M2",18836.3091798077,"2","M"
"17744",385.14,6,"conj","F2",0,"2","F"
"17745",385.14,6,"conj","C",998444175.946033,"C","C"
"17746",385.15,6,"conj","A1",40.304440637538,"1","A"
"17747",385.15,6,"conj","M1",0,"1","M"
"17748",385.15,6,"conj","F1",10940367.5872437,"1","F"
"17749",385.15,6,"conj","A2",10712184.3359158,"2","A"
"17750",385.15,6,"conj","M2",18952.4957102189,"2","M"
"17751",385.15,6,"conj","F2",0,"2","F"
"17752",385.15,6,"conj","C",998328455.276205,"C","C"
"17753",385.16,6,"conj","A1",43.32559139978,"1","A"
"17754",385.16,6,"conj","M1",0,"1","M"
"17755",385.16,6,"conj","F1",11006114.1920287,"1","F"
"17756",385.16,6,"conj","A2",10762668.6449836,"2","A"
"17757",385.16,6,"conj","M2",19069.3987705324,"2","M"
"17758",385.16,6,"conj","F2",0,"2","F"
"17759",385.16,6,"conj","C",998212104.438104,"C","C"
"17760",385.17,6,"conj","A1",46.3914139839862,"1","A"
"17761",385.17,6,"conj","M1",0,"1","M"
"17762",385.17,6,"conj","F1",11072255.8139531,"1","F"
"17763",385.17,6,"conj","A2",10813390.8175245,"2","A"
"17764",385.17,6,"conj","M2",19187.0227780366,"2","M"
"17765",385.17,6,"conj","F2",0,"2","F"
"17766",385.17,6,"conj","C",998095119.953771,"C","C"
"17767",385.18,6,"conj","A1",49.5024459761845,"1","A"
"17768",385.18,6,"conj","M1",0,"1","M"
"17769",385.18,6,"conj","F1",11138794.8253089,"1","F"
"17770",385.18,6,"conj","A2",10864351.973653,"2","A"
"17771",385.18,6,"conj","M2",19305.372177235,"2","M"
"17772",385.18,6,"conj","F2",0,"2","F"
"17773",385.18,6,"conj","C",997977498.325817,"C","C"
"17774",385.19,6,"conj","A1",52.6592310093608,"1","A"
"17775",385.19,6,"conj","M1",0,"1","M"
"17776",385.19,6,"conj","F1",11205733.6126227,"1","F"
"17777",385.19,6,"conj","A2",10915553.2387515,"2","A"
"17778",385.19,6,"conj","M2",19424.4514400104,"2","M"
"17779",385.19,6,"conj","F2",0,"2","F"
"17780",385.19,6,"conj","C",997859236.037318,"C","C"
"17781",385.2,6,"conj","A1",55.8623188297005,"1","A"
"17782",385.2,6,"conj","M1",0,"1","M"
"17783",385.2,6,"conj","F1",11273074.5767406,"1","F"
"17784",385.2,6,"conj","A2",10966995.7434953,"2","A"
"17785",385.2,6,"conj","M2",19544.2650657941,"2","M"
"17786",385.2,6,"conj","F2",0,"2","F"
"17787",385.2,6,"conj","C",997740329.551703,"C","C"
"17788",385.21,6,"conj","A1",59.1122653635265,"1","A"
"17789",385.21,6,"conj","M1",0,"1","M"
"17790",385.21,6,"conj","F1",11340820.1329147,"1","F"
"17791",385.21,6,"conj","A2",11018680.6238774,"2","A"
"17792",385.21,6,"conj","M2",19664.8175817354,"2","M"
"17793",385.21,6,"conj","F2",0,"2","F"
"17794",385.21,6,"conj","C",997620775.312644,"C","C"
"17795",385.22,6,"conj","A1",62.4096327849834,"1","A"
"17796",385.22,6,"conj","M1",0,"1","M"
"17797",385.22,6,"conj","F1",11408972.7108897,"1","F"
"17798",385.22,6,"conj","A2",11070609.021234,"2","A"
"17799",385.22,6,"conj","M2",19786.1135428729,"2","M"
"17800",385.22,6,"conj","F2",0,"2","F"
"17801",385.22,6,"conj","C",997500569.743942,"C","C"
"17802",385.23,6,"conj","A1",65.7549895843451,"1","A"
"17803",385.23,6,"conj","M1",0,"1","M"
