SetID,SweepID,gamma_fold,psi_change,gamma_M,psi_M
pHFC_S.pB10-high,162,3.6000000000000005,-0.34,6.2104718606345645e-9,0.04999999999999999
pHFC_S.pB10-high,163,3.8000000000000007,-0.34,9.842934573891031e-9,0.04999999999999999
pHFC_S.pB10-high,164,4,-0.34,1.56e-8,0.04999999999999999
pHFC_S.pB10-high,165,-4,-0.32,1.5600000000000002e-16,0.07
pHFC_S.pB10-high,166,-3.8,-0.32,2.472433380239338e-16,0.07
pHFC_S.pB10-high,167,-3.6,-0.32,3.918542833154944e-16,0.07
pHFC_S.pB10-high,168,-3.4,-0.32,6.210471860634559e-16,0.07
pHFC_S.pB10-high,169,-3.2,-0.32,9.84293457389101e-16,0.07
pHFC_S.pB10-high,170,-3,-0.32,1.5600000000000001e-15,0.07
pHFC_S.pB10-high,171,-2.8,-0.32,2.472433380239338e-15,0.07
pHFC_S.pB10-high,172,-2.5999999999999996,-0.32,3.918542833154948e-15,0.07
pHFC_S.pB10-high,173,-2.4,-0.32,6.210471860634559e-15,0.07
pHFC_S.pB10-high,174,-2.2,-0.32,9.842934573891011e-15,0.07
pHFC_S.pB10-high,175,-2,-0.32,1.56e-14,0.07
pHFC_S.pB10-high,176,-1.7999999999999998,-0.32,2.4724333802393382e-14,0.07
pHFC_S.pB10-high,177,-1.5999999999999996,-0.32,3.918542833154948e-14,0.07
pHFC_S.pB10-high,178,-1.4,-0.32,6.210471860634558e-14,0.07
pHFC_S.pB10-high,179,-1.1999999999999997,-0.32,9.84293457389102e-14,0.07
pHFC_S.pB10-high,180,-1,-0.32,1.5600000000000002e-13,0.07
pHFC_S.pB10-high,181,-0.7999999999999998,-0.32,2.472433380239338e-13,0.07
pHFC_S.pB10-high,182,-0.5999999999999996,-0.32,3.9185428331549487e-13,0.07
pHFC_S.pB10-high,183,-0.3999999999999999,-0.32,6.210471860634558e-13,0.07
pHFC_S.pB10-high,184,-0.19999999999999973,-0.32,9.84293457389102e-13,0.07
pHFC_S.pB10-high,185,0,-0.32,1.56e-12,0.07
pHFC_S.pB10-high,186,0.20000000000000018,-0.32,2.472433380239338e-12,0.07
pHFC_S.pB10-high,187,0.40000000000000036,-0.32,3.918542833154948e-12,0.07
pHFC_S.pB10-high,188,0.6000000000000005,-0.32,6.210471860634565e-12,0.07
pHFC_S.pB10-high,189,0.8000000000000007,-0.32,9.842934573891032e-12,0.07
pHFC_S.pB10-high,190,1,-0.32,1.56e-11,0.07
pHFC_S.pB10-high,191,1.2000000000000002,-0.32,2.4724333802393383e-11,0.07
pHFC_S.pB10-high,192,1.4000000000000004,-0.32,3.918542833154948e-11,0.07
pHFC_S.pB10-high,193,1.6000000000000005,-0.32,6.210471860634565e-11,0.07
pHFC_S.pB10-high,194,1.8000000000000007,-0.32,9.842934573891031e-11,0.07
pHFC_S.pB10-high,195,2,-0.32,1.56e-10,0.07
pHFC_S.pB10-high,196,2.2,-0.32,2.472433380239338e-10,0.07
pHFC_S.pB10-high,197,2.4000000000000004,-0.32,3.918542833154948e-10,0.07
pHFC_S.pB10-high,198,2.6000000000000005,-0.32,6.210471860634565e-10,0.07
pHFC_S.pB10-high,199,2.8000000000000007,-0.32,9.84293457389103e-10,0.07
pHFC_S.pB10-high,200,3,-0.32,1.56e-9,0.07
pHFC_S.pB10-high,201,3.2,-0.32,2.4724333802393378e-9,0.07
pHFC_S.pB10-high,202,3.4000000000000004,-0.32,3.918542833154948e-9,0.07
pHFC_S.pB10-high,203,3.6000000000000005,-0.32,6.2104718606345645e-9,0.07
pHFC_S.pB10-high,204,3.8000000000000007,-0.32,9.842934573891031e-9,0.07
pHFC_S.pB10-high,205,4,-0.32,1.56e-8,0.07
pHFC_S.pB10-high,206,-4,-0.30000000000000004,1.5600000000000002e-16,0.08999999999999997
pHFC_S.pB10-high,207,-3.8,-0.30000000000000004,2.472433380239338e-16,0.08999999999999997
pHFC_S.pB10-high,208,-3.6,-0.30000000000000004,3.918542833154944e-16,0.08999999999999997
pHFC_S.pB10-high,209,-3.4,-0.30000000000000004,6.210471860634559e-16,0.08999999999999997
pHFC_S.pB10-high,210,-3.2,-0.30000000000000004,9.84293457389101e-16,0.08999999999999997
pHFC_S.pB10-high,211,-3,-0.30000000000000004,1.5600000000000001e-15,0.08999999999999997
pHFC_S.pB10-high,212,-2.8,-0.30000000000000004,2.472433380239338e-15,0.08999999999999997
pHFC_S.pB10-high,213,-2.5999999999999996,-0.30000000000000004,3.918542833154948e-15,0.08999999999999997
pHFC_S.pB10-high,214,-2.4,-0.30000000000000004,6.210471860634559e-15,0.08999999999999997
pHFC_S.pB10-high,215,-2.2,-0.30000000000000004,9.842934573891011e-15,0.08999999999999997
pHFC_S.pB10-high,216,-2,-0.30000000000000004,1.56e-14,0.08999999999999997
pHFC_S.pB10-high,217,-1.7999999999999998,-0.30000000000000004,2.4724333802393382e-14,0.08999999999999997
pHFC_S.pB10-high,218,-1.5999999999999996,-0.30000000000000004,3.918542833154948e-14,0.08999999999999997
pHFC_S.pB10-high,219,-1.4,-0.30000000000000004,6.210471860634558e-14,0.08999999999999997
pHFC_S.pB10-high,220,-1.1999999999999997,-0.30000000000000004,9.84293457389102e-14,0.08999999999999997
