SetID,SweepID,gamma_fold,psi_change,gamma_M,psi_M,end_time,A1,M1,A2,M2,log_gamma_M,Anc,Mut,Anc_freq,Mut_freq,Mut_freq0,Mut_freq_change,Mut_freq_inv
pHFC_S.pB10-low,1,-4,-0.4,1.61e-18,-0.11000000000000004,29,0,0,8680.276316570047,9.057465300206803e-8,-17.79317412396815,8680.276316570047,9.057465300206803e-8,0.9999999999895655,1.0434535687328545e-11,0.009900990099009901,-0.009900990088575366,Decrease
pHFC_S.pB10-low,2,-3.8,-0.4,2.5516780398623934e-18,-0.11000000000000004,29,0,0,8680.276316567935,1.4355115096141106e-7,-17.59317412396815,8680.276316567935,1.4355115096141106e-7,0.9999999999834623,1.653762457826864e-11,0.009900990099009901,-0.009900990082472276,Decrease
pHFC_S.pB10-low,3,-3.6,-0.4,4.0441371547304216e-18,-0.11000000000000004,29,0,0,8680.276316564543,2.2751324195106578e-7,-17.39317412396815,8680.276316564543,2.2751324195106578e-7,0.9999999999737895,2.6210368615909125e-11,0.009900990099009901,-0.009900990072799532,Decrease
pHFC_S.pB10-low,4,-3.4,-0.4,6.4095254459113055e-18,-0.11000000000000004,29,0,0,8680.276316559304,3.6058418841919074e-7,-17.19317412396815,8680.276316559304,3.6058418841919074e-7,0.9999999999584595,4.154063479711214e-11,0.009900990099009901,-0.009900990057469266,Decrease
pHFC_S.pB10-low,5,-3.2,-0.4,1.0158413246131107e-17,-0.11000000000000004,29,0,0,8680.276316550908,5.714874256758274e-7,-16.99317412396815,8680.276316550908,5.714874256758274e-7,0.9999999999341624,6.583746931517977e-11,0.009900990099009901,-0.009900990033172432,Decrease
pHFC_S.pB10-low,6,-3,-0.4,1.61e-17,-0.11000000000000004,29,0,0,8680.276316537553,9.057465308852714e-7,-16.79317412396815,8680.276316537553,9.057465308852714e-7,0.9999999998956547,1.04345356963481e-10,0.009900990099009901,-0.009900989994664544,Decrease
pHFC_S.pB10-low,7,-2.8,-0.4,2.551678039862393e-17,-0.11000000000000004,29,0,0,8680.276316516462,1.4355115117858537e-6,-16.59317412396815,8680.276316516462,1.4355115117858537e-6,0.9999999998346237,1.6537624600924555e-10,0.009900990099009901,-0.009900989933633655,Decrease
pHFC_S.pB10-low,8,-2.5999999999999996,-0.4,4.044137154730427e-17,-0.11000000000000004,29,0,0,8680.276316483043,2.2751324249658466e-6,-16.39317412396815,8680.276316483043,2.2751324249658466e-6,0.9999999997378963,2.6210368672818165e-10,0.009900990099009901,-0.009900989836906215,Decrease
pHFC_S.pB10-low,9,-2.4,-0.4,6.409525445911307e-17,-0.11000000000000004,29,0,0,8680.276316430023,3.605841897894708e-6,-16.19317412396815,8680.276316430023,3.605841897894708e-6,0.9999999995845935,4.154063494006155e-10,0.009900990099009901,-0.009900989683603551,Decrease
pHFC_S.pB10-low,10,-2.2,-0.4,1.0158413246131108e-16,-0.11000000000000004,29,0,0,8680.276316346026,5.714874291178191e-6,-15.993174123968151,8680.276316346026,5.714874291178191e-6,0.9999999993416254,6.58374696742528e-10,0.009900990099009901,-0.009900989440635204,Decrease
