"","Time","Cycle","Phase","Cell_types","Density","Host","Genotype"
"1225",1.74,1,"conj","C",982191699.117529,"C","C"
"1226",1.75,1,"conj","A1",1.65155170397903,"1","A"
"1227",1.75,1,"conj","M1",19628304.9553289,"1","M"
"1228",1.75,1,"conj","F1",0,"1","F"
"1229",1.75,1,"conj","A2",0,"2","A"
"1230",1.75,1,"conj","M2",6.50618315766548,"2","M"
"1231",1.75,1,"conj","F2",18318726.4228982,"2","F"
"1232",1.75,1,"conj","C",982052961.463666,"C","C"
"1233",1.76,1,"conj","A1",1.65629292524869,"1","A"
"1234",1.76,1,"conj","M1",19704083.7085395,"1","M"
"1235",1.76,1,"conj","F1",0,"1","F"
"1236",1.76,1,"conj","A2",0,"2","A"
"1237",1.76,1,"conj","M2",6.5811332507117,"2","M"
"1238",1.76,1,"conj","F2",18382195.6240153,"2","F"
"1239",1.76,1,"conj","C",981913713.429643,"C","C"
"1240",1.77,1,"conj","A1",1.6610477506662,"1","A"
"1241",1.77,1,"conj","M1",19780154.9110987,"1","M"
"1242",1.77,1,"conj","F1",0,"1","F"
"1243",1.77,1,"conj","A2",0,"2","A"
"1244",1.77,1,"conj","M2",6.65673829887737,"2","M"
"1245",1.77,1,"conj","F2",18445884.6367106,"2","F"
"1246",1.77,1,"conj","C",981773953.134025,"C","C"
"1247",1.78,1,"conj","A1",1.6658162192199,"1","A"
"1248",1.78,1,"conj","M1",19856519.6907899,"1","M"
"1249",1.78,1,"conj","F1",0,"1","F"
"1250",1.78,1,"conj","A2",0,"2","A"
"1251",1.78,1,"conj","M2",6.73300351171559,"2","M"
"1252",1.78,1,"conj","F2",18509794.2215742,"2","F"
"1253",1.78,1,"conj","C",981633678.688432,"C","C"
"1254",1.79,1,"conj","A1",1.67059837000951,"1","A"
"1255",1.79,1,"conj","M1",19933179.1797391,"1","M"
"1256",1.79,1,"conj","F1",0,"1","F"
"1257",1.79,1,"conj","A2",0,"2","A"
"1258",1.79,1,"conj","M2",6.80993413853854,"2","M"
"1259",1.79,1,"conj","F2",18573925.1418228,"2","F"
"1260",1.79,1,"conj","C",981492888.197518,"C","C"
"1261",1.8,1,"conj","A1",1.6753942422465,"1","A"
"1262",1.8,1,"conj","M1",20010134.5144311,"1","M"
"1263",1.8,1,"conj","F1",0,"1","F"
"1264",1.8,1,"conj","A2",0,"2","A"
"1265",1.8,1,"conj","M2",6.88753546871473,"2","M"
"1266",1.8,1,"conj","F2",18638278.1633087,"2","F"
"1267",1.8,1,"conj","C",981351579.758939,"C","C"
"1268",1.81,1,"conj","A1",1.68020387525437,"1","A"
"1269",1.81,1,"conj","M1",20087386.8357263,"1","M"
"1270",1.81,1,"conj","F1",0,"1","F"
"1271",1.81,1,"conj","A2",0,"2","A"
"1272",1.81,1,"conj","M2",6.96581283196855,"2","M"
"1273",1.81,1,"conj","F2",18702854.054529,"2","F"
"1274",1.81,1,"conj","C",981209751.463332,"C","C"
"1275",1.82,1,"conj","A1",1.68502730846898,"1","A"
"1276",1.82,1,"conj","M1",20164937.2888776,"1","M"
"1277",1.82,1,"conj","F1",0,"1","F"
"1278",1.82,1,"conj","A2",0,"2","A"
"1279",1.82,1,"conj","M2",7.04477159868201,"2","M"
"1280",1.82,1,"conj","F2",18767653.5866346,"2","F"
"1281",1.82,1,"conj","C",981067401.394289,"C","C"
"1282",1.83,1,"conj","A1",1.68986458143888,"1","A"
"1283",1.83,1,"conj","M1",20242787.0235476,"1","M"
"1284",1.83,1,"conj","F1",0,"1","F"
"1285",1.83,1,"conj","A2",0,"2","A"
"1286",1.83,1,"conj","M2",7.12441718019868,"2","M"
"1287",1.83,1,"conj","F2",18832677.5334393,"2","F"
"1288",1.83,1,"conj","C",980924527.628327,"C","C"
"1289",1.84,1,"conj","A1",1.69471573382561,"1","A"
"1290",1.84,1,"conj","M1",20320937.1938247,"1","M"
"1291",1.84,1,"conj","F1",0,"1","F"
"1292",1.84,1,"conj","A2",0,"2","A"
"1293",1.84,1,"conj","M2",7.20475502912993,"2","M"
"1294",1.84,1,"conj","F2",18897926.671429,"2","F"
"1295",1.84,1,"conj","C",980781128.234867,"C","C"
"1296",1.85,1,"conj","A1",1.69958080540405,"1","A"
"1297",1.85,1,"conj","M1",20399388.9582408,"1","M"
"1298",1.85,1,"conj","F1",0,"1","F"
"1299",1.85,1,"conj","A2",0,"2","A"
"1300",1.85,1,"conj","M2",7.28579063966336,"2","M"
"1301",1.85,1,"conj","F2",18963401.779771,"2","F"
"1302",1.85,1,"conj","C",980637201.276204,"C","C"
"1303",1.86,1,"conj","A1",1.70445983606271,"1","A"
"1304",1.86,1,"conj","M1",20478143.4797881,"1","M"
"1305",1.86,1,"conj","F1",0,"1","F"
"1306",1.86,1,"conj","A2",0,"2","A"
"1307",1.86,1,"conj","M2",7.36752954787361,"2","M"
"1308",1.86,1,"conj","F2",19029103.6403229,"2","F"
"1309",1.86,1,"conj","C",980492744.807483,"C","C"
"1310",1.87,1,"conj","A1",1.70935286580404,"1","A"
"1311",1.87,1,"conj","M1",20557201.9259361,"1","M"
"1312",1.87,1,"conj","F1",0,"1","F"
"1313",1.87,1,"conj","A2",0,"2","A"
"1314",1.87,1,"conj","M2",7.44997733203539,"2","M"
"1315",1.87,1,"conj","F2",19095033.0376421,"2","F"
"1316",1.87,1,"conj","C",980347756.876671,"C","C"
"1317",1.88,1,"conj","A1",1.71425993474481,"1","A"
"1318",1.88,1,"conj","M1",20636565.4686489,"1","M"
"1319",1.88,1,"conj","F1",0,"1","F"
"1320",1.88,1,"conj","A2",0,"2","A"
"1321",1.88,1,"conj","M2",7.53313961293881,"2","M"
"1322",1.88,1,"conj","F2",19161190.7589952,"2","F"
"1323",1.88,1,"conj","C",980202235.524531,"C","C"
"1324",1.89,1,"conj","A1",1.7191810831164,"1","A"
"1325",1.89,1,"conj","M1",20716235.2844026,"1","M"
"1326",1.89,1,"conj","F1",0,"1","F"
"1327",1.89,1,"conj","A2",0,"2","A"
"1328",1.89,1,"conj","M2",7.61702205420715,"2","M"
"1329",1.89,1,"conj","F2",19227577.5943668,"2","F"
"1330",1.89,1,"conj","C",980056178.784598,"C","C"
"1331",1.9,1,"conj","A1",1.7241163512651,"1","A"
"1332",1.9,1,"conj","M1",20796212.5542021,"1","M"
"1333",1.9,1,"conj","F1",0,"1","F"
"1334",1.9,1,"conj","A2",0,"2","A"
"1335",1.9,1,"conj","M2",7.70163036261687,"2","M"
"1336",1.9,1,"conj","F2",19294194.3364696,"2","F"
"1337",1.9,1,"conj","C",979909584.683148,"C","C"
"1338",1.91,1,"conj","A1",1.72906577965247,"1","A"
"1339",1.91,1,"conj","M1",20876498.4635992,"1","M"
"1340",1.91,1,"conj","F1",0,"1","F"
"1341",1.91,1,"conj","A2",0,"2","A"
"1342",1.91,1,"conj","M2",7.78697028842,"2","M"
"1343",1.91,1,"conj","F2",19361041.780753,"2","F"
"1344",1.91,1,"conj","C",979762451.239174,"C","C"
"1345",1.92,1,"conj","A1",1.73402940885569,"1","A"
"1346",1.92,1,"conj","M1",20957094.2027094,"1","M"
"1347",1.92,1,"conj","F1",0,"1","F"
"1348",1.92,1,"conj","A2",0,"2","A"
"1349",1.92,1,"conj","M2",7.87304762566899,"2","M"
"1350",1.92,1,"conj","F2",19428120.7254129,"2","F"
"1351",1.92,1,"conj","C",979614776.464358,"C","C"
"1352",1.93,1,"conj","A1",1.73900727956781,"1","A"
"1353",1.93,1,"conj","M1",21038000.9662298,"1","M"
"1354",1.93,1,"conj","F1",0,"1","F"
"1355",1.93,1,"conj","A2",0,"2","A"
"1356",1.93,1,"conj","M2",7.95986821254387,"2","M"
"1357",1.93,1,"conj","F2",19495431.9714013,"2","F"
"1358",1.93,1,"conj","C",979466558.363047,"C","C"
"1359",1.94,1,"conj","A1",1.74399943259815,"1","A"
"1360",1.94,1,"conj","M1",21119219.9534563,"1","M"
"1361",1.94,1,"conj","F1",0,"1","F"
"1362",1.94,1,"conj","A2",0,"2","A"
"1363",1.94,1,"conj","M2",8.04743793168189,"2","M"
"1364",1.94,1,"conj","F2",19562976.3224353,"2","F"
"1365",1.94,1,"conj","C",979317794.93222,"C","C"
"1366",1.95,1,"conj","A1",1.74900590887259,"1","A"
"1367",1.95,1,"conj","M1",21200752.3683019,"1","M"
"1368",1.95,1,"conj","F1",0,"1","F"
"1369",1.95,1,"conj","A2",0,"2","A"
"1370",1.95,1,"conj","M2",8.13576271050953,"2","M"
"1371",1.95,1,"conj","F2",19630754.585007,"2","F"
"1372",1.95,1,"conj","C",979168484.161467,"C","C"
"1373",1.96,1,"conj","A1",1.75402674943394,"1","A"
"1374",1.96,1,"conj","M1",21282599.4193135,"1","M"
"1375",1.96,1,"conj","F1",0,"1","F"
"1376",1.96,1,"conj","A2",0,"2","A"
"1377",1.96,1,"conj","M2",8.22484852157706,"2","M"
"1378",1.96,1,"conj","F2",19698767.5683931,"2","F"
"1379",1.96,1,"conj","C",979018624.032958,"C","C"
"1380",1.97,1,"conj","A1",1.75906199544221,"1","A"
"1381",1.97,1,"conj","M1",21364762.3196905,"1","M"
"1382",1.97,1,"conj","F1",0,"1","F"
"1383",1.97,1,"conj","A2",0,"2","A"
"1384",1.97,1,"conj","M2",8.31470138289549,"2","M"
"1385",1.97,1,"conj","F2",19767016.0846638,"2","F"
"1386",1.97,1,"conj","C",978868212.521418,"C","C"
"1387",1.98,1,"conj","A1",1.764111688175,"1","A"
"1388",1.98,1,"conj","M1",21447242.2873022,"1","M"
"1389",1.98,1,"conj","F1",0,"1","F"
"1390",1.98,1,"conj","A2",0,"2","A"
"1391",1.98,1,"conj","M2",8.40532735827603,"2","M"
"1392",1.98,1,"conj","F2",19835500.9486932,"2","F"
"1393",1.98,1,"conj","C",978717247.594096,"C","C"
"1394",1.99,1,"conj","A1",1.76917586902781,"1","A"
"1395",1.99,1,"conj","M1",21530040.5447058,"1","M"
"1396",1.99,1,"conj","F1",0,"1","F"
"1397",1.99,1,"conj","A2",0,"2","A"
"1398",1.99,1,"conj","M2",8.49673255767207,"2","M"
"1399",1.99,1,"conj","F2",19904222.9781686,"2","F"
"1400",1.99,1,"conj","C",978565727.210743,"C","C"
"1401",2,1,"conj","A1",1.77425457951437,"1","A"
"1402",2,1,"conj","M1",21613158.3191643,"1","M"
"1403",2,1,"conj","F1",0,"1","F"
"1404",2,1,"conj","A2",0,"2","A"
"1405",2,1,"conj","M2",8.58892313752371,"2","M"
"1406",2,1,"conj","F2",19973182.9936001,"2","F"
"1407",2,1,"conj","C",978413649.323579,"C","C"
"1408",2.01,1,"conj","A1",1.77934786126696,"1","A"
"1409",2.01,1,"conj","M1",21696596.8426649,"1","M"
"1410",2.01,1,"conj","F1",0,"1","F"
"1411",2.01,1,"conj","A2",0,"2","A"
"1412",2.01,1,"conj","M2",8.68190530110478,"2","M"
"1413",2.01,1,"conj","F2",20042381.8183302,"2","F"
"1414",2.01,1,"conj","C",978261011.877268,"C","C"
"1415",2.02,1,"conj","A1",1.78445575603681,"1","A"
"1416",2.02,1,"conj","M1",21780357.3519367,"1","M"
"1417",2.02,1,"conj","F1",0,"1","F"
"1418",2.02,1,"conj","A2",0,"2","A"
"1419",2.02,1,"conj","M2",8.77568529887243,"2","M"
"1420",2.02,1,"conj","F2",20111820.278544,"2","F"
"1421",2.02,1,"conj","C",978107812.80889,"C","C"
"1422",2.03,1,"conj","A1",1.78957830569435,"1","A"
"1423",2.03,1,"conj","M1",21864441.0884689,"1","M"
"1424",2.03,1,"conj","F1",0,"1","F"
"1425",2.03,1,"conj","A2",0,"2","A"
"1426",2.03,1,"conj","M2",8.87026942881939,"2","M"
"1427",2.03,1,"conj","F2",20181499.2032783,"2","F"
"1428",2.03,1,"conj","C",977954050.047912,"C","C"
"1429",2.04,1,"conj","A1",1.7947155522296,"1","A"
"1430",2.04,1,"conj","M1",21948849.2985294,"1","M"
"1431",2.04,1,"conj","F1",0,"1","F"
"1432",2.04,1,"conj","A2",0,"2","A"
"1433",2.04,1,"conj","M2",8.96566403682872,"2","M"
"1434",2.04,1,"conj","F2",20251419.4244321,"2","F"
"1435",2.04,1,"conj","C",977799721.516161,"C","C"
"1436",2.05,1,"conj","A1",1.79986753775252,"1","A"
"1437",2.05,1,"conj","M1",22033583.2331828,"1","M"
"1438",2.05,1,"conj","F1",0,"1","F"
"1439",2.05,1,"conj","A2",0,"2","A"
"1440",2.05,1,"conj","M2",9.06187551703123,"2","M"
"1441",2.05,1,"conj","F2",20321581.7767759,"2","F"
"1442",2.05,1,"conj","C",977644825.127796,"C","C"
"1443",2.06,1,"conj","A1",1.80503430449331,"1","A"
"1444",2.06,1,"conj","M1",22118644.1483091,"1","M"
"1445",2.06,1,"conj","F1",0,"1","F"
"1446",2.06,1,"conj","A2",0,"2","A"
"1447",2.06,1,"conj","M2",9.15891031216554,"2","M"
"1448",2.06,1,"conj","F2",20391987.0979617,"2","F"
"1449",2.06,1,"conj","C",977489358.789277,"C","C"
"1450",2.07,1,"conj","A1",1.81021589480276,"1","A"
"1451",2.07,1,"conj","M1",22204033.3046217,"1","M"
"1452",2.07,1,"conj","F1",0,"1","F"
"1453",2.07,1,"conj","A2",0,"2","A"
"1454",2.07,1,"conj","M2",9.25677491394082,"2","M"
"1455",2.07,1,"conj","F2",20462636.228533,"2","F"
"1456",2.07,1,"conj","C",977333320.399342,"C","C"
"1457",2.08,1,"conj","A1",1.81541235115261,"1","A"
"1458",2.08,1,"conj","M1",22289751.9676864,"1","M"
"1459",2.08,1,"conj","F1",0,"1","F"
"1460",2.08,1,"conj","A2",0,"2","A"
"1461",2.08,1,"conj","M2",9.35547586340214,"2","M"
"1462",2.08,1,"conj","F2",20533530.0119347,"2","F"
"1463",2.08,1,"conj","C",977176707.848974,"C","C"
"1464",2.09,1,"conj","A1",1.82062371613589,"1","A"
"1465",2.09,1,"conj","M1",22375801.4079397,"1","M"
"1466",2.09,1,"conj","F1",0,"1","F"
"1467",2.09,1,"conj","A2",0,"2","A"
"1468",2.09,1,"conj","M2",9.45501975129862,"2","M"
"1469",2.09,1,"conj","F2",20604669.294523,"2","F"
"1470",2.09,1,"conj","C",977019519.021372,"C","C"
"1471",2.1,1,"conj","A1",1.82585003246725,"1","A"
"1472",2.1,1,"conj","M1",22462182.9007078,"1","M"
"1473",2.1,1,"conj","F1",0,"1","F"
"1474",2.1,1,"conj","A2",0,"2","A"
"1475",2.1,1,"conj","M2",9.55541321845419,"2","M"
"1476",2.1,1,"conj","F2",20676054.9255755,"2","F"
"1477",2.1,1,"conj","C",976861751.791926,"C","C"
"1478",2.11,1,"conj","A1",1.83109134298329,"1","A"
"1479",2.11,1,"conj","M1",22548897.7262248,"1","M"
"1480",2.11,1,"conj","F1",0,"1","F"
"1481",2.11,1,"conj","A2",0,"2","A"
"1482",2.11,1,"conj","M2",9.65666295614116,"2","M"
"1483",2.11,1,"conj","F2",20747687.757301,"2","F"
"1484",2.11,1,"conj","C",976703404.028188,"C","C"
"1485",2.12,1,"conj","A1",1.83634769064297,"1","A"
"1486",2.12,1,"conj","M1",22635947.1696522,"1","M"
"1487",2.12,1,"conj","F1",0,"1","F"
"1488",2.12,1,"conj","A2",0,"2","A"
"1489",2.12,1,"conj","M2",9.75877570645656,"2","M"
"1490",2.12,1,"conj","F2",20819568.6448499,"2","F"
"1491",2.12,1,"conj","C",976544473.589837,"C","C"
"1492",2.13,1,"conj","A1",1.84161911852787,"1","A"
"1493",2.13,1,"conj","M1",22723332.5210971,"1","M"
"1494",2.13,1,"conj","F1",0,"1","F"
"1495",2.13,1,"conj","A2",0,"2","A"
"1496",2.13,1,"conj","M2",9.86175826270118,"2","M"
"1497",2.13,1,"conj","F2",20891698.446324,"2","F"
"1498",2.13,1,"conj","C",976384958.328659,"C","C"
"1499",2.14,1,"conj","A1",1.84690566984259,"1","A"
"1500",2.14,1,"conj","M1",22811055.0756317,"1","M"
"1501",2.14,1,"conj","F1",0,"1","F"
"1502",2.14,1,"conj","A2",0,"2","A"
"1503",2.14,1,"conj","M2",9.96561746976147,"2","M"
"1504",2.14,1,"conj","F2",20964078.0227868,"2","F"
"1505",2.14,1,"conj","C",976224856.088511,"C","C"
"1506",2.15,1,"conj","A1",1.85220738791509,"1","A"
"1507",2.15,1,"conj","M1",22899116.1333122,"1","M"
"1508",2.15,1,"conj","F1",0,"1","F"
"1509",2.15,1,"conj","A2",0,"2","A"
"1510",2.15,1,"conj","M2",10.0703602244943,"2","M"
"1511",2.15,1,"conj","F2",21036708.2382737,"2","F"
"1512",2.15,1,"conj","C",976064164.705294,"C","C"
"1513",2.16,1,"conj","A1",1.85752431619705,"1","A"
"1514",2.16,1,"conj","M1",22987516.9991975,"1","M"
"1515",2.16,1,"conj","F1",0,"1","F"
"1516",2.16,1,"conj","A2",0,"2","A"
"1517",2.16,1,"conj","M2",10.1759934761144,"2","M"
"1518",2.16,1,"conj","F2",21109589.959802,"2","F"
"1519",2.16,1,"conj","C",975902882.006925,"C","C"
"1520",2.17,1,"conj","A1",1.86285649826417,"1","A"
"1521",2.17,1,"conj","M1",23076258.9833692,"1","M"
"1522",2.17,1,"conj","F1",0,"1","F"
"1523",2.17,1,"conj","A2",0,"2","A"
"1524",2.17,1,"conj","M2",10.2825242265848,"2","M"
"1525",2.17,1,"conj","F2",21182724.0573815,"2","F"
"1526",2.17,1,"conj","C",975741005.813305,"C","C"
"1527",2.18,1,"conj","A1",1.8682039778166,"1","A"
"1528",2.18,1,"conj","M1",23165343.4009499,"1","M"
"1529",2.18,1,"conj","F1",0,"1","F"
"1530",2.18,1,"conj","A2",0,"2","A"
"1531",2.18,1,"conj","M2",10.3899595310103,"2","M"
"1532",2.18,1,"conj","F2",21256111.4040243,"2","F"
"1533",2.18,1,"conj","C",975578533.936294,"C","C"
"1534",2.19,1,"conj","A1",1.87356679867922,"1","A"
"1535",2.19,1,"conj","M1",23254771.5721232,"1","M"
"1536",2.19,1,"conj","F1",0,"1","F"
"1537",2.19,1,"conj","A2",0,"2","A"
"1538",2.19,1,"conj","M2",10.4983064980333,"2","M"
"1539",2.19,1,"conj","F2",21329752.8757554,"2","F"
"1540",2.19,1,"conj","C",975415464.179674,"C","C"
"1541",2.2,1,"conj","A1",1.87894500480202,"1","A"
"1542",2.2,1,"conj","M1",23344544.8221528,"1","M"
"1543",2.2,1,"conj","F1",0,"1","F"
"1544",2.2,1,"conj","A2",0,"2","A"
"1545",2.2,1,"conj","M2",10.6075722902333,"2","M"
"1546",2.2,1,"conj","F2",21403649.3516231,"2","F"
"1547",2.2,1,"conj","C",975251794.339127,"C","C"
"1548",2.21,1,"conj","A1",1.88433864026047,"1","A"
"1549",2.21,1,"conj","M1",23434664.4814023,"1","M"
"1550",2.21,1,"conj","F1",0,"1","F"
"1551",2.21,1,"conj","A2",0,"2","A"
"1552",2.21,1,"conj","M2",10.7177641245287,"2","M"
"1553",2.21,1,"conj","F2",21477801.7137092,"2","F"
"1554",2.21,1,"conj","C",975087522.202201,"C","C"
"1555",2.22,1,"conj","A1",1.88974774925587,"1","A"
"1556",2.22,1,"conj","M1",23525131.8853541,"1","M"
"1557",2.22,1,"conj","F1",0,"1","F"
"1558",2.22,1,"conj","A2",0,"2","A"
"1559",2.22,1,"conj","M2",10.828889272582,"2","M"
"1560",2.22,1,"conj","F2",21552210.8471395,"2","F"
"1561",2.22,1,"conj","C",974922645.548279,"C","C"
"1562",2.23,1,"conj","A1",1.89517237611566,"1","A"
"1563",2.23,1,"conj","M1",23615948.3746297,"1","M"
"1564",2.23,1,"conj","F1",0,"1","F"
"1565",2.23,1,"conj","A2",0,"2","A"
"1566",2.23,1,"conj","M2",10.9409550612075,"2","M"
"1567",2.23,1,"conj","F2",21626877.6400941,"2","F"
"1568",2.23,1,"conj","C",974757162.148553,"C","C"
"1569",2.24,1,"conj","A1",1.90061256529384,"1","A"
"1570",2.24,1,"conj","M1",23707115.2950089,"1","M"
"1571",2.24,1,"conj","F1",0,"1","F"
"1572",2.24,1,"conj","A2",0,"2","A"
"1573",2.24,1,"conj","M2",11.0539688727829,"2","M"
"1574",2.24,1,"conj","F2",21701802.9838181,"2","F"
"1575",2.24,1,"conj","C",974591069.76599,"C","C"
"1576",2.25,1,"conj","A1",1.90606836137131,"1","A"
"1577",2.25,1,"conj","M1",23798633.99745,"1","M"
"1578",2.25,1,"conj","F1",0,"1","F"
"1579",2.25,1,"conj","A2",0,"2","A"
"1580",2.25,1,"conj","M2",11.1679381456629,"2","M"
"1581",2.25,1,"conj","F2",21776987.7726323,"2","F"
"1582",2.25,1,"conj","C",974424366.155304,"C","C"
"1583",2.26,1,"conj","A1",1.9115398090562,"1","A"
"1584",2.26,1,"conj","M1",23890505.8381093,"1","M"
"1585",2.26,1,"conj","F1",0,"1","F"
"1586",2.26,1,"conj","A2",0,"2","A"
"1587",2.26,1,"conj","M2",11.2828703745963,"2","M"
"1588",2.26,1,"conj","F2",21852432.9039429,"2","F"
"1589",2.26,1,"conj","C",974257049.062925,"C","C"
"1590",2.27,1,"conj","A1",1.91702695318425,"1","A"
"1591",2.27,1,"conj","M1",23982732.1783609,"1","M"
"1592",2.27,1,"conj","F1",0,"1","F"
"1593",2.27,1,"conj","A2",0,"2","A"
"1594",2.27,1,"conj","M2",11.3987731111466,"2","M"
"1595",2.27,1,"conj","F2",21928139.2782532,"2","F"
"1596",2.27,1,"conj","C",974089116.226967,"C","C"
"1597",2.28,1,"conj","A1",1.92252983871918,"1","A"
"1598",2.28,1,"conj","M1",24075314.3848174,"1","M"
"1599",2.28,1,"conj","F1",0,"1","F"
"1600",2.28,1,"conj","A2",0,"2","A"
"1601",2.28,1,"conj","M2",11.5156539641148,"2","M"
"1602",2.28,1,"conj","F2",22004107.7991735,"2","F"
"1603",2.28,1,"conj","C",973920565.377201,"C","C"
"1604",2.29,1,"conj","A1",1.92804851075305,"1","A"
"1605",2.29,1,"conj","M1",24168253.8293491,"1","M"
"1606",2.29,1,"conj","F1",0,"1","F"
"1607",2.29,1,"conj","A2",0,"2","A"
"1608",2.29,1,"conj","M2",11.6335205999662,"2","M"
"1609",2.29,1,"conj","F2",22080339.3734318,"2","F"
"1610",2.29,1,"conj","C",973751394.23502,"C","C"
"1611",2.3,1,"conj","A1",1.93358301450659,"1","A"
"1612",2.3,1,"conj","M1",24261551.8891046,"1","M"
"1613",2.3,1,"conj","F1",0,"1","F"
"1614",2.3,1,"conj","A2",0,"2","A"
"1615",2.3,1,"conj","M2",11.7523807432598,"2","M"
"1616",2.3,1,"conj","F2",22156834.9108849,"2","F"
"1617",2.3,1,"conj","C",973581600.513411,"C","C"
"1618",2.31,1,"conj","A1",1.93913339532961,"1","A"
"1619",2.31,1,"conj","M1",24355209.9465312,"1","M"
"1620",2.31,1,"conj","F1",0,"1","F"
"1621",2.31,1,"conj","A2",0,"2","A"
"1622",2.31,1,"conj","M2",11.8722421770812,"2","M"
"1623",2.31,1,"conj","F2",22233595.3245288,"2","F"
"1624",2.31,1,"conj","C",973411181.916923,"C","C"
"1625",2.32,1,"conj","A1",1.94469969870134,"1","A"
"1626",2.32,1,"conj","M1",24449229.3893947,"1","M"
"1627",2.32,1,"conj","F1",0,"1","F"
"1628",2.32,1,"conj","A2",0,"2","A"
"1629",2.32,1,"conj","M2",11.9931127434781,"2","M"
"1630",2.32,1,"conj","F2",22310621.5305095,"2","F"
"1631",2.32,1,"conj","C",973240136.141636,"C","C"
"1632",2.33,1,"conj","A1",1.9502819702308,"1","A"
"1633",2.33,1,"conj","M1",24543611.6108001,"1","M"
"1634",2.33,1,"conj","F1",0,"1","F"
"1635",2.33,1,"conj","A2",0,"2","A"
"1636",2.33,1,"conj","M2",12.1150003439001,"2","M"
"1637",2.33,1,"conj","F2",22387914.448134,"2","F"
"1638",2.33,1,"conj","C",973068460.87513,"C","C"
"1639",2.34,1,"conj","A1",1.95588025565716,"1","A"
"1640",2.34,1,"conj","M1",24638358.0092121,"1","M"
"1641",2.34,1,"conj","F1",0,"1","F"
"1642",2.34,1,"conj","A2",0,"2","A"
"1643",2.34,1,"conj","M2",12.2379129396403,"2","M"
"1644",2.34,1,"conj","F2",22465474.9998808,"2","F"
"1645",2.34,1,"conj","C",972896153.796455,"C","C"
"1646",2.35,1,"conj","A1",1.96149460085012,"1","A"
"1647",2.35,1,"conj","M1",24733469.9884753,"1","M"
"1648",2.35,1,"conj","F1",0,"1","F"
"1649",2.35,1,"conj","A2",0,"2","A"
"1650",2.35,1,"conj","M2",12.3618585522818,"2","M"
"1651",2.35,1,"conj","F2",22543304.1114112,"2","F"
"1652",2.35,1,"conj","C",972723212.576095,"C","C"
"1653",2.36,1,"conj","A1",1.96712505181027,"1","A"
"1654",2.36,1,"conj","M1",24828948.9578352,"1","M"
"1655",2.36,1,"conj","F1",0,"1","F"
"1656",2.36,1,"conj","A2",0,"2","A"
"1657",2.36,1,"conj","M2",12.4868452641458,"2","M"
"1658",2.36,1,"conj","F2",22621402.7115798,"2","F"
"1659",2.36,1,"conj","C",972549634.875943,"C","C"
"1660",2.37,1,"conj","A1",1.97277165466946,"1","A"
"1661",2.37,1,"conj","M1",24924796.3319587,"1","M"
"1662",2.37,1,"conj","F1",0,"1","F"
"1663",2.37,1,"conj","A2",0,"2","A"
"1664",2.37,1,"conj","M2",12.6128812187444,"2","M"
"1665",2.37,1,"conj","F2",22699771.7324459,"2","F"
"1666",2.37,1,"conj","C",972375418.349265,"C","C"
"1667",2.38,1,"conj","A1",1.97843445569119,"1","A"
"1668",2.38,1,"conj","M1",25021013.5309548,"1","M"
"1669",2.38,1,"conj","F1",0,"1","F"
"1670",2.38,1,"conj","A2",0,"2","A"
"1671",2.38,1,"conj","M2",12.7399746212363,"2","M"
"1672",2.38,1,"conj","F2",22778412.109284,"2","F"
"1673",2.38,1,"conj","C",972200560.640668,"C","C"
"1674",2.39,1,"conj","A1",1.98411350127095,"1","A"
"1675",2.39,1,"conj","M1",25117601.9803956,"1","M"
"1676",2.39,1,"conj","F1",0,"1","F"
"1677",2.39,1,"conj","A2",0,"2","A"
"1678",2.39,1,"conj","M2",12.8681337388849,"2","M"
"1679",2.39,1,"conj","F2",22857324.7805953,"2","F"
"1680",2.39,1,"conj","C",972025059.386072,"C","C"
"1681",2.4,1,"conj","A1",1.9898088379366,"1","A"
"1682",2.4,1,"conj","M1",25214563.1113369,"1","M"
"1683",2.4,1,"conj","F1",0,"1","F"
"1684",2.4,1,"conj","A2",0,"2","A"
"1685",2.4,1,"conj","M2",12.9973669015216,"2","M"
"1686",2.4,1,"conj","F2",22936510.6881183,"2","F"
"1687",2.4,1,"conj","C",971848912.212673,"C","C"
"1688",2.41,1,"conj","A1",1.99552051234878,"1","A"
"1689",2.41,1,"conj","M1",25311898.3603399,"1","M"
"1690",2.41,1,"conj","F1",0,"1","F"
"1691",2.41,1,"conj","A2",0,"2","A"
"1692",2.41,1,"conj","M2",13.1276825020109,"2","M"
"1693",2.41,1,"conj","F2",23015970.7768403,"2","F"
"1694",2.41,1,"conj","C",971672116.738914,"C","C"
"1695",2.42,1,"conj","A1",2.00124857130124,"1","A"
"1696",2.42,1,"conj","M1",25409609.1694914,"1","M"
"1697",2.42,1,"conj","F1",0,"1","F"
"1698",2.42,1,"conj","A2",0,"2","A"
"1699",2.42,1,"conj","M2",13.2590889967199,"2","M"
"1700",2.42,1,"conj","F2",23095705.9950083,"2","F"
"1701",2.42,1,"conj","C",971494670.574454,"C","C"
"1702",2.43,1,"conj","A1",2.00699306172124,"1","A"
"1703",2.43,1,"conj","M1",25507696.9864256,"1","M"
"1704",2.43,1,"conj","F1",0,"1","F"
"1705",2.43,1,"conj","A2",0,"2","A"
"1706",2.43,1,"conj","M2",13.3915949059906,"2","M"
