SetID,SweepID,gamma_M,psi_M,end_time,A1,M1,F1,A2,M2,F2,C,log_gamma_M,Anc,Mut,Anc_freq,Mut_freq,Mut_freq0,Mut_freq_change,Mut_freq_inv,log_Mut_freq0,log_Mut_freq_change,log_Mut_freq_change2
pDG_S.pB10,11,6.695417445800901e-15,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-14.174222340421048,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,12,9.750861003427414e-15,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-14.010957034298599,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,13,1.4200651576667772e-14,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-13.84769172817615,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,14,2.0681097303205752e-14,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-13.6844264220537,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,15,3.0118884570578663e-14,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-13.521161115931253,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,16,4.3863591688397966e-14,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-13.357895809808804,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,17,6.38806749731346e-14,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-13.194630503686355,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,18,9.303252373887645e-14,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-13.031365197563906,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,19,1.3548777430521106e-13,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-12.868099891441457,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,20,1.9731741382942637e-13,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-12.704834585319007,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,21,2.8736291521496804e-13,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-12.541569279196558,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,22,4.185005440636379e-13,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-12.37830397307411,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,23,6.094826301805217e-13,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-12.21503866695166,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,24,8.87619100526853e-13,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-12.051773360829213,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,25,1.2926827256533114e-12,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-11.888508054706762,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,26,1.882596519397351e-12,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-11.725242748584314,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,27,2.741716574773475e-12,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-11.561977442461865,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,28,3.992894759411276e-12,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-11.398712136339416,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,29,5.8150462036913094e-12,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-11.235446830216967,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,30,8.468733685345229e-12,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-11.072181524094518,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,31,1.2333427409015975e-11,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-10.90891621797207,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,32,1.796176822949261e-11,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-10.74565091184962,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,33,2.6158593814251675e-11,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-10.582385605727172,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,34,3.8096028274959047e-11,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-10.419120299604721,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,35,5.548109277708075e-11,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-10.255854993482274,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,36,8.079980499600684e-11,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-10.092589687359824,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,37,1.17672672988332e-10,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-9.929324381237375,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,38,1.7137241815005908e-10,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-9.766059075114926,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,39,2.4957796025854517e-10,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-9.602793768992477,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,40,3.6347248244039686e-10,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-9.43952846287003,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,41,5.29342596415672e-10,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-9.276263156747579,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,42,7.709072843665162e-10,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-9.112997850625131,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,43,1.1227096498817992e-9,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-8.94973254450268,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,44,1.635056489281307e-9,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-8.786467238380233,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,45,2.381212028793362e-9,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-8.623201932257784,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,46,3.467874512740861e-9,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-8.459936626135335,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,47,5.050433766795523e-9,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-8.296671320012885,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,48,7.355191526993536e-9,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-8.133406013890436,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,49,1.0711721982067093e-8,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-7.970140707767987,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,50,1.5600000000000017e-8,0.07599999999999996,48,1001000999.9995984,0,0,0,0,0,0,-7.806875401645538,1001000999.9995984,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,51,1.5600000000000014e-16,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-15.806875401645538,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,52,2.271903624901943e-16,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-15.643610095523089,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,53,3.3086833851555043e-16,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-15.48034478940064,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,54,4.818596010504882e-16,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-15.31707948327819,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,55,7.0175549635923565e-16,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-15.153814177155741,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,56,1.0220005487008985e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-14.990548871033294,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,57,1.4883889431059898e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-14.827283564910845,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,58,2.1676129712220946e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-14.664018258788396,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,59,3.1567998504512458e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-14.500752952665946,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,60,4.597400655980828e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-14.337487646543497,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,61,6.695417445800901e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-14.174222340421048,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,62,9.750861003427414e-15,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-14.010957034298599,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,63,1.4200651576667772e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-13.84769172817615,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,64,2.0681097303205752e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-13.6844264220537,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,65,3.0118884570578663e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-13.521161115931253,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,66,4.3863591688397966e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-13.357895809808804,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,67,6.38806749731346e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-13.194630503686355,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,68,9.303252373887645e-14,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-13.031365197563906,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,69,1.3548777430521106e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-12.868099891441457,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,70,1.9731741382942637e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-12.704834585319007,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,71,2.8736291521496804e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-12.541569279196558,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,72,4.185005440636379e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-12.37830397307411,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,73,6.094826301805217e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-12.21503866695166,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,74,8.87619100526853e-13,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-12.051773360829213,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,75,1.2926827256533114e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-11.888508054706762,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,76,1.882596519397351e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-11.725242748584314,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,77,2.741716574773475e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-11.561977442461865,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,78,3.992894759411276e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-11.398712136339416,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,79,5.8150462036913094e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-11.235446830216967,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,80,8.468733685345229e-12,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-11.072181524094518,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,81,1.2333427409015975e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-10.90891621797207,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,82,1.796176822949261e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-10.74565091184962,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,83,2.6158593814251675e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-10.582385605727172,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,84,3.8096028274959047e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-10.419120299604721,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,85,5.548109277708075e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-10.255854993482274,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,86,8.079980499600684e-11,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-10.092589687359824,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,87,1.17672672988332e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-9.929324381237375,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,88,1.7137241815005908e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-9.766059075114926,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,89,2.4957796025854517e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-9.602793768992477,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,90,3.6347248244039686e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-9.43952846287003,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,91,5.29342596415672e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-9.276263156747579,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,92,7.709072843665162e-10,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-9.112997850625131,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,93,1.1227096498817992e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-8.94973254450268,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,94,1.635056489281307e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-8.786467238380233,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,95,2.381212028793362e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-8.623201932257784,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,96,3.467874512740861e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-8.459936626135335,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,97,5.050433766795523e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-8.296671320012885,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,98,7.355191526993536e-9,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-8.133406013890436,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,99,1.0711721982067093e-8,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-7.970140707767987,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,100,1.5600000000000017e-8,0.09232653061224486,48,1001000999.999438,0,0,0,0,0,0,-7.806875401645538,1001000999.999438,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,101,1.5600000000000014e-16,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0,-15.806875401645538,1001000999.9992344,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,102,2.271903624901943e-16,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0,-15.643610095523089,1001000999.9992344,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,103,3.3086833851555043e-16,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0,-15.48034478940064,1001000999.9992344,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,104,4.818596010504882e-16,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0,-15.31707948327819,1001000999.9992344,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,105,7.0175549635923565e-16,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0,-15.153814177155741,1001000999.9992344,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,106,1.0220005487008985e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0,-14.990548871033294,1001000999.9992344,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,107,1.4883889431059898e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0,-14.827283564910845,1001000999.9992344,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,108,2.1676129712220946e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0,-14.664018258788396,1001000999.9992344,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
pDG_S.pB10,109,3.1567998504512458e-15,0.10865306122448976,48,1001000999.9992344,0,0,0,0,0,0,-14.500752952665946,1001000999.9992344,0,1,0,1.9999996000000803e-07,-1.9999996000000803e-07,Decrease,-6.698970091194907,-Inf,NA
