SetID,SweepID,gamma_M,psi_M,end_time,A1,M1,A2,M2,log_gamma_M,Anc,Mut,Anc_freq,Mut_freq,Mut_freq0,Mut_freq_change,Mut_freq_inv,log_Mut_freq0,log_Mut_freq_change
pDim90_E.RP4,1,3.9000000000000034e-15,0.62,24,116318538.3567172,180131.85852276432,4131652.8827720503,0.6287309724914332,-14.4089353929735,120450191.23948924,180132.48725373682,0.9985067395851329,0.0014932604148670007,0.009900990099009901,-0.008407729684142901,Decrease,-2.0043213737826426,-0.8215430737652696
pDim90_E.RP4,2,4.6975638070092586e-15,0.62,24,116318538.3646214,180131.85853020468,4131652.8827816895,0.7573089525010764,-14.32812731216542,120450191.24740309,180132.6158391572,0.9985067385208767,0.0014932614791233778,0.009900990099009901,-0.008407728619886524,Decrease,-2.0043213737826426,-0.8215427642408875
pDim90_E.RP4,3,5.65823223613416e-15,0.62,24,116318538.37414137,180131.85853916602,4131652.882793266,0.9121817064653598,-14.24731923135734,120450191.25693463,180132.77072087248,0.9985067372389751,0.0014932627610249605,0.009900990099009901,-0.00840772733798494,Decrease,-2.0043213737826426,-0.8215423914176729
pDim90_E.RP4,4,6.815360760029969e-15,0.62,24,116318538.38560902,180131.8585499601,4131652.882807242,1.098726663678974,-14.166511150549258,120450191.26841626,180132.95727662378,0.9985067356949185,0.0014932643050814044,0.009900990099009901,-0.008407725793928497,Decrease,-2.0043213737826426,-0.8215419423507946
pDim90_E.RP4,5,8.209126163596892e-15,0.62,24,116318538.39942127,180131.8585629615,4131652.882824068,1.32342098152926,-14.085703069741177,120450191.28224534,180133.18198394304,0.998506733835095,0.00149326616490498,0.009900990099009901,-0.00840772393410492,Decrease,-2.0043213737826426,-0.8215414014481492
pDim90_E.RP4,6,9.887921526483464e-15,0.62,24,116318538.41605806,180131.85857862254,4131652.882844323,1.5940664549491486,-14.004894988933096,120450191.29890239,180133.4526450775,0.9985067315949279,0.001493268405072139,0.009900990099009901,-0.008407721693937761,Decrease,-2.0043213737826426,-0.8215407499289968
pDim90_E.RP4,7,1.1910036484450316e-14,0.62,24,116318538.43609728,180131.85859748613,4131652.8828687286,1.9200604256827216,-13.924086908125016,120450191.318966,180133.7786579118,0.9985067288966342,0.0014932711033658647,0.009900990099009901,-0.008407718995644036,Decrease,-2.0043213737826426,-0.821539965171874
pDim90_E.RP4,8,1.4345681110131686e-14,0.62,24,116318538.46023498,180131.85862020656,4131652.8828981216,2.3127221007574277,-13.843278827316935,120450191.3431331,180134.17134230732,0.9985067256465233,0.00149327435347666,0.009900990099009901,-0.00840771574553324,Decrease,-2.0043213737826426,-0.8215390199291486
pDim90_E.RP4,9,1.7279423684577173e-14,0.62,24,116318538.4893088,180131.85864757418,4131652.882933542,2.785685614833978,-13.762470746508853,120450191.37224235,180134.644333189,0.998506721731744,0.0014932782682560034,0.009900990099009901,-0.008407711830753898,Decrease,-2.0043213737826426,-0.8215378813809413
pDim90_E.RP4,10,2.0813127001704593e-14,0.62,24,116318538.52432838,180131.85868053866,4131652.882976192,3.3553734905699604,-13.681662665700774,120450191.40730457,180135.21405402923,0.9985067170163647,0.0014932829836351847,0.009900990099009901,-0.008407707115374717,Decrease,-2.0043213737826426,-0.8215365099956013
