SetID,SweepID,gamma_M,psi_M,end_time,A1,M1,A2,M2,log_gamma_M,Anc,Mut,Anc_freq,Mut_freq,Mut_freq0,Mut_freq_change,Mut_freq_inv
pHFC_S.pB10,1,1.5600000000000014e-16,0.07599999999999996,29,0,0,420578859.5567557,0.00435143138571262,-15.806875401645538,420578859.5567557,0.00435143138571262,0.9999999999896537,1.0346291276393524e-11,0.009900990099009901,-0.00990099008866361,Decrease
pHFC_S.pB10,2,2.501801240252073e-16,0.07599999999999996,29,0,0,420578859.5403724,0.00697847217866316,-15.601747196517334,420578859.5403724,0.00697847217866316,0.9999999999834075,1.6592541494296126e-11,0.009900990099009901,-0.00990099008241736,Decrease
pHFC_S.pB10,3,4.012185542132585e-16,0.07599999999999996,29,0,0,420578859.5142552,0.01119150690121624,-15.396618991389127,420578859.5142552,0.01119150690121624,0.9999999999733903,2.6609770433644698e-11,0.009900990099009901,-0.009900990072400131,Decrease
pHFC_S.pB10,4,6.434417157326109e-16,0.07599999999999996,29,0,0,420578859.47221446,0.0179480300712637,-15.191490786260923,420578859.47221446,0.0179480300712637,0.9999999999573254,4.2674589238795326e-11,0.009900990099009901,-0.009900990056335312,Decrease
pHFC_S.pB10,5,1.031899540031906e-15,0.07599999999999996,29,0,0,420578859.40488213,0.02878359399521763,-14.986362581132717,420578859.40488213,0.02878359399521763,0.9999999999315619,6.843804282977143e-11,0.009900990099009901,-0.009900990030571858,Decrease
pHFC_S.pB10,6,1.654876634017541e-15,0.07599999999999996,29,0,0,420578859.29691035,0.04616079372027604,-14.781234376004512,420578859.29691035,0.04616079372027604,0.9999999998902446,1.0975538283682997e-10,0.009900990099009901,-0.009900989989254518,Decrease
pHFC_S.pB10,7,2.6539566765700364e-15,0.07599999999999996,29,0,0,420578859.12374663,0.0740289417345696,-14.576106170876308,420578859.12374663,0.0740289417345696,0.9999999998239831,1.760167923698651e-10,0.009900990099009901,-0.009900989922993108,Decrease
pHFC_S.pB10,8,4.256200067319365e-15,0.07599999999999996,29,0,0,420578858.8460437,0.11872163132268458,-14.370977965748102,420578858.8460437,0.11872163132268458,0.9999999997177186,2.822815003467178e-10,0.009900990099009901,-0.0099009898167284,Decrease
pHFC_S.pB10,9,6.825747825115728e-15,0.07599999999999996,29,0,0,420578858.4006838,0.19039618229714975,-14.165849760619897,420578858.4006838,0.19039618229714975,0.9999999995472997,4.527003162616596e-10,0.009900990099009901,-0.009900989646309585,Decrease
pHFC_S.pB10,10,1.0946579727257996e-14,0.07599999999999996,29,0,0,420578857.68645346,0.30534212395636373,-13.960721555491691,420578857.68645346,0.30534212395636373,0.9999999992739955,7.260044535151602e-10,0.009900990099009901,-0.009900989373005448,Decrease
pHFC_S.pB10,11,1.7555235088571945e-14,0.07599999999999996,29,0,0,420578856.54103035,0.4896833958305865,-13.755593350363487,420578856.54103035,0.4896833958305865,0.9999999988356919,1.1643081615841338e-9,0.009900990099009901,-0.009900988934701739,Decrease
pHFC_S.pB10,12,2.8153659562503828e-14,0.07599999999999996,29,0,0,420578854.7040909,0.7853157479218623,-13.550465145235282,420578854.7040909,0.7853157479218623,0.9999999981327741,1.8672259379469506e-9,0.009900990099009901,-0.009900988231783963,Decrease
pHFC_S.pB10,13,4.5150551545581374e-14,0.07599999999999996,29,0,0,420578851.75814486,1.259428947555525,-13.345336940107076,420578851.75814486,1.259428947555525,0.9999999970054868,2.994513248869648e-9,0.009900990099009901,-0.009900987104496653,Decrease
pHFC_S.pB10,14,7.240878580435932e-14,0.07599999999999996,29,0,0,420578847.0336707,2.0197784586183984,-13.140208734978872,420578847.0336707,2.0197784586183984,0.9999999951976224,4.802377635404379e-9,0.009900990099009901,-0.009900985296632265,Decrease
pHFC_S.pB10,15,1.1612332700672657e-13,0.07599999999999996,29,0,0,420578839.456908,3.239178816960276,-12.935080529850666,420578839.456908,3.239178816960276,0.999999992298284,7.701716035442442e-9,0.009900990099009901,-0.009900982397293865,Decrease
pHFC_S.pB10,16,1.8622915610745218e-13,0.07599999999999996,29,0,0,420578827.30582297,5.194788995119833,-12.729952324722461,420578827.30582297,5.194788995119833,0.9999999876484773,1.235152269607452e-8,0.009900990099009901,-0.009900977747487206,Decrease
pHFC_S.pB10,17,2.986591882825131e-13,0.07599999999999996,29,0,0,420578807.818707,8.33112762843706,-12.524824119594257,420578807.818707,8.33112762843706,0.9999999801912809,1.980871909979657e-8,0.009900990099009901,-0.009900970290290802,Decrease
pHFC_S.pB10,18,4.78965338242225e-13,0.07599999999999996,29,0,0,420578776.5662496,13.361163995598757,-12.31969591446605,420578776.5662496,13.361163995598757,0.9999999682314841,3.1768515948949115e-8,0.009900990099009901,-0.009900958330493953,Decrease
pHFC_S.pB10,19,7.681256905462509e-13,0.07599999999999996,29,0,0,420578726.4446318,21.428522555553087,-12.114567709337846,420578726.4446318,21.428522555553087,0.999999949049916,5.095008405421351e-8,0.009900990099009901,-0.009900939148925847,Decrease
pHFC_S.pB10,20,1.2318575674859596e-12,0.07599999999999996,29,0,0,420578646.0598415,34.367827015670734,-11.90943950420964,420578646.0598415,34.367827015670734,0.999999918284429,8.171557098596524e-8,0.009900990099009901,-0.009900908383438916,Decrease
pHFC_S.pB10,21,1.9755530706091498e-12,0.07599999999999996,29,0,0,420578517.13574034,55.122768587732175,-11.704311299081436,420578517.13574034,55.122768587732175,0.9999998689358607,1.3106413931580643e-7,0.009900990099009901,-0.009900859034870585,Decrease
pHFC_S.pB10,22,3.1682314886113828e-12,0.07599999999999996,29,0,0,420578310.3528031,88.41798422962296,-11.499183093953231,420578310.3528031,88.41798422962296,0.9999997897705053,2.1022949463890611e-7,0.009900990099009901,-0.009900779869515262,Decrease
pHFC_S.pB10,23,5.080952222829267e-12,0.07599999999999996,29,0,0,420577978.66736495,141.8402013905984,-11.294054888825025,420577978.66736495,141.8402013905984,0.9999996627494526,3.3725054745934327e-7,0.009900990099009901,-0.009900652848462442,Decrease
pHFC_S.pB10,24,8.148418315856301e-12,0.07599999999999996,29,0,0,420577446.5727728,227.58146870676745,-11.088926683696819,420577446.5727728,227.58146870676745,0.9999994588836196,5.411163803794893e-7,0.009900990099009901,-0.009900448982629522,Decrease
pHFC_S.pB10,25,1.3067771185065376e-11,0.07599999999999996,29,0,0,420576592.819847,365.2589874539668,-10.883798478568615,420576592.819847,365.2589874539668,0.9999991315287716,8.684712284820449e-7,0.009900990099009901,-0.009900121627781418,Decrease
pHFC_S.pB10,26,2.0957029588542843e-11,0.07599999999999996,29,0,0,420575222.5514902,586.4997590994359,-10.67867027344041,420575222.5514902,586.4997590994359,0.9999986054838474,1.3945161525635154e-6,0.009900990099009901,-0.009899595582857338,Decrease
pHFC_S.pB10,27,3.360918116449733e-11,0.07599999999999996,29,0,0,420573022.22179365,942.4546428745144,-10.473542068312206,420573022.22179365,942.4546428745144,0.9999977591227179,2.2408772820723235e-6,0.009900990099009901,-0.009898749221727829,Decrease
pHFC_S.pB10,28,5.389967379563866e-11,0.07599999999999996,29,0,0,420569486.2799731,1516.2685103226738,-10.268413863184,420569486.2799731,1516.2685103226738,0.9999963947383411,3.6052616588750156e-6,0.009900990099009901,-0.009897384837351026,Decrease
pHFC_S.pB10,29,8.643991714814833e-11,0.07599999999999996,29,0,0,420563796.9486115,2444.175700373718,-10.063285658055793,420563796.9486115,2444.175700373718,0.9999941883692476,5.811630752481779e-6,0.009900990099009901,-0.00989517846825742,Decrease
pHFC_S.pB10,30,1.386253153387973e-10,0.07599999999999996,29,0,0,420554624.51506525,3952.2247636523794,-9.858157452927589,420554624.51506525,3952.2247636523794,0.9999906024392743,9.397560725761523e-6,0.009900990099009901,-0.009891592538284139,Decrease
pHFC_S.pB10,31,2.2231601656726766e-10,0.07599999999999996,29,0,0,420539788.8569085,6422.9230412570805,-9.653029247799385,420539788.8569085,6422.9230412570805,0.9999847271884483,1.5272811551606287e-5,0.009900990099009901,-0.009885717287458295,Decrease
pHFC_S.pB10,32,3.5653236280505784e-10,0.07599999999999996,29,0,0,420515667.9556561,10523.355070416445,-9.44790104267118,420515667.9556561,10523.355070416445,0.9999749757439896,2.5024256010348578e-05,0.009900990099009901,-0.009875965842999553,Decrease
pHFC_S.pB10,33,5.71777632984422e-10,0.07599999999999996,29,0,0,420476116.1578444,17471.00621712394,-9.242772837542974,420476116.1578444,17471.00621712394,0.9999584511946188,4.154880538120402e-5,0.009900990099009901,-0.009859441293628698,Decrease
