SetID,SweepID,gamma_M,psi_M,end_time,A1,M1,A2,M2
pHFC_S.pB10,1,1.5600000000000014e-16,0.07599999999999996,29,0,0,420578859.5567557,0.004351431385712621
pHFC_S.pB10,2,2.501801240252073e-16,0.07599999999999996,29,0,0,420578859.5403724,0.006978472178663169
pHFC_S.pB10,3,4.012185542132585e-16,0.07599999999999996,29,0,0,420578859.5142552,0.011191506901216248
pHFC_S.pB10,4,6.434417157326109e-16,0.07599999999999996,29,0,0,420578859.47221446,0.017948030071263704
pHFC_S.pB10,5,1.031899540031906e-15,0.07599999999999996,29,0,0,420578859.40488213,0.028783593995217634
pHFC_S.pB10,6,1.654876634017541e-15,0.07599999999999996,29,0,0,420578859.29691035,0.04616079372027604
pHFC_S.pB10,7,2.6539566765700364e-15,0.07599999999999996,29,0,0,420578859.12374663,0.0740289417345696
pHFC_S.pB10,8,4.256200067319365e-15,0.07599999999999996,29,0,0,420578858.8460437,0.11872163132268458
pHFC_S.pB10,9,6.825747825115728e-15,0.07599999999999996,29,0,0,420578858.4006838,0.19039618229714975
pHFC_S.pB10,10,1.0946579727257996e-14,0.07599999999999996,29,0,0,420578857.68645346,0.30534212395636373
pHFC_S.pB10,11,1.7555235088571945e-14,0.07599999999999996,29,0,0,420578856.54103035,0.4896833958305865
pHFC_S.pB10,12,2.8153659562503828e-14,0.07599999999999996,29,0,0,420578854.7040909,0.7853157479218623
pHFC_S.pB10,13,4.5150551545581374e-14,0.07599999999999996,29,0,0,420578851.75814486,1.259428947555525
pHFC_S.pB10,14,7.240878580435932e-14,0.07599999999999996,29,0,0,420578847.0336707,2.0197784586183984
pHFC_S.pB10,15,1.1612332700672657e-13,0.07599999999999996,29,0,0,420578839.456908,3.2391788169602758
pHFC_S.pB10,16,1.8622915610745218e-13,0.07599999999999996,29,0,0,420578827.30582297,5.194788995119833
pHFC_S.pB10,17,2.986591882825131e-13,0.07599999999999996,29,0,0,420578807.818707,8.33112762843706
pHFC_S.pB10,18,4.78965338242225e-13,0.07599999999999996,29,0,0,420578776.5662496,13.361163995598757
pHFC_S.pB10,19,7.681256905462509e-13,0.07599999999999996,29,0,0,420578726.4446318,21.428522555553087
pHFC_S.pB10,20,1.2318575674859596e-12,0.07599999999999996,29,0,0,420578646.0598415,34.367827015670734
pHFC_S.pB10,21,1.9755530706091498e-12,0.07599999999999996,29,0,0,420578517.13574034,55.122768587732175
pHFC_S.pB10,22,3.1682314886113828e-12,0.07599999999999996,29,0,0,420578310.3528031,88.41798422962296
pHFC_S.pB10,23,5.080952222829267e-12,0.07599999999999996,29,0,0,420577978.66736495,141.8402013905984
pHFC_S.pB10,24,8.148418315856301e-12,0.07599999999999996,29,0,0,420577446.5727728,227.58146870676742
pHFC_S.pB10,25,1.3067771185065376e-11,0.07599999999999996,29,0,0,420576592.819847,365.25898745396677
pHFC_S.pB10,26,2.0957029588542843e-11,0.07599999999999996,29,0,0,420575222.5514902,586.4997590994359
pHFC_S.pB10,27,3.360918116449733e-11,0.07599999999999996,29,0,0,420573022.22179365,942.4546428745145
pHFC_S.pB10,28,5.389967379563866e-11,0.07599999999999996,29,0,0,420569486.2799731,1516.2685103226738
pHFC_S.pB10,29,8.643991714814833e-11,0.07599999999999996,29,0,0,420563796.94861156,2444.175700373718
pHFC_S.pB10,30,1.386253153387973e-10,0.07599999999999996,29,0,0,420554624.51506525,3952.2247636523794
pHFC_S.pB10,31,2.2231601656726766e-10,0.07599999999999996,29,0,0,420539788.85690844,6422.9230412570805
pHFC_S.pB10,32,3.5653236280505784e-10,0.07599999999999996,29,0,0,420515667.9556561,10523.355070416445
pHFC_S.pB10,33,5.717776329844221e-10,0.07599999999999996,29,0,0,420476116.1578444,17471.00621712394
pHFC_S.pB10,34,9.169705072748891e-10,0.07599999999999996,29,0,0,420410351.62987214,29641.242000469618
pHFC_S.pB10,35,1.4705627899839026e-9,0.07599999999999996,29,0,0,420298435.15965354,52131.33108480046
pHFC_S.pB10,36,2.358369110160432e-9,0.07599999999999996,29,0,0,420100314.4059928,97428.00142429738
pHFC_S.pB10,37,3.782160746648424e-9,0.07599999999999996,29,0,0,419724461.2422068,202228.76935023634
pHFC_S.pB10,38,6.065522081280619e-9,0.07599999999999996,29,0,0,418915257.4267345,505350.408019892
pHFC_S.pB10,39,9.727391452387332e-9,0.07599999999999996,29,0,0,416698413.79357505,1755234.4436103397
pHFC_S.pB10,40,1.5600000000000017e-8,0.07599999999999996,29,0,0,407234711.6797881,10241303.522145892
pHFC_S.pB10,41,1.5600000000000014e-16,0.09651282051282048,29,0,0,420578648.8152587,0.007839323559841762
pHFC_S.pB10,42,2.501801240252073e-16,0.09651282051282048,29,0,0,420578648.7981743,0.012572070317235343
pHFC_S.pB10,43,4.012185542132585e-16,0.09651282051282048,29,0,0,420578648.77078485,0.020162065293848733
pHFC_S.pB10,44,6.434417157326109e-16,0.09651282051282048,29,0,0,420578648.7268518,0.03233428325472958
pHFC_S.pB10,45,1.031899540031906e-15,0.09651282051282048,29,0,0,420578648.6564034,0.051855099285462884
pHFC_S.pB10,46,1.654876634017541e-15,0.09651282051282048,29,0,0,420578648.54342484,0.08316100282094445
pHFC_S.pB10,47,2.6539566765700364e-15,0.09651282051282048,29,0,0,420578648.3622338,0.133366879902731
pHFC_S.pB10,48,4.256200067319365e-15,0.09651282051282048,29,0,0,420578648.07165325,0.21388301892484868
pHFC_S.pB10,49,6.825747825115728e-15,0.09651282051282048,29,0,0,420578647.60564995,0.34300834486403897
pHFC_S.pB10,50,1.0946579727257996e-14,0.09651282051282048,29,0,0,420578646.85830283,0.5500892679882254
pHFC_S.pB10,51,1.7555235088571945e-14,0.09651282051282048,29,0,0,420578645.6597784,0.8821893855829083
pHFC_S.pB10,52,2.8153659562503828e-14,0.09651282051282048,29,0,0,420578643.7376718,1.414786008493155
pHFC_S.pB10,53,4.5150551545581374e-14,0.09651282051282048,29,0,0,420578640.6551498,2.2689248978517047
pHFC_S.pB10,54,7.240878580435932e-14,0.09651282051282048,29,0,0,420578635.7116378,3.638732966633534
pHFC_S.pB10,55,1.1612332700672657e-13,0.09651282051282048,29,0,0,420578627.7836004,5.835544332255896
pHFC_S.pB10,56,1.8622915610745218e-13,0.09651282051282048,29,0,0,420578615.0691666,9.358674883850911
pHFC_S.pB10,57,2.986591882825131e-13,0.09651282051282048,29,0,0,420578594.67853516,15.008947389810277
pHFC_S.pB10,58,4.78965338242225e-13,0.09651282051282048,29,0,0,420578561.9771725,24.070811990195715
pHFC_S.pB10,59,7.681256905462509e-13,0.09651282051282048,29,0,0,420578509.5315973,38.604565821063524
pHFC_S.pB10,60,1.2318575674859596e-12,0.09651282051282048,29,0,0,420578425.4198523,61.91537589095824
pHFC_S.pB10,61,1.9755530706091498e-12,0.09651282051282048,29,0,0,420578290.51785386,99.30644986406433
pHFC_S.pB10,62,3.1682314886113828e-12,0.09651282051282048,29,0,0,420578074.1462397,159.28945787359015
pHFC_S.pB10,63,5.080952222829267e-12,0.09651282051282048,29,0,0,420577727.0783765,255.53226737016416
pHFC_S.pB10,64,8.148418315856301e-12,0.09651282051282048,29,0,0,420577170.30260754,409.9994560286625
pHFC_S.pB10,65,1.3067771185065376e-11,0.09651282051282048,29,0,0,420576276.9362349,658.0323669287998
pHFC_S.pB10,66,2.0957029588542843e-11,0.09651282051282048,29,0,0,420574843.05756867,1056.6085472713844
pHFC_S.pB10,67,3.360918116449733e-11,0.09651282051282048,29,0,0,420572540.50466627,1697.8786100212399
pHFC_S.pB10,68,5.389967379563866e-11,0.09651282051282048,29,0,0,420568840.0840088,2731.631603013875
pHFC_S.pB10,69,8.643991714814833e-11,0.09651282051282048,29,0,0,420562885.5743548,4403.298884078223
pHFC_S.pB10,70,1.386253153387973e-10,0.09651282051282048,29,0,0,420553284.2397643,7120.113819844017
pHFC_S.pB10,71,2.2231601656726766e-10,0.09651282051282048,29,0,0,420537751.29097337,11571.17032410819
pHFC_S.pB10,72,3.5653236280505784e-10,0.09651282051282048,29,0,0,420512487.3203944,18958.219674209762
pHFC_S.pB10,73,5.717776329844221e-10,0.09651282051282048,29,0,0,420471036.4377479,31474.51734769993
pHFC_S.pB10,74,9.169705072748891e-10,0.09651282051282048,29,0,0,420402047.6361512,53399.05759577098
pHFC_S.pB10,75,1.4705627899839026e-9,0.09651282051282048,29,0,0,420284460.16825324,93913.5401198782
pHFC_S.pB10,76,2.358369110160432e-9,0.09651282051282048,29,0,0,420075768.75772,175507.6902276545
pHFC_S.pB10,77,3.782160746648424e-9,0.09651282051282048,29,0,0,419678212.25052977,364260.36042492883
pHFC_S.pB10,78,6.065522081280619e-9,0.09651282051282048,29,0,0,418816534.66469836,909963.7416243758
pHFC_S.pB10,79,9.727391452387332e-9,0.09651282051282048,29,0,0,416432272.02304715,3156219.3955185656
pHFC_S.pB10,80,1.5600000000000017e-8,0.09651282051282048,29,0,0,406161671.95107555,18244791.074163143
pHFC_S.pB10,81,1.5600000000000014e-16,0.11702564102564098,29,0,0,420578421.8173299,0.01412293695836097
pHFC_S.pB10,82,2.501801240252073e-16,0.11702564102564098,29,0,0,420578421.79942656,0.022649219051962075
