...1,Time,Cycle,Phase,Cell_types,Density,Host,Genotype,Genotype_plot
1,0,1,conj,A1,10000000,rifR,Ancestor,Ancestor
15,0.02,1,conj,A1,10057508.167394,rifR,Ancestor,Ancestor
29,0.04,1,conj,A1,10115346.9807499,rifR,Ancestor,Ancestor
43,0.06,1,conj,A1,10173518.3402244,rifR,Ancestor,Ancestor
57,0.08,1,conj,A1,10232024.1568822,rifR,Ancestor,Ancestor
71,0.1,1,conj,A1,10290866.3527592,rifR,Ancestor,Ancestor
85,0.12,1,conj,A1,10350046.8609248,rifR,Ancestor,Ancestor
99,0.14,1,conj,A1,10409567.6255452,rifR,Ancestor,Ancestor
113,0.16,1,conj,A1,10469430.6019472,rifR,Ancestor,Ancestor
127,0.18,1,conj,A1,10529637.7566817,rifR,Ancestor,Ancestor
141,0.2,1,conj,A1,10590191.0675885,rifR,Ancestor,Ancestor
155,0.22,1,conj,A1,10651092.5238603,rifR,Ancestor,Ancestor
169,0.24,1,conj,A1,10712344.1261083,rifR,Ancestor,Ancestor
183,0.26,1,conj,A1,10773947.8864271,rifR,Ancestor,Ancestor
197,0.28,1,conj,A1,10835905.828461,rifR,Ancestor,Ancestor
211,0.3,1,conj,A1,10898219.9874694,rifR,Ancestor,Ancestor
225,0.32,1,conj,A1,10960892.4103941,rifR,Ancestor,Ancestor
239,0.34,1,conj,A1,11023925.1559254,rifR,Ancestor,Ancestor
253,0.36,1,conj,A1,11087320.2945701,rifR,Ancestor,Ancestor
267,0.38,1,conj,A1,11151079.9087186,rifR,Ancestor,Ancestor
281,0.4,1,conj,A1,11215206.0927131,rifR,Ancestor,Ancestor
295,0.42,1,conj,A1,11279700.952916,rifR,Ancestor,Ancestor
309,0.44,1,conj,A1,11344566.607779,rifR,Ancestor,Ancestor
323,0.46,1,conj,A1,11409805.1879117,rifR,Ancestor,Ancestor
337,0.48,1,conj,A1,11475418.8361518,rifR,Ancestor,Ancestor
351,0.5,1,conj,A1,11541409.7076346,rifR,Ancestor,Ancestor
365,0.52,1,conj,A1,11607779.9698636,rifR,Ancestor,Ancestor
379,0.54,1,conj,A1,11674531.8027815,rifR,Ancestor,Ancestor
393,0.56,1,conj,A1,11741667.398841,rifR,Ancestor,Ancestor
407,0.58,1,conj,A1,11809188.9630764,rifR,Ancestor,Ancestor
421,0.6,1,conj,A1,11877098.7131761,rifR,Ancestor,Ancestor
435,0.62,1,conj,A1,11945398.8795543,rifR,Ancestor,Ancestor
449,0.64,1,conj,A1,12014091.7054246,rifR,Ancestor,Ancestor
463,0.66,1,conj,A1,12083179.4468723,rifR,Ancestor,Ancestor
477,0.68,1,conj,A1,12152664.3729289,rifR,Ancestor,Ancestor
491,0.7,1,conj,A1,12222548.7656459,rifR,Ancestor,Ancestor
505,0.72,1,conj,A1,12292834.9201688,rifR,Ancestor,Ancestor
519,0.74,1,conj,A1,12363525.1448129,rifR,Ancestor,Ancestor
533,0.76,1,conj,A1,12434621.7611379,rifR,Ancestor,Ancestor
547,0.78,1,conj,A1,12506127.1040239,rifR,Ancestor,Ancestor
561,0.8,1,conj,A1,12578043.5217478,rifR,Ancestor,Ancestor
575,0.82,1,conj,A1,12650373.3760595,rifR,Ancestor,Ancestor
589,0.84,1,conj,A1,12723119.0422595,rifR,Ancestor,Ancestor
603,0.86,1,conj,A1,12796282.909276,rifR,Ancestor,Ancestor
617,0.88,1,conj,A1,12869867.3797428,rifR,Ancestor,Ancestor
631,0.9,1,conj,A1,12943874.870078,rifR,Ancestor,Ancestor
645,0.92,1,conj,A1,13018307.8105627,rifR,Ancestor,Ancestor
659,0.94,1,conj,A1,13093168.6454202,rifR,Ancestor,Ancestor
673,0.96,1,conj,A1,13168459.8328956,rifR,Ancestor,Ancestor
687,0.98,1,conj,A1,13244183.8453364,rifR,Ancestor,Ancestor
701,1,1,conj,A1,13320343.1692727,rifR,Ancestor,Ancestor
715,1.02,1,conj,A1,13396940.3054986,rifR,Ancestor,Ancestor
729,1.04,1,conj,A1,13473977.7691534,rifR,Ancestor,Ancestor
743,1.06,1,conj,A1,13551458.0898041,rifR,Ancestor,Ancestor
757,1.08,1,conj,A1,13629383.8115274,rifR,Ancestor,Ancestor
771,1.1,1,conj,A1,13707757.492993,rifR,Ancestor,Ancestor
785,1.12,1,conj,A1,13786581.7075467,rifR,Ancestor,Ancestor
799,1.14,1,conj,A1,13865859.0432946,rifR,Ancestor,Ancestor
813,1.16,1,conj,A1,13945592.1031872,rifR,Ancestor,Ancestor
827,1.18,1,conj,A1,14025783.5051044,rifR,Ancestor,Ancestor
841,1.2,1,conj,A1,14106435.8819409,rifR,Ancestor,Ancestor
855,1.22,1,conj,A1,14187551.8816918,rifR,Ancestor,Ancestor
869,1.24,1,conj,A1,14269134.1675389,rifR,Ancestor,Ancestor
883,1.26,1,conj,A1,14351185.4179376,rifR,Ancestor,Ancestor
897,1.28,1,conj,A1,14433708.3267043,rifR,Ancestor,Ancestor
911,1.3,1,conj,A1,14516705.6031038,rifR,Ancestor,Ancestor
