"","time","cell_types","density","host","genotype"
"69711",99.5200000000119,"M2",0,"2","M"
"69712",99.5200000000119,"F2",0,"2","F"
"69713",99.5200000000119,"C",999451139.325488,"C","C"
"69714",99.5300000000119,"A1",524049.613649901,"1","A"
"69715",99.5300000000119,"M1",30755.1079447864,"1","M"
"69716",99.5300000000119,"F1",0,"1","F"
"69717",99.5300000000119,"A2",0,"2","A"
"69718",99.5300000000119,"M2",0,"2","M"
"69719",99.5300000000119,"F2",0,"2","F"
"69720",99.5300000000119,"C",999449520.644856,"C","C"
"69721",99.5400000000119,"A1",525554.302354874,"1","A"
"69722",99.5400000000119,"M1",30873.8646446809,"1","M"
"69723",99.5400000000119,"F1",0,"1","F"
"69724",99.5400000000119,"A2",0,"2","A"
"69725",99.5400000000119,"M2",0,"2","M"
"69726",99.5400000000119,"F2",0,"2","F"
"69727",99.5400000000119,"C",999447897.199451,"C","C"
"69728",99.5500000000119,"A1",527063.311405315,"1","A"
"69729",99.5500000000119,"M1",30993.0799056313,"1","M"
"69730",99.5500000000119,"F1",0,"1","F"
"69731",99.5500000000119,"A2",0,"2","A"
"69732",99.5500000000119,"M2",0,"2","M"
"69733",99.5500000000119,"F2",0,"2","F"
"69734",99.5500000000119,"C",999446268.97514,"C","C"
"69735",99.5600000000119,"A1",528576.653205899,"1","A"
"69736",99.5600000000119,"M1",31112.7554982887,"1","M"
"69737",99.5600000000119,"F1",0,"1","F"
"69738",99.5600000000119,"A2",0,"2","A"
"69739",99.5600000000119,"M2",0,"2","M"
"69740",99.5600000000119,"F2",0,"2","F"
"69741",99.5600000000119,"C",999444635.957747,"C","C"
"69742",99.5700000000119,"A1",530094.340196914,"1","A"
"69743",99.5700000000119,"M1",31232.8932001411,"1","M"
"69744",99.5700000000119,"F1",0,"1","F"
"69745",99.5700000000119,"A2",0,"2","A"
"69746",99.5700000000119,"M2",0,"2","M"
"69747",99.5700000000119,"F2",0,"2","F"
"69748",99.5700000000119,"C",999442998.133054,"C","C"
"69749",99.5800000000119,"A1",531616.384854369,"1","A"
"69750",99.5800000000119,"M1",31353.4947955402,"1","M"
"69751",99.5800000000119,"F1",0,"1","F"
"69752",99.5800000000119,"A2",0,"2","A"
"69753",99.5800000000119,"M2",0,"2","M"
"69754",99.5800000000119,"F2",0,"2","F"
"69755",99.5800000000119,"C",999441355.486801,"C","C"
"69756",99.590000000012,"A1",533142.79969009,"1","A"
"69757",99.590000000012,"M1",31474.5620757271,"1","M"
"69758",99.590000000012,"F1",0,"1","F"
"69759",99.590000000012,"A2",0,"2","A"
"69760",99.590000000012,"M2",0,"2","M"
"69761",99.590000000012,"F2",0,"2","F"
"69762",99.590000000012,"C",999439708.004685,"C","C"
"69763",99.600000000012,"A1",534673.597251829,"1","A"
"69764",99.600000000012,"M1",31596.0968388599,"1","M"
"69765",99.600000000012,"F1",0,"1","F"
"69766",99.600000000012,"A2",0,"2","A"
"69767",99.600000000012,"M2",0,"2","M"
"69768",99.600000000012,"F2",0,"2","F"
"69769",99.600000000012,"C",999438055.67236,"C","C"
"69770",99.610000000012,"A1",536208.790123365,"1","A"
"69771",99.610000000012,"M1",31718.1008900393,"1","M"
"69772",99.610000000012,"F1",0,"1","F"
"69773",99.610000000012,"A2",0,"2","A"
"69774",99.610000000012,"M2",0,"2","M"
"69775",99.610000000012,"F2",0,"2","F"
"69776",99.610000000012,"C",999436398.475438,"C","C"
"69777",99.620000000012,"A1",537748.390924603,"1","A"
"69778",99.620000000012,"M1",31840.5760413364,"1","M"
"69779",99.620000000012,"F1",0,"1","F"
"69780",99.620000000012,"A2",0,"2","A"
"69781",99.620000000012,"M2",0,"2","M"
"69782",99.620000000012,"F2",0,"2","F"
"69783",99.620000000012,"C",999434736.399485,"C","C"
"69784",99.630000000012,"A1",539292.412311686,"1","A"
"69785",99.630000000012,"M1",31963.524111819,"1","M"
"69786",99.630000000012,"F1",0,"1","F"
"69787",99.630000000012,"A2",0,"2","A"
"69788",99.630000000012,"M2",0,"2","M"
"69789",99.630000000012,"F2",0,"2","F"
"69790",99.630000000012,"C",999433069.430028,"C","C"
"69791",99.640000000012,"A1",540840.866977094,"1","A"
"69792",99.640000000012,"M1",32086.9469275789,"1","M"
"69793",99.640000000012,"F1",0,"1","F"
"69794",99.640000000012,"A2",0,"2","A"
"69795",99.640000000012,"M2",0,"2","M"
"69796",99.640000000012,"F2",0,"2","F"
"69797",99.640000000012,"C",999431397.552546,"C","C"
"69798",99.650000000012,"A1",542393.767649746,"1","A"
"69799",99.650000000012,"M1",32210.8463217589,"1","M"
"69800",99.650000000012,"F1",0,"1","F"
"69801",99.650000000012,"A2",0,"2","A"
"69802",99.650000000012,"M2",0,"2","M"
"69803",99.650000000012,"F2",0,"2","F"
"69804",99.650000000012,"C",999429720.75248,"C","C"
"69805",99.660000000012,"A1",543951.127095111,"1","A"
"69806",99.660000000012,"M1",32335.22413458,"1","M"
"69807",99.660000000012,"F1",0,"1","F"
"69808",99.660000000012,"A2",0,"2","A"
"69809",99.660000000012,"M2",0,"2","M"
"69810",99.660000000012,"F2",0,"2","F"
"69811",99.660000000012,"C",999428039.015221,"C","C"
"69812",99.670000000012,"A1",545512.958115309,"1","A"
"69813",99.670000000012,"M1",32460.0822133687,"1","M"
"69814",99.670000000012,"F1",0,"1","F"
"69815",99.670000000012,"A2",0,"2","A"
"69816",99.670000000012,"M2",0,"2","M"
"69817",99.670000000012,"F2",0,"2","F"
"69818",99.670000000012,"C",999426352.326122,"C","C"
"69819",99.680000000012,"A1",547079.273549215,"1","A"
"69820",99.680000000012,"M1",32585.4224125849,"1","M"
"69821",99.680000000012,"F1",0,"1","F"
"69822",99.680000000012,"A2",0,"2","A"
"69823",99.680000000012,"M2",0,"2","M"
"69824",99.680000000012,"F2",0,"2","F"
"69825",99.680000000012,"C",999424660.670489,"C","C"
"69826",99.690000000012,"A1",548650.086272568,"1","A"
"69827",99.690000000012,"M1",32711.2465938486,"1","M"
"69828",99.690000000012,"F1",0,"1","F"
"69829",99.690000000012,"A2",0,"2","A"
"69830",99.690000000012,"M2",0,"2","M"
"69831",99.690000000012,"F2",0,"2","F"
"69832",99.690000000012,"C",999422964.033585,"C","C"
"69833",99.700000000012,"A1",550225.409198075,"1","A"
"69834",99.700000000012,"M1",32837.5566259683,"1","M"
"69835",99.700000000012,"F1",0,"1","F"
"69836",99.700000000012,"A2",0,"2","A"
"69837",99.700000000012,"M2",0,"2","M"
"69838",99.700000000012,"F2",0,"2","F"
"69839",99.700000000012,"C",999421262.400627,"C","C"
"69840",99.710000000012,"A1",551805.255275517,"1","A"
"69841",99.710000000012,"M1",32964.3543849683,"1","M"
"69842",99.710000000012,"F1",0,"1","F"
"69843",99.710000000012,"A2",0,"2","A"
"69844",99.710000000012,"M2",0,"2","M"
"69845",99.710000000012,"F2",0,"2","F"
"69846",99.710000000012,"C",999419555.756791,"C","C"
"69847",99.720000000012,"A1",553389.637491856,"1","A"
"69848",99.720000000012,"M1",33091.6417541169,"1","M"
"69849",99.720000000012,"F1",0,"1","F"
"69850",99.720000000012,"A2",0,"2","A"
"69851",99.720000000012,"M2",0,"2","M"
"69852",99.720000000012,"F2",0,"2","F"
"69853",99.720000000012,"C",999417844.087205,"C","C"
"69854",99.730000000012,"A1",554978.568871342,"1","A"
"69855",99.730000000012,"M1",33219.420623954,"1","M"
"69856",99.730000000012,"F1",0,"1","F"
"69857",99.730000000012,"A2",0,"2","A"
"69858",99.730000000012,"M2",0,"2","M"
"69859",99.730000000012,"F2",0,"2","F"
"69860",99.730000000012,"C",999416127.376956,"C","C"
"69861",99.740000000012,"A1",556572.062475617,"1","A"
"69862",99.740000000012,"M1",33347.6928923196,"1","M"
"69863",99.740000000012,"F1",0,"1","F"
"69864",99.740000000012,"A2",0,"2","A"
"69865",99.740000000012,"M2",0,"2","M"
"69866",99.740000000012,"F2",0,"2","F"
"69867",99.740000000012,"C",999414405.611083,"C","C"
"69868",99.750000000012,"A1",558170.131403829,"1","A"
"69869",99.750000000012,"M1",33476.4604643815,"1","M"
"69870",99.750000000012,"F1",0,"1","F"
"69871",99.750000000012,"A2",0,"2","A"
"69872",99.750000000012,"M2",0,"2","M"
"69873",99.750000000012,"F2",0,"2","F"
"69874",99.750000000012,"C",999412678.774583,"C","C"
"69875",99.760000000012,"A1",559772.788792733,"1","A"
"69876",99.760000000012,"M1",33605.7252526641,"1","M"
"69877",99.760000000012,"F1",0,"1","F"
"69878",99.760000000012,"A2",0,"2","A"
"69879",99.760000000012,"M2",0,"2","M"
"69880",99.760000000012,"F2",0,"2","F"
"69881",99.760000000012,"C",999410946.852406,"C","C"
"69882",99.770000000012,"A1",561380.047816801,"1","A"
"69883",99.770000000012,"M1",33735.4891770763,"1","M"
"69884",99.770000000012,"F1",0,"1","F"
"69885",99.770000000012,"A2",0,"2","A"
"69886",99.770000000012,"M2",0,"2","M"
"69887",99.770000000012,"F2",0,"2","F"
"69888",99.770000000012,"C",999409209.829457,"C","C"
"69889",99.7800000000121,"A1",562991.921688333,"1","A"
"69890",99.7800000000121,"M1",33865.7541649406,"1","M"
"69891",99.7800000000121,"F1",0,"1","F"
"69892",99.7800000000121,"A2",0,"2","A"
"69893",99.7800000000121,"M2",0,"2","M"
"69894",99.7800000000121,"F2",0,"2","F"
"69895",99.7800000000121,"C",999407467.690598,"C","C"
"69896",99.7900000000121,"A1",564608.423657561,"1","A"
"69897",99.7900000000121,"M1",33996.5221510211,"1","M"
"69898",99.7900000000121,"F1",0,"1","F"
"69899",99.7900000000121,"A2",0,"2","A"
"69900",99.7900000000121,"M2",0,"2","M"
"69901",99.7900000000121,"F2",0,"2","F"
"69902",99.7900000000121,"C",999405720.420643,"C","C"
"69903",99.8000000000121,"A1",566229.567012763,"1","A"
"69904",99.8000000000121,"M1",34127.7950775527,"1","M"
"69905",99.8000000000121,"F1",0,"1","F"
"69906",99.8000000000121,"A2",0,"2","A"
"69907",99.8000000000121,"M2",0,"2","M"
"69908",99.8000000000121,"F2",0,"2","F"
"69909",99.8000000000121,"C",999403968.004361,"C","C"
"69910",99.8100000000121,"A1",567855.365080369,"1","A"
"69911",99.8100000000121,"M1",34259.5748942697,"1","M"
"69912",99.8100000000121,"F1",0,"1","F"
"69913",99.8100000000121,"A2",0,"2","A"
"69914",99.8100000000121,"M2",0,"2","M"
"69915",99.8100000000121,"F2",0,"2","F"
"69916",99.8100000000121,"C",999402210.426477,"C","C"
"69917",99.8200000000121,"A1",569485.831225068,"1","A"
"69918",99.8200000000121,"M1",34391.8635584348,"1","M"
"69919",99.8200000000121,"F1",0,"1","F"
"69920",99.8200000000121,"A2",0,"2","A"
"69921",99.8200000000121,"M2",0,"2","M"
"69922",99.8200000000121,"F2",0,"2","F"
"69923",99.8200000000121,"C",999400447.671668,"C","C"
"69924",99.8300000000121,"A1",571120.978849925,"1","A"
"69925",99.8300000000121,"M1",34524.6630348684,"1","M"
"69926",99.8300000000121,"F1",0,"1","F"
"69927",99.8300000000121,"A2",0,"2","A"
"69928",99.8300000000121,"M2",0,"2","M"
"69929",99.8300000000121,"F2",0,"2","F"
"69930",99.8300000000121,"C",999398679.724566,"C","C"
"69931",99.8400000000121,"A1",572760.821396486,"1","A"
"69932",99.8400000000121,"M1",34657.9752959773,"1","M"
"69933",99.8400000000121,"F1",0,"1","F"
"69934",99.8400000000121,"A2",0,"2","A"
"69935",99.8400000000121,"M2",0,"2","M"
"69936",99.8400000000121,"F2",0,"2","F"
"69937",99.8400000000121,"C",999396906.569759,"C","C"
"69938",99.8500000000121,"A1",574405.372344888,"1","A"
"69939",99.8500000000121,"M1",34791.8023217845,"1","M"
"69940",99.8500000000121,"F1",0,"1","F"
"69941",99.8500000000121,"A2",0,"2","A"
"69942",99.8500000000121,"M2",0,"2","M"
"69943",99.8500000000121,"F2",0,"2","F"
"69944",99.8500000000121,"C",999395128.191785,"C","C"
"69945",99.8600000000121,"A1",576054.645213972,"1","A"
"69946",99.8600000000121,"M1",34926.1460999582,"1","M"
"69947",99.8600000000121,"F1",0,"1","F"
"69948",99.8600000000121,"A2",0,"2","A"
"69949",99.8600000000121,"M2",0,"2","M"
"69950",99.8600000000121,"F2",0,"2","F"
"69951",99.8600000000121,"C",999393344.575137,"C","C"
"69952",99.8700000000121,"A1",577708.653561396,"1","A"
"69953",99.8700000000121,"M1",35061.0086258418,"1","M"
"69954",99.8700000000121,"F1",0,"1","F"
"69955",99.8700000000121,"A2",0,"2","A"
"69956",99.8700000000121,"M2",0,"2","M"
"69957",99.8700000000121,"F2",0,"2","F"
"69958",99.8700000000121,"C",999391555.704264,"C","C"
"69959",99.8800000000121,"A1",579367.410983742,"1","A"
"69960",99.8800000000121,"M1",35196.3919024828,"1","M"
"69961",99.8800000000121,"F1",0,"1","F"
"69962",99.8800000000121,"A2",0,"2","A"
"69963",99.8800000000121,"M2",0,"2","M"
"69964",99.8800000000121,"F2",0,"2","F"
"69965",99.8800000000121,"C",999389761.563565,"C","C"
"69966",99.8900000000121,"A1",581030.931116628,"1","A"
"69967",99.8900000000121,"M1",35332.2979406634,"1","M"
"69968",99.8900000000121,"F1",0,"1","F"
"69969",99.8900000000121,"A2",0,"2","A"
"69970",99.8900000000121,"M2",0,"2","M"
"69971",99.8900000000121,"F2",0,"2","F"
"69972",99.8900000000121,"C",999387962.137394,"C","C"
"69973",99.9000000000121,"A1",582699.227634824,"1","A"
"69974",99.9000000000121,"M1",35468.7287589297,"1","M"
"69975",99.9000000000121,"F1",0,"1","F"
"69976",99.9000000000121,"A2",0,"2","A"
"69977",99.9000000000121,"M2",0,"2","M"
"69978",99.9000000000121,"F2",0,"2","F"
"69979",99.9000000000121,"C",999386157.410058,"C","C"
"69980",99.9100000000121,"A1",584372.314252364,"1","A"
"69981",99.9100000000121,"M1",35605.686383622,"1","M"
"69982",99.9100000000121,"F1",0,"1","F"
"69983",99.9100000000121,"A2",0,"2","A"
"69984",99.9100000000121,"M2",0,"2","M"
"69985",99.9100000000121,"F2",0,"2","F"
"69986",99.9100000000121,"C",999384347.365815,"C","C"
"69987",99.9200000000121,"A1",586050.204722652,"1","A"
"69988",99.9200000000121,"M1",35743.1728489048,"1","M"
"69989",99.9200000000121,"F1",0,"1","F"
"69990",99.9200000000121,"A2",0,"2","A"
"69991",99.9200000000121,"M2",0,"2","M"
"69992",99.9200000000121,"F2",0,"2","F"
"69993",99.9200000000121,"C",999382531.98888,"C","C"
"69994",99.9300000000121,"A1",587732.912838585,"1","A"
"69995",99.9300000000121,"M1",35881.1901967971,"1","M"
"69996",99.9300000000121,"F1",0,"1","F"
"69997",99.9300000000121,"A2",0,"2","A"
"69998",99.9300000000121,"M2",0,"2","M"
"69999",99.9300000000121,"F2",0,"2","F"
"70000",99.9300000000121,"C",999380711.263416,"C","C"
"70001",99.9400000000121,"A1",589420.452432657,"1","A"
"70002",99.9400000000121,"M1",36019.7404772026,"1","M"
"70003",99.9400000000121,"F1",0,"1","F"
"70004",99.9400000000121,"A2",0,"2","A"
"70005",99.9400000000121,"M2",0,"2","M"
"70006",99.9400000000121,"F2",0,"2","F"
"70007",99.9400000000121,"C",999378885.173541,"C","C"
"70008",99.9500000000121,"A1",591112.837377081,"1","A"
"70009",99.9500000000121,"M1",36158.8257479402,"1","M"
"70010",99.9500000000121,"F1",0,"1","F"
"70011",99.9500000000121,"A2",0,"2","A"
"70012",99.9500000000121,"M2",0,"2","M"
"70013",99.9500000000121,"F2",0,"2","F"
"70014",99.9500000000121,"C",999377053.703326,"C","C"
"70015",99.9600000000121,"A1",592810.081583896,"1","A"
"70016",99.9600000000121,"M1",36298.4480747745,"1","M"
"70017",99.9600000000121,"F1",0,"1","F"
"70018",99.9600000000121,"A2",0,"2","A"
"70019",99.9600000000121,"M2",0,"2","M"
"70020",99.9600000000121,"F2",0,"2","F"
"70021",99.9600000000121,"C",999375216.836792,"C","C"
"70022",99.9700000000121,"A1",594512.199005086,"1","A"
"70023",99.9700000000121,"M1",36438.6095314468,"1","M"
"70024",99.9700000000121,"F1",0,"1","F"
"70025",99.9700000000121,"A2",0,"2","A"
"70026",99.9700000000121,"M2",0,"2","M"
"70027",99.9700000000121,"F2",0,"2","F"
"70028",99.9700000000121,"C",999373374.557915,"C","C"
"70029",99.9800000000122,"A1",596219.203632692,"1","A"
"70030",99.9800000000122,"M1",36579.3121997053,"1","M"
"70031",99.9800000000122,"F1",0,"1","F"
"70032",99.9800000000122,"A2",0,"2","A"
"70033",99.9800000000122,"M2",0,"2","M"
"70034",99.9800000000122,"F2",0,"2","F"
"70035",99.9800000000122,"C",999371526.850619,"C","C"
"70036",99.9900000000122,"A1",597931.10949893,"1","A"
"70037",99.9900000000122,"M1",36720.5581693366,"1","M"
"70038",99.9900000000122,"F1",0,"1","F"
"70039",99.9900000000122,"A2",0,"2","A"
"70040",99.9900000000122,"M2",0,"2","M"
"70041",99.9900000000122,"F2",0,"2","F"
"70042",99.9900000000122,"C",999369673.698783,"C","C"
"70043",100.000000000012,"A1",599647.930676302,"1","A"
"70044",100.000000000012,"M1",36862.3495381964,"1","M"
"70045",100.000000000012,"F1",0,"1","F"
"70046",100.000000000012,"A2",0,"2","A"
"70047",100.000000000012,"M2",0,"2","M"
"70048",100.000000000012,"F2",0,"2","F"
"70049",100.000000000012,"C",999367815.086237,"C","C"
"70050",100.010000000012,"A1",601369.681277717,"1","A"
"70051",100.010000000012,"M1",37004.6884122408,"1","M"
"70052",100.010000000012,"F1",0,"1","F"
"70053",100.010000000012,"A2",0,"2","A"
"70054",100.010000000012,"M2",0,"2","M"
"70055",100.010000000012,"F2",0,"2","F"
"70056",100.010000000012,"C",999365950.996761,"C","C"
"70057",100.020000000012,"A1",603096.3754566,"1","A"
"70058",100.020000000012,"M1",37147.5769055575,"1","M"
"70059",100.020000000012,"F1",0,"1","F"
"70060",100.020000000012,"A2",0,"2","A"
"70061",100.020000000012,"M2",0,"2","M"
"70062",100.020000000012,"F2",0,"2","F"
"70063",100.020000000012,"C",999364081.414089,"C","C"
"70064",100.030000000012,"A1",604828.027407016,"1","A"
"70065",100.030000000012,"M1",37291.0171403972,"1","M"
"70066",100.030000000012,"F1",0,"1","F"
"70067",100.030000000012,"A2",0,"2","A"
"70068",100.030000000012,"M2",0,"2","M"
"70069",100.030000000012,"F2",0,"2","F"
"70070",100.030000000012,"C",999362206.321904,"C","C"
"70071",100.040000000012,"A1",606564.651363782,"1","A"
"70072",100.040000000012,"M1",37435.0112472053,"1","M"
"70073",100.040000000012,"F1",0,"1","F"
"70074",100.040000000012,"A2",0,"2","A"
"70075",100.040000000012,"M2",0,"2","M"
"70076",100.040000000012,"F2",0,"2","F"
"70077",100.040000000012,"C",999360325.70384,"C","C"
"70078",100.050000000012,"A1",608306.261602585,"1","A"
"70079",100.050000000012,"M1",37579.5613646531,"1","M"
"70080",100.050000000012,"F1",0,"1","F"
"70081",100.050000000012,"A2",0,"2","A"
"70082",100.050000000012,"M2",0,"2","M"
"70083",100.050000000012,"F2",0,"2","F"
"70084",100.050000000012,"C",999358439.543484,"C","C"
"70085",100.060000000012,"A1",610052.872440099,"1","A"
"70086",100.060000000012,"M1",37724.6696396701,"1","M"
"70087",100.060000000012,"F1",0,"1","F"
"70088",100.060000000012,"A2",0,"2","A"
"70089",100.060000000012,"M2",0,"2","M"
"70090",100.060000000012,"F2",0,"2","F"
"70091",100.060000000012,"C",999356547.824371,"C","C"
"70092",100.070000000012,"A1",611804.498234104,"1","A"
"70093",100.070000000012,"M1",37870.3382274756,"1","M"
"70094",100.070000000012,"F1",0,"1","F"
"70095",100.070000000012,"A2",0,"2","A"
"70096",100.070000000012,"M2",0,"2","M"
"70097",100.070000000012,"F2",0,"2","F"
"70098",100.070000000012,"C",999354650.529989,"C","C"
"70099",100.080000000012,"A1",613561.153383603,"1","A"
"70100",100.080000000012,"M1",38016.5692916106,"1","M"
"70101",100.080000000012,"F1",0,"1","F"
"70102",100.080000000012,"A2",0,"2","A"
"70103",100.080000000012,"M2",0,"2","M"
"70104",100.080000000012,"F2",0,"2","F"
"70105",100.080000000012,"C",999352747.643776,"C","C"
"70106",100.090000000012,"A1",615322.852328939,"1","A"
"70107",100.090000000012,"M1",38163.3650039702,"1","M"
"70108",100.090000000012,"F1",0,"1","F"
"70109",100.090000000012,"A2",0,"2","A"
"70110",100.090000000012,"M2",0,"2","M"
"70111",100.090000000012,"F2",0,"2","F"
"70112",100.090000000012,"C",999350839.149118,"C","C"
"70113",100.100000000012,"A1",617089.609551917,"1","A"
"70114",100.100000000012,"M1",38310.7275448357,"1","M"
"70115",100.100000000012,"F1",0,"1","F"
"70116",100.100000000012,"A2",0,"2","A"
"70117",100.100000000012,"M2",0,"2","M"
"70118",100.100000000012,"F2",0,"2","F"
"70119",100.100000000012,"C",999348925.029354,"C","C"
"70120",100.110000000012,"A1",618861.43957592,"1","A"
"70121",100.110000000012,"M1",38458.659102907,"1","M"
"70122",100.110000000012,"F1",0,"1","F"
"70123",100.110000000012,"A2",0,"2","A"
"70124",100.110000000012,"M2",0,"2","M"
"70125",100.110000000012,"F2",0,"2","F"
"70126",100.110000000012,"C",999347005.267772,"C","C"
"70127",100.120000000012,"A1",620638.35696603,"1","A"
"70128",100.120000000012,"M1",38607.1618753351,"1","M"
"70129",100.120000000012,"F1",0,"1","F"
"70130",100.120000000012,"A2",0,"2","A"
"70131",100.120000000012,"M2",0,"2","M"
"70132",100.120000000012,"F2",0,"2","F"
"70133",100.120000000012,"C",999345079.84761,"C","C"
"70134",100.130000000012,"A1",622420.376329148,"1","A"
"70135",100.130000000012,"M1",38756.2380677549,"1","M"
"70136",100.130000000012,"F1",0,"1","F"
"70137",100.130000000012,"A2",0,"2","A"
"70138",100.130000000012,"M2",0,"2","M"
"70139",100.130000000012,"F2",0,"2","F"
"70140",100.130000000012,"C",999343148.752054,"C","C"
"70141",100.140000000012,"A1",624207.512314112,"1","A"
"70142",100.140000000012,"M1",38905.8898943175,"1","M"
"70143",100.140000000012,"F1",0,"1","F"
"70144",100.140000000012,"A2",0,"2","A"
"70145",100.140000000012,"M2",0,"2","M"
"70146",100.140000000012,"F2",0,"2","F"
"70147",100.140000000012,"C",999341211.964242,"C","C"
"70148",100.150000000012,"A1",625999.77961182,"1","A"
"70149",100.150000000012,"M1",39056.1195777236,"1","M"
"70150",100.150000000012,"F1",0,"1","F"
"70151",100.150000000012,"A2",0,"2","A"
"70152",100.150000000012,"M2",0,"2","M"
