SetID,SweepID,gamma_M,psi_M,end_time,A1,M1,A2,M2,log_gamma_M,Anc,Mut,Anc_freq,Mut_freq,Mut_freq0,Mut_freq_change,Mut_freq_inv,log_Mut_freq0,log_Mut_freq_change
pHFC_S.pB10_max,1,2.300000000000001e-18,-0.115,19.1,0,0,54065510.44507345,6.403260724700069e-6,-17.638272163982407,54065510.44507345,6.403260724700069e-6,0.9999999999998817,1.1843522186301281e-13,0.009900990099009901,-0.009900990098891466,Decrease,-2.0043213737826426,-10.922197748273364
pHFC_S.pB10_max,2,9.847064517054615e-18,-0.115,19.1,0,0,54065510.44496026,2.7414487623377612e-5,-17.006693216613986,54065510.44496026,2.7414487623377612e-5,0.9999999999994929,5.070605529799296e-13,0.009900990099009901,-0.00990099009850284,Decrease,-2.0043213737826426,-10.290618800503852
pHFC_S.pB10_max,3,4.215855634914608e-17,-0.115,19.1,0,0,54065510.4444747,1.1737053451948658e-4,-16.375114269245564,54065510.4444747,1.1737053451948658e-4,0.9999999999978292,2.170894782169335e-12,0.009900990099009901,-0.009900990096839006,Decrease,-2.0043213737826426,-9.659039851418216
pHFC_S.pB10_max,4,1.8049479318083641e-16,-0.115,19.1,0,0,54065510.442396104,5.025022805841702e-4,-15.743535321877143,54065510.442396104,5.025022805841702e-4,0.9999999999907057,9.294322322451554e-12,0.009900990099009901,-0.009900990089715579,Decrease,-2.0043213737826426,-9.027460896697834
pHFC_S.pB10_max,5,7.727582058452715e-16,-0.115,19.1,0,0,54065510.43349749,0.00215137944993157,-15.111956374508722,54065510.43349749,0.00215137944993157,0.9999999999602079,3.9792086167247714e-11,0.009900990099009901,-0.009900990059217815,Decrease,-2.0043213737826426,-8.395881917853226
pHFC_S.pB10_max,6,3.308434743061633e-15,-0.115,19.1,0,0,54065510.39540031,0.00921077339371322,-14.4803774271403,54065510.39540031,0.00921077339371322,0.9999999998296368,1.7036320058355838e-10,0.009900990099009901,-0.0099009899286467,Decrease,-2.0043213737826426,-7.764302835724772
pHFC_S.pB10_max,7,1.4164508854518591e-14,-0.115,19.1,0,0,54065510.23229266,0.03943443483876792,-13.848798479771881,54065510.23229266,0.03943443483876792,0.9999999992706176,7.293824591791503e-10,0.009900990099009901,-0.009900989369627442,Decrease,-2.0043213737826426,-7.132723311403707
pHFC_S.pB10_max,8,6.06429706707982e-14,-0.115,19.1,0,0,54065509.53397275,0.16883288198883095,-13.21721953240346,54065509.53397275,0.16883288198883095,0.9999999968772535,3.1227465146799436e-9,0.009900990099009901,-0.009900986976263387,Decrease,-2.0043213737826426,-6.501141893906379
pHFC_S.pB10_max,9,2.596327150874785e-13,-0.115,19.1,0,0,54065506.54420361,0.7228472568858639,-12.585640585035039,54065506.54420361,0.7228472568858639,0.9999999866301585,1.3369841391026558e-8,0.009900990099009901,-0.00990097672916851,Decrease,-2.0043213737826426,-5.869552371042921
pHFC_S.pB10_max,10,1.1115739548715034e-12,-0.115,19.1,0,0,54065493.74345312,3.0950714488056237,-11.954061637666618,54065493.74345312,3.0950714488056237,0.9999999427532968,5.724670316171438e-8,0.009900990099009901,-0.00990093285230674,Decrease,-2.0043213737826426,-5.237928145509414
pHFC_S.pB10_max,11,4.7590175865640196e-12,-0.115,19.1,0,0,54065438.92902997,13.256935281021184,-11.322482690298196,54065438.92902997,13.256935281021184,0.9999997547984018,2.4520159815592047e-7,0.009900990099009901,-0.009900744897411745,Decrease,-2.0043213737826426,-4.6061553297509334
pHFC_S.pB10_max,12,2.037493617943184e-11,-0.115,19.1,0,0,54065204.06394707,56.865764639157646,-10.690903742929777,54065204.06394707,56.865764639157646,0.9999989482014207,1.0517985793703424e-6,0.009900990099009901,-0.009899938300430532,Decrease,-2.0043213737826426,-3.973746046326758
pHFC_S.pB10_max,13,8.723187438684151e-11,-0.115,19.1,0,0,54064195.10037282,245.46188734910373,-10.059324795561356,54064195.10037282,245.46188734910373,0.99999545982748,4.540172519984403e-6,0.009900990099009901,-0.009896449926489916,Decrease,-2.0043213737826426,-3.3386062704849855
pHFC_S.pB10_max,14,3.7346865001340517e-10,-0.115,19.1,0,0,54059811.52673121,1088.6479291318608,-9.427745848192934,54059811.52673121,1088.6479291318608,0.9999798625637825,2.0137436217574056e-5,0.009900990099009901,-0.009880852662792327,Decrease,-2.0043213737826426,-2.6916744483530626
pHFC_S.pB10_max,15,1.5989434312083862e-9,-0.115,19.1,0,0,54039787.11516587,5445.515712828353,-8.796166900824513,54039787.11516587,5445.515712828353,0.999899241515898,1.007584841020198e-4,0.009900990099009901,-0.009800231614907881,Decrease,-2.0043213737826426,-1.992397001244798
pHFC_S.pB10_max,16,6.845608315752023e-9,-0.115,19.1,0,0,53921851.83593048,49131.7487496587,-8.164587953456092,53921851.83593048,49131.7487496587,0.99908966363986,9.103363601400981e-4,0.009900990099009901,-0.008990653738869803,Decrease,-2.0043213737826426,-1.0364767367951369
pHFC_S.pB10_max,17,2.9308324671172057e-8,-0.115,19.1,0,0,49292304.510110795,7807200.991808929,-7.533009006087671,49292304.510110795,7807200.991808929,0.8632702521119654,0.1367297478880346,0.009900990099009901,0.1268287577890247,Increase,-2.0043213737826426,1.140184386800414
pHFC_S.pB10_max,18,1.254786799668759e-7,-0.115,19.1,0,0,10907360.187246384,5514541.973386514,-6.901430058719249,10907360.187246384,5514541.973386514,0.6641959062083473,0.3358040937916527,0.009900990099009901,0.3259031036926428,Increase,-2.0043213737826426,1.5304073601060768
pHFC_S.pB10_max,19,5.372159378907281e-7,-0.115,19.1,0,0,2105331.798187595,1878227.6028611932,-6.269851111350828,2105331.798187595,1878227.6028611932,0.5285051849944311,0.47149481500556895,0.009900990099009901,0.46159382490655904,Increase,-2.0043213737826426,1.6777982949771952
pHFC_S.pB10_max,20,2.300000000000001e-6,-0.115,19.1,0,0,455938.08402219025,1290780.9164022887,-5.638272163982407,455938.08402219025,1290780.9164022887,0.261025433347545,0.738974566652455,0.009900990099009901,0.7290735765534451,Increase,-2.0043213737826426,1.8729508652863034
pHFC_S.pB10_max,21,2.300000000000001e-18,-0.05184210526315788,19.1,0,0,54065468.500646874,2.1133386974521796e-5,-17.638272163982407,54065468.500646874,2.1133386974521796e-5,0.9999999999996092,3.908851168886233e-13,0.009900990099009901,-0.009900990098619016,Decrease,-2.0043213737826426,-10.40362949141109
pHFC_S.pB10_max,22,9.847064517054615e-18,-0.05184210526315788,19.1,0,0,54065468.500519514,9.047905443207896e-5,-17.006693216613986,54065468.500519514,9.047905443207896e-5,0.9999999999983264,1.673509116656561e-12,0.009900990099009901,-0.009900990097336393,Decrease,-2.0043213737826426,-9.772050543641964
pHFC_S.pB10_max,23,4.215855634914608e-17,-0.05184210526315788,19.1,0,0,54065468.49997472,3.873709086739728e-4,-16.375114269245564,54065468.49997472,3.873709086739728e-4,0.9999999999928352,7.164848828996617e-12,0.009900990099009901,-0.009900990091845053,Decrease,-2.0043213737826426,-9.14047159455799
pHFC_S.pB10_max,24,1.8049479318083641e-16,-0.05184210526315788,19.1,0,0,54065468.49764197,0.00165846364964287,-15.743535321877143,54065468.49764197,0.00165846364964287,0.999999999969325,3.06750999422918e-11,0.009900990099009901,-0.009900990068334801,Decrease,-2.0043213737826426,-8.508892639844717
pHFC_S.pB10_max,25,7.727582058452715e-16,-0.05184210526315788,19.1,0,0,54065468.487655506,0.00710043466883546,-15.111956374508722,54065468.487655506,0.00710043466883546,0.9999999998686697,1.313303087260617e-10,0.009900990099009901,-0.009900989967679592,Decrease,-2.0043213737826426,-7.877313661030536
pHFC_S.pB10_max,26,3.308434743061633e-15,-0.05184210526315788,19.1,0,0,54065468.444898896,0.03039933040541879,-14.4803774271403,54065468.444898896,0.03039933040541879,0.9999999994377311,5.622688799840481e-10,0.009900990099009901,-0.00990098953674102,Decrease,-2.0043213737826426,-7.24573457903236
