SetID,SweepID,gamma_M,psi_M
pDim90_E.R1_max,1,2.1899999999999964e-16,0.05400000000000005
pDim90_E.R1_max,2,7.358002046961483e-16,0.05400000000000005
pDim90_E.R1_max,3,2.472154982789463e-15,0.05400000000000005
pDim90_E.R1_max,4,8.305991517703622e-15,0.05400000000000005
pDim90_E.R1_max,5,2.7906622186898548e-14,0.05400000000000005
pDim90_E.R1_max,6,9.376117953195461e-14,0.05400000000000005
pDim90_E.R1_max,7,3.150205255349983e-13,0.05400000000000005
pDim90_E.R1_max,8,1.058411722247212e-12,0.05400000000000005
pDim90_E.R1_max,9,3.5560710588232856e-12,0.05400000000000005
pDim90_E.R1_max,10,1.1947752570759026e-11,0.05400000000000005
pDim90_E.R1_max,11,4.0142277567230315e-11,0.05400000000000005
pDim90_E.R1_max,12,1.3487075822345933e-10,0.05400000000000005
pDim90_E.R1_max,13,4.531412397641383e-10,0.05400000000000005
pDim90_E.R1_max,14,1.5224722236288519e-9,0.05400000000000005
pDim90_E.R1_max,15,5.115230017307357e-9,0.05400000000000005
pDim90_E.R1_max,16,1.718624335069696e-8,0.05400000000000005
pDim90_E.R1_max,17,5.774265468219469e-8,0.05400000000000005
pDim90_E.R1_max,18,1.940048270998079e-7,0.05400000000000005
pDim90_E.R1_max,19,6.518209657172565e-7,0.05400000000000005
pDim90_E.R1_max,20,2.1899999999999964e-6,0.05400000000000005
pDim90_E.R1_max,21,2.1899999999999964e-16,0.12768421052631584
pDim90_E.R1_max,22,7.358002046961483e-16,0.12768421052631584
pDim90_E.R1_max,23,2.472154982789463e-15,0.12768421052631584
pDim90_E.R1_max,24,8.305991517703622e-15,0.12768421052631584
pDim90_E.R1_max,25,2.7906622186898548e-14,0.12768421052631584
pDim90_E.R1_max,26,9.376117953195461e-14,0.12768421052631584
pDim90_E.R1_max,27,3.150205255349983e-13,0.12768421052631584
pDim90_E.R1_max,28,1.058411722247212e-12,0.12768421052631584
pDim90_E.R1_max,29,3.5560710588232856e-12,0.12768421052631584
pDim90_E.R1_max,30,1.1947752570759026e-11,0.12768421052631584
pDim90_E.R1_max,31,4.0142277567230315e-11,0.12768421052631584
pDim90_E.R1_max,32,1.3487075822345933e-10,0.12768421052631584
pDim90_E.R1_max,33,4.531412397641383e-10,0.12768421052631584
pDim90_E.R1_max,34,1.5224722236288519e-9,0.12768421052631584
pDim90_E.R1_max,35,5.115230017307357e-9,0.12768421052631584
pDim90_E.R1_max,36,1.718624335069696e-8,0.12768421052631584
pDim90_E.R1_max,37,5.774265468219469e-8,0.12768421052631584
pDim90_E.R1_max,38,1.940048270998079e-7,0.12768421052631584
pDim90_E.R1_max,39,6.518209657172565e-7,0.12768421052631584
pDim90_E.R1_max,40,2.1899999999999964e-6,0.12768421052631584
pDim90_E.R1_max,41,2.1899999999999964e-16,0.2013684210526316
pDim90_E.R1_max,42,7.358002046961483e-16,0.2013684210526316
pDim90_E.R1_max,43,2.472154982789463e-15,0.2013684210526316
pDim90_E.R1_max,44,8.305991517703622e-15,0.2013684210526316
pDim90_E.R1_max,45,2.7906622186898548e-14,0.2013684210526316
pDim90_E.R1_max,46,9.376117953195461e-14,0.2013684210526316
pDim90_E.R1_max,47,3.150205255349983e-13,0.2013684210526316
pDim90_E.R1_max,48,1.058411722247212e-12,0.2013684210526316
pDim90_E.R1_max,49,3.5560710588232856e-12,0.2013684210526316
pDim90_E.R1_max,50,1.1947752570759026e-11,0.2013684210526316
pDim90_E.R1_max,51,4.0142277567230315e-11,0.2013684210526316
pDim90_E.R1_max,52,1.3487075822345933e-10,0.2013684210526316
pDim90_E.R1_max,53,4.531412397641383e-10,0.2013684210526316
pDim90_E.R1_max,54,1.5224722236288519e-9,0.2013684210526316
pDim90_E.R1_max,55,5.115230017307357e-9,0.2013684210526316
pDim90_E.R1_max,56,1.718624335069696e-8,0.2013684210526316
pDim90_E.R1_max,57,5.774265468219469e-8,0.2013684210526316
pDim90_E.R1_max,58,1.940048270998079e-7,0.2013684210526316
pDim90_E.R1_max,59,6.518209657172565e-7,0.2013684210526316
pDim90_E.R1_max,60,2.1899999999999964e-6,0.2013684210526316
pDim90_E.R1_max,61,2.1899999999999964e-16,0.2750526315789474
pDim90_E.R1_max,62,7.358002046961483e-16,0.2750526315789474
pDim90_E.R1_max,63,2.472154982789463e-15,0.2750526315789474
pDim90_E.R1_max,64,8.305991517703622e-15,0.2750526315789474
pDim90_E.R1_max,65,2.7906622186898548e-14,0.2750526315789474
pDim90_E.R1_max,66,9.376117953195461e-14,0.2750526315789474
pDim90_E.R1_max,67,3.150205255349983e-13,0.2750526315789474
pDim90_E.R1_max,68,1.058411722247212e-12,0.2750526315789474
pDim90_E.R1_max,69,3.5560710588232856e-12,0.2750526315789474
pDim90_E.R1_max,70,1.1947752570759026e-11,0.2750526315789474
pDim90_E.R1_max,71,4.0142277567230315e-11,0.2750526315789474
pDim90_E.R1_max,72,1.3487075822345933e-10,0.2750526315789474
pDim90_E.R1_max,73,4.531412397641383e-10,0.2750526315789474
pDim90_E.R1_max,74,1.5224722236288519e-9,0.2750526315789474
pDim90_E.R1_max,75,5.115230017307357e-9,0.2750526315789474
pDim90_E.R1_max,76,1.718624335069696e-8,0.2750526315789474
pDim90_E.R1_max,77,5.774265468219469e-8,0.2750526315789474
pDim90_E.R1_max,78,1.940048270998079e-7,0.2750526315789474
pDim90_E.R1_max,79,6.518209657172565e-7,0.2750526315789474
pDim90_E.R1_max,80,2.1899999999999964e-6,0.2750526315789474
pDim90_E.R1_max,81,2.1899999999999964e-16,0.3487368421052632
pDim90_E.R1_max,82,7.358002046961483e-16,0.3487368421052632
pDim90_E.R1_max,83,2.472154982789463e-15,0.3487368421052632
pDim90_E.R1_max,84,8.305991517703622e-15,0.3487368421052632
pDim90_E.R1_max,85,2.7906622186898548e-14,0.3487368421052632
pDim90_E.R1_max,86,9.376117953195461e-14,0.3487368421052632
pDim90_E.R1_max,87,3.150205255349983e-13,0.3487368421052632
pDim90_E.R1_max,88,1.058411722247212e-12,0.3487368421052632
pDim90_E.R1_max,89,3.5560710588232856e-12,0.3487368421052632
pDim90_E.R1_max,90,1.1947752570759026e-11,0.3487368421052632
pDim90_E.R1_max,91,4.0142277567230315e-11,0.3487368421052632
pDim90_E.R1_max,92,1.3487075822345933e-10,0.3487368421052632
pDim90_E.R1_max,93,4.531412397641383e-10,0.3487368421052632
pDim90_E.R1_max,94,1.5224722236288519e-9,0.3487368421052632
pDim90_E.R1_max,95,5.115230017307357e-9,0.3487368421052632
pDim90_E.R1_max,96,1.718624335069696e-8,0.3487368421052632
pDim90_E.R1_max,97,5.774265468219469e-8,0.3487368421052632
pDim90_E.R1_max,98,1.940048270998079e-7,0.3487368421052632
pDim90_E.R1_max,99,6.518209657172565e-7,0.3487368421052632
pDim90_E.R1_max,100,2.1899999999999964e-6,0.3487368421052632
pDim90_E.R1_max,101,2.1899999999999964e-16,0.422421052631579
pDim90_E.R1_max,102,7.358002046961483e-16,0.422421052631579
pDim90_E.R1_max,103,2.472154982789463e-15,0.422421052631579
pDim90_E.R1_max,104,8.305991517703622e-15,0.422421052631579
pDim90_E.R1_max,105,2.7906622186898548e-14,0.422421052631579
pDim90_E.R1_max,106,9.376117953195461e-14,0.422421052631579
pDim90_E.R1_max,107,3.150205255349983e-13,0.422421052631579
pDim90_E.R1_max,108,1.058411722247212e-12,0.422421052631579
pDim90_E.R1_max,109,3.5560710588232856e-12,0.422421052631579
pDim90_E.R1_max,110,1.1947752570759026e-11,0.422421052631579
pDim90_E.R1_max,111,4.0142277567230315e-11,0.422421052631579
pDim90_E.R1_max,112,1.3487075822345933e-10,0.422421052631579
pDim90_E.R1_max,113,4.531412397641383e-10,0.422421052631579
pDim90_E.R1_max,114,1.5224722236288519e-9,0.422421052631579
pDim90_E.R1_max,115,5.115230017307357e-9,0.422421052631579
pDim90_E.R1_max,116,1.718624335069696e-8,0.422421052631579
pDim90_E.R1_max,117,5.774265468219469e-8,0.422421052631579
pDim90_E.R1_max,118,1.940048270998079e-7,0.422421052631579
